geo_r_mean,geo_r_std,geo_t_mean,geo_t_std,geo_d_mean,geo_d_std,geo_se3_mean,geo_se3_std,ssim_mean,ssim_std,ssim_ori_mean,ssim_ori_std,tre_mean,tre_std,alpha_mean,alpha_std,beta_mean,beta_std,gamma_mean,gamma_std,bx_mean,bx_std,by_mean,by_std,bz_mean,bz_std,alpha2_mean,alpha2_std,beta2_mean,beta2_std,gamma2_mean,gamma2_std,bx2_mean,bx2_std,by2_mean,by2_std,bz2_mean,bz2_std,num_samples,parameterization
73.08837470525428,11.517256356601429,17.72321419172649,7.470086891369992,75.54063005085233,11.750974396243985,17.73493642444852,7.47480254733373,0.8346209925941274,0.016411782161824057,0.5911434051356738,0.0062068590387887165,20.94619808921331,6.118054115467576,-0.8281876791881609,0.035474783528308726,0.08349580000614441,0.04683927094039304,1.9917927799345572,0.021466043251171702,244.35524566264093,9.36768135392239,23.134786098818235,9.655196593511352,108.38960410975203,12.619499226541828,1.7994519049608255,0.009626892348375441,-0.6754328487794611,0.026402417446089926,-0.6784227694137187,0.004956405572904915,244.35524566264093,9.36768135392239,23.134786098818235,9.655196593511352,108.38960410975203,12.619499226541828,79,se3_log_map
