geo_r_mean,geo_r_std,geo_t_mean,geo_t_std,geo_d_mean,geo_d_std,geo_se3_mean,geo_se3_std,ssim_mean,ssim_std,ssim_ori_mean,ssim_ori_std,tre_mean,tre_std,alpha_mean,alpha_std,beta_mean,beta_std,gamma_mean,gamma_std,bx_mean,bx_std,by_mean,by_std,bz_mean,bz_std,alpha2_mean,alpha2_std,beta2_mean,beta2_std,gamma2_mean,gamma2_std,bx2_mean,bx2_std,by2_mean,by2_std,bz2_mean,bz2_std,num_samples,parameterization
19.401945310311895,3.2621411269758394,89.35747244191724,13.328878810196274,191.7388828188874,29.601022452041345,89.79931467632915,13.495107860685252,0.7131647661674855,0.021128261507743062,0.7265700295914052,0.018278236119311578,51.834404523982556,9.537747150278614,-0.7879661494909331,0.07560745792265886,-0.17927811548200456,0.059624024775986835,1.7842685400053513,0.07251418213806445,277.98216566928596,12.16327368977694,-10.426024059916651,9.243351534070813,191.3501230284225,17.864128361303244,1.8018245253452034,0.015699924428823963,-0.6801325457040653,0.017598974054979347,-0.6786732417206431,0.011324243863121973,277.98216566928596,12.16327368977694,-10.426024059916651,9.243351534070813,191.3501230284225,17.864128361303244,86,se3_log_map
