file,id_number,ncc,ssim,ssim_ori,mtre,mpd,geo_r,geo_t,alpha2,beta2,gamma2,bx2,by2,bz2
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray035_se3_log_map.csv,35,0.21049171943769213,0.8252732076189124,0.787146773176508,5.696290969848633,1.3890678882598877,1.4830892446771595,7.734362602233887,-1.2153737545013428,0.0181593745946884,1.8198764324188232,219.6344451904297,40.99178314208984,147.41676330566406
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray046_se3_log_map.csv,46,0.31370724548086426,0.7864211144468898,0.7808726710521001,31.396982192993164,12.397229194641113,5.68549623825405,37.42096328735352,-1.145763874053955,-0.0378624200820922,1.8299802541732788,239.5971221923828,23.558807373046875,167.7054901123047
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray051_se3_log_map.csv,51,0.33129709473102836,0.8351008247473766,0.7863838310819253,3.2462217807769775,1.0601271390914917,1.0980189160276888,4.178946971893311,-1.2182061672210691,0.0047312472015619,1.820972442626953,216.06822204589844,49.24150848388672,150.41859436035156
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray042_se3_log_map.csv,42,0.2875510917699509,0.8193282118601369,0.8087207911157941,1.156506896018982,0.7059452533721924,0.5016667394423313,1.2240755558013916,-1.2298089265823364,-0.0007560260710306,1.816790580749512,215.16302490234372,44.68821716308594,151.3674774169922
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray020_se3_log_map.csv,20,0.29822523198264794,0.7548558236844842,0.8114493126470237,1.3432265520095825,0.6123853921890259,0.5435213736949824,2.4043760299682617,-1.2395081520080566,0.0082460353150963,1.8081446886062624,228.5855865478516,48.13502502441406,150.48843383789062
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray049_se3_log_map.csv,49,0.2787064524847501,0.8338241102797602,0.7751843639859883,24.22812271118164,16.284095764160156,8.606367951824655,37.521854400634766,-1.0894380807876587,-0.0291965026408433,1.8351867198944087,247.1280059814453,36.18762969970703,166.60781860351562
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray036_se3_log_map.csv,36,0.22978854367085638,0.8141661191520129,0.807212589795185,2.4326980113983154,1.053109049797058,1.0606600762112801,4.261312007904053,-1.220402479171753,0.0077235465869307,1.8217542171478271,218.19403076171875,44.19844055175781,149.53196716308594
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray048_se3_log_map.csv,48,0.2822885652745367,0.8415130523357109,0.7618140206294655,49.75611877441406,26.00705337524414,12.5014230990156,74.49360656738281,-1.0844104290008545,-0.1539940536022186,1.8290057182312007,254.3370819091797,20.73750305175781,208.65924072265625
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray039_se3_log_map.csv,39,0.2561197569353385,0.7949899266480195,0.8073200553326729,1.755357027053833,1.6116329431533813,0.8460174473546674,3.5812392234802246,-1.222912311553955,0.0034119677729904,1.8198914527893064,217.9288787841797,45.34716796875,150.7753143310547
/home/zsr/project/diffpose/ours/case/wch/runs/mask/cma/wch_xray019_se3_log_map.csv,19,0.27754563406571575,0.7801297730318789,0.8086561490101434,1.3259228467941284,1.3224232196807861,0.6461027280845967,2.7241666316986084,-1.2427830696105957,0.0038759312592446,1.8072094917297363,228.70584106445312,47.83090972900391,151.35443115234375
