alpha,beta,gamma,bx,by,bz,losses,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim,ssim_ori,alpha2,beta2,gamma2,bx2,by2,bz2
-1.1200833320617676,0.18353161215782166,1.81724214553833,163.69546508789062,161.70611572265625,111.64134979248047,-0.037444911897182465,51.692317962646484,77.1243896484375,92.84539794921875,77.15723419189453,28.1846981048584,79.95465087890625,0.09431934356689453,83,se3_log_map,0.6647883653640747,0.7395974397659302,1.6960759162902832,-0.9012331366539001,-0.9427369832992554,163.69546508789062,161.70611572265625,111.64134979248047
-1.1581039428710938,0.17156265676021576,1.8102473020553589,196.05899047851562,158.55006408691406,108.15555572509766,0.5997750163078308,40.186275482177734,63.37376022338867,75.04112243652344,63.38975524902344,28.472681045532227,63.511817932128906,0.07173871994018555,83,se3_log_map,0.6690361499786377,0.7198165059089661,1.672147274017334,-0.9389119744300842,-0.9598909616470337,196.05899047851562,158.55006408691406,108.15555572509766
-1.1454282999038696,0.19881758093833923,1.8429388999938965,170.20306396484375,164.46469116210938,106.31733703613281,0.14637000858783722,56.39712905883789,77.02625274658203,95.46559143066406,77.062255859375,14.749236106872559,78.09180450439453,0.07134056091308594,83,se3_log_map,0.669255793094635,0.7295453548431396,1.7174594402313232,-0.931891679763794,-0.9648823738098145,170.20306396484375,164.46469116210938,106.31733703613281
-1.1832298040390015,0.16591210663318634,1.7984750270843506,181.46519470214844,165.9507293701172,110.6331558227539,0.4886457026004791,38.15949249267578,73.47468566894531,82.79296875,73.49134826660156,16.907276153564453,74.9102783203125,0.0697484016418457,83,se3_log_map,0.6896475553512573,0.7389787435531616,1.651113748550415,-0.9577394127845764,-0.9756901860237122,181.46519470214844,165.9507293701172,110.6331558227539
-1.1289912462234497,0.17862680554389954,1.822753667831421,195.8245849609375,185.02418518066406,96.1533203125,0.6720168590545654,47.64160919189453,91.66496276855469,103.30628204345703,91.69950103759766,53.69038391113281,88.7458724975586,0.0722355842590332,83,se3_log_map,0.6949611902236938,0.7374383211135864,1.6955296993255615,-0.9157073497772217,-0.9426743984222412,195.8245849609375,185.02418518066406,96.1533203125
-1.142391562461853,0.16548967361450195,1.8068522214889526,198.52554321289062,173.24630737304688,106.30870819091797,0.6475525498390198,39.21123504638672,77.83369445800781,87.15277099609375,77.8517837524414,41.48350143432617,76.65245819091797,0.07163405418395996,83,se3_log_map,0.6729704141616821,0.7340428233146667,1.6712371110916138,-0.9259282946586609,-0.9452238082885742,198.52554321289062,173.24630737304688,106.30870819091797
-1.1659375429153442,0.18100744485855103,1.8482820987701416,192.82640075683594,171.25393676757812,99.4295654296875,0.6609219908714294,48.099422454833984,77.9828872680664,91.62360382080078,78.0125503540039,42.6209831237793,77.60122680664062,0.07098889350891113,83,se3_log_map,0.6909391283988953,0.7377394437789917,1.7061833143234253,-0.9646172523498535,-0.9608076214790344,192.82640075683594,171.25393676757812,99.4295654296875
-1.2193701267242432,0.14197252690792084,1.8718292713165283,188.77169799804688,182.09747314453125,82.1290054321289,0.6128150820732117,48.53575897216797,94.37682342529297,106.12588500976562,94.4120101928711,77.29994201660156,95.6371078491211,0.06874775886535645,83,se3_log_map,0.6755374670028687,0.730796754360199,1.6857799291610718,-1.050697922706604,-0.9523475170135498,188.77169799804688,182.09747314453125,82.1290054321289
-1.2056387662887573,0.13711144030094147,1.8343620300292969,209.37890625,155.8787078857422,86.20968627929688,0.6502757668495178,32.142032623291016,67.87308502197266,75.09904479980469,67.88372802734375,73.13818359375,68.97048950195312,0.06950139999389648,83,se3_log_map,0.7172417044639587,0.7496314644813538,1.657492995262146,-1.016849160194397,-0.9530959129333496,209.37890625,155.8787078857422,86.20968627929688
-1.1939008235931396,0.17326882481575012,1.8242665529251099,208.6377410888672,156.61819458007812,97.8399887084961,0.6442059278488159,43.334224700927734,63.70519256591797,77.04678344726562,63.72238540649414,56.601173400878906,64.42737579345703,0.07015180587768555,83,se3_log_map,0.6969320774078369,0.7422569394111633,1.6727910041809082,-0.9797372221946716,-0.9804458022117615,208.6377410888672,156.61819458007812,97.8399887084961
-1.217948079109192,0.1585937887430191,1.8715659379959106,196.54698181152344,169.06114196777344,96.64834594726562,0.6809188723564148,52.94921875,76.17816162109375,92.77247619628906,76.21243286132812,58.4797477722168,78.94860076904297,0.06932616233825684,83,se3_log_map,0.6885466575622559,0.7402876615524292,1.6951693296432495,-1.0404611825942993,-0.9663164615631104,196.54698181152344,169.06114196777344,96.64834594726562
-1.1678444147109985,0.1733277142047882,1.8564016819000244,200.14878845214844,173.63429260253906,94.25473022460938,0.6758686304092407,46.40853500366211,80.95975494384766,93.31792449951172,80.98841857910156,59.1374397277832,80.07424926757812,0.07101774215698242,83,se3_log_map,0.6991777420043945,0.744962751865387,1.7083181142807007,-0.9757950901985168,-0.9525170922279358,200.14878845214844,173.63429260253906,94.25473022460938
-1.2263432741165161,0.14791488647460938,1.8868142366409302,205.39369201660156,151.42359924316406,84.19660186767578,0.6548697352409363,57.36079025268555,64.90833282470703,86.62189483642578,64.94400024414062,72.85298919677734,67.47770690917969,0.06866049766540527,83,se3_log_map,0.7020494341850281,0.7407493591308594,1.6985946893692017,-1.0637431144714355,-0.9563776850700378,205.39369201660156,151.42359924316406,84.19660186767578
-1.196730613708496,0.15243713557720184,1.9013653993606567,196.7233123779297,165.46377563476562,95.52408599853516,0.6813303828239441,57.245609283447266,73.10572814941406,92.85206604003906,73.13727569580078,56.560359954833984,74.82058715820312,0.0692284107208252,83,se3_log_map,0.6936709880828857,0.742872953414917,1.7241607904434204,-1.0426453351974487,-0.9362138509750366,196.7233123779297,165.46377563476562,95.52408599853516
-1.2105196714401245,0.16229458153247833,1.9026559591293335,197.132080078125,150.93238830566406,88.63499450683594,0.6467217206954956,63.152366638183594,62.63731002807617,88.94747924804688,62.675838470458984,56.09626770019531,63.09735107421875,0.06910490989685059,83,se3_log_map,0.6807877421379089,0.7392644286155701,1.7253248691558838,-1.0514793395996094,-0.953317403793335,197.132080078125,150.93238830566406,88.63499450683594
-1.115477442741394,0.17291873693466187,1.8484179973602295,210.86358642578125,144.13626098632812,82.35994720458984,0.6925288438796997,50.4829216003418,60.329586029052734,78.6650161743164,60.354339599609375,54.639347076416016,51.252967834472656,0.07233166694641113,83,se3_log_map,0.6954249143600464,0.7378668785095215,1.7186355590820312,-0.922018826007843,-0.9206402897834778,210.86358642578125,144.13626098632812,82.35994720458984
-1.130542278289795,0.1471853405237198,1.911147952079773,213.5514373779297,143.7572479248047,87.50883483886719,0.7062723636627197,58.01514434814453,57.386985778808594,81.60283660888672,57.411983489990234,59.513248443603516,52.948001861572266,0.07067608833312988,83,se3_log_map,0.7161282300949097,0.7530372738838196,1.7536251544952393,-0.9883198738098145,-0.8861247301101685,213.5514373779297,143.7572479248047,87.50883483886719
-1.0971709489822388,0.13410097360610962,1.9068762063980103,216.80760192871094,149.52455139160156,101.38325500488281,0.6972915530204773,59.927852630615234,57.0474739074707,82.73912048339844,57.07184600830078,49.83090591430664,51.59805679321289,0.07146406173706055,83,se3_log_map,0.7210950255393982,0.7499273419380188,1.7551374435424805,-0.9609998464584351,-0.8544831275939941,216.80760192871094,149.52455139160156,101.38325500488281
