alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-1.0503000020980835,0.3023204207420349,1.8430328369140625,199.92605590820312,154.81881713867188,93.75414276123047,0.44282442331314087,120.10497283935547,63.5670051574707,135.88954162597656,63.72053909301758,16.398414611816406,107.38481903076172,0.12604617199394852,67,se3_log_map,0.6660376787185669,1.7918078899383545,-0.7788568139076233,-0.994386613368988,95.6597900390625,260.3758850097656,-176.80357360839844
-1.0395593643188477,0.30316320061683655,1.848536729812622,192.1737060546875,153.3092498779297,93.05416870117188,0.5393011569976807,123.1428451538086,63.522193908691406,138.561279296875,63.680511474609375,12.823598861694336,108.86878204345703,0.1440807989856694,67,se3_log_map,0.6742595434188843,1.799307942390442,-0.7713567614555359,-0.986886739730835,90.65979766845703,255.37591552734375,-171.80357360839844
-1.040126085281372,0.3044816553592682,1.8517894744873047,192.01687622070312,152.5137481689453,94.16468048095703,0.5469187498092651,123.6479721069336,62.393333435058594,138.49819946289062,62.54982376098633,12.742079734802246,108.32327270507812,0.1379446039791219,67,se3_log_map,0.6736630201339722,1.8025298118591309,-0.7730942368507385,-0.9877029657363892,91.07496643066406,255.84829711914062,-170.93345642089844
-1.0440287590026855,0.30529168248176575,1.8526418209075928,194.52099609375,152.4239044189453,95.22850799560547,0.5821699500083923,123.08733367919922,61.43759536743164,137.56842041015625,61.591915130615234,11.744071006774902,107.43180847167969,0.1386763750051614,67,se3_log_map,0.6654258370399475,1.802725076675415,-0.7769047617912292,-0.9907715320587158,93.089111328125,257.8689880371094,-172.0123291015625
-1.046761155128479,0.30541110038757324,1.8521411418914795,196.6619873046875,152.46926879882812,95.58256530761719,0.549202561378479,122.48517608642578,61.02930450439453,136.8473358154297,61.182029724121094,12.550357818603516,106.8234634399414,0.13994377499329858,67,se3_log_map,0.6664835214614868,1.8017289638519287,-0.7791717648506165,-0.9927666783332825,94.72228240966797,259.1402282714844,-173.1439666748047
-1.0462864637374878,0.30541881918907166,1.8527768850326538,196.3645782470703,152.0744171142578,95.64508056640625,0.5592876076698303,122.6194839477539,60.683841705322266,136.81398010253906,60.835872650146484,12.337302207946777,106.6131362915039,0.14099312102189288,67,se3_log_map,0.6668133735656738,1.8023836612701416,-0.7791025042533875,-0.9923210740089417,94.77117156982422,258.80303955078125,-172.67819213867188
-1.0436216592788696,0.305366575717926,1.8538941144943237,194.55142211914062,151.47671508789062,95.39631652832031,0.5813659429550171,123.25745391845703,60.50895309448242,137.30889892578125,60.66112518310547,11.887351036071777,106.7574462890625,0.2042830300051719,67,se3_log_map,0.6691532731056213,1.803920865058899,-0.7772420048713684,-0.9902910590171814,93.77429962158203,257.3912048339844,-171.3081817626953
-1.0414679050445557,0.30477970838546753,1.8537931442260742,193.33456420898438,151.10800170898438,94.80067443847656,0.567694902420044,123.51475524902344,60.62543487548828,137.59120178222656,60.777584075927734,12.243844032287598,106.8818588256836,0.13905185600742698,67,se3_log_map,0.6730563640594482,1.8040709495544434,-0.7754543423652649,-0.9883903861045837,93.0797348022461,256.0413513183594,-170.5174102783203
-1.040719985961914,0.3038981258869171,1.8521928787231445,193.41770935058594,151.10076904296875,94.03086853027344,0.5634885430335999,123.2688217163086,60.916404724121094,137.49913024902344,61.06861114501953,12.193853378295898,106.89966583251953,0.1399861219979357,67,se3_log_map,0.6722148060798645,1.8024932146072388,-0.7742874622344971,-0.9874764084815979,93.14390563964844,255.31619262695312,-170.72030639648438
-1.0417039394378662,0.30302608013153076,1.8499767780303955,194.7156524658203,151.30599975585938,93.4595718383789,0.5796205997467041,122.59705352783203,61.114524841308594,136.9854736328125,61.26637268066406,11.426039695739746,106.67095184326172,0.13896422600373626,67,se3_log_map,0.6667886972427368,1.8000013828277588,-0.7744144201278687,-0.9878371357917786,94.0111312866211,255.4420928955078,-171.67803955078125
