id_number,file,ncc,ssim,ssim_ori,mtre,mpd,geo_r,geo_t,alpha2,beta2,gamma2,bx2,by2,bz2
78,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray078_se3_log_map.csv,0.32905878205325334,0.7408924835665914,0.8128501251129834,0.27820703387260437,0.15089808404445648,0.10723205751623258,0.3668164014816284,-1.0832228660583496,0.1278552263975143,1.8094549179077148,216.6056060791016,97.03618621826172,116.44242095947266
52,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray052_se3_log_map.csv,0.34418079416500325,0.7327038909677659,0.7870575117514211,18.438993453979492,11.711127281188965,10.582555654875662,27.8400993347168,-1.0362319946289062,0.2224350273609161,1.8249469995498655,214.26466369628903,117.66220092773438,103.57173919677734
65,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray065_se3_log_map.csv,0.34950764223218367,0.757004057944307,0.7860405812449773,18.974655151367188,12.16839599609375,10.962533613046025,29.01068687438965,-1.0225162506103516,0.2175325751304626,1.8257074356079104,215.7198944091797,119.14118194580078,104.5034637451172
74,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray074_se3_log_map.csv,0.33496912527063905,0.7476749053459846,0.8038599781715177,2.7813708782196045,4.002730846405029,1.6490772668679972,4.285358905792236,-1.058811068534851,0.1203885227441787,1.7958669662475586,220.07061767578125,99.65826416015624,115.25088500976562
41,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray041_se3_log_map.csv,0.47199474809036635,0.8137551484219419,0.7999882365765902,6.4994001388549805,2.0865602493286133,0.4630742581787917,6.7360005378723145,-1.136247634887695,0.1018813028931617,1.8065662384033203,189.37237548828125,93.78538513183594,117.9685287475586
32,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray032_se3_log_map.csv,0.457739315056911,0.7951855924759539,0.79563078599213,16.234874725341797,10.305658340454102,11.4356268298315,31.491321563720703,-1.0413860082626345,0.2756714820861816,1.8403470516204836,199.2762756347656,104.07526397705078,91.48313903808594
24,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray024_se3_log_map.csv,0.48312515499461944,0.7943905247139925,0.8094197520171004,12.947149276733398,10.654745101928711,11.669666485591273,31.89826393127441,-1.0359004735946655,0.2779851257801056,1.8364208936691284,202.0570526123047,100.54540252685548,89.9952392578125
16,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray016_se3_log_map.csv,0.4662836359872639,0.816566512672644,0.8100134080586161,7.929964065551758,8.309556007385254,10.36157400941263,31.75409507751465,-1.0849857330322266,0.2706726193428039,1.8380146026611328,198.98992919921875,89.3048095703125,87.27272033691406
39,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray039_se3_log_map.csv,0.43930646636400994,0.7863708962761244,0.788966180596947,13.936846733093262,10.77458381652832,11.86771006087784,32.38043975830078,-1.0354912281036377,0.2814455926418304,1.8398663997650144,201.36526489257807,101.62467193603516,89.72608947753906
1,/home/zsr/project/diffpose/ours/case/wfl/runs/wfl_cma/wfl_xray001_se3_log_map.csv,0.518593482085809,0.8264316032712742,0.8245334742872847,0.6310091018676758,0.6507545709609985,0.5441501882307306,1.2857930660247805,-1.1247013807296753,0.1047248765826225,1.8077243566513064,194.7312164306641,89.41806030273438,117.6162567138672
