alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-0.9533461332321167,0.16616246104240417,1.8867521286010742,224.42405700683594,13.258033752441406,107.88316345214844,0.44124817848205566,70.20794677734375,25.947250366210938,74.84928894042969,25.96881675720215,11.306702613830566,36.40911102294922,0.13540397200267762,61,se3_log_map,0.6314445734024048,1.7962452173233032,-0.7943224906921387,-0.797355592250824,220.64173889160156,172.2467041015625,-59.02132034301758
-0.9430754780769348,0.16675357520580292,1.8918509483337402,217.79296875,11.184951782226562,106.35374450683594,0.5543358325958252,66.20681762695312,32.9659309387207,73.96009063720703,32.99030303955078,7.671353816986084,37.71512222290039,0.1433606370119378,61,se3_log_map,0.6147717237472534,1.803745150566101,-0.7868222594261169,-0.7898554801940918,215.64175415039062,167.24667358398438,-54.02128982543945
-0.9425544738769531,0.16720734536647797,1.893548607826233,217.40087890625,10.706321716308594,107.3631591796875,0.5557622313499451,66.31006622314453,33.1064338684082,74.11518859863281,33.13092803955078,7.058141708374023,37.743404388427734,0.1411971499910578,61,se3_log_map,0.6128327250480652,1.8055768013000488,-0.7869400382041931,-0.7894848585128784,215.81353759765625,167.8128662109375,-52.86729049682617
-0.9449728727340698,0.16803960502147675,1.8948392868041992,218.7330322265625,10.568252563476562,109.13211059570312,0.5545526742935181,67.78304290771484,31.39639663696289,74.70124053955078,31.42057991027832,6.661281585693359,37.46354293823242,0.14502946700667962,61,se3_log_map,0.6065077781677246,1.8064234256744385,-0.7894396185874939,-0.7914787530899048,217.4673614501953,169.96023559570312,-52.73789596557617
-0.9457527995109558,0.16615904867649078,1.8927781581878662,219.10272216796875,10.707038879394531,109.38349914550781,0.5545960068702698,67.5191650390625,30.94785499572754,74.27386474609375,30.971569061279297,6.676071643829346,37.295799255371094,0.1422989530256018,61,se3_log_map,0.611875593662262,1.803612232208252,-0.7902281284332275,-0.7908027768135071,217.8750762939453,170.19485473632812,-52.78837585449219
-0.9451675415039062,0.1629028618335724,1.888974666595459,219.0338134765625,11.162994384765625,108.40559387207031,0.5700438022613525,66.17974853515625,31.170143127441406,73.15283203125,31.193208694458008,6.802370548248291,37.101192474365234,0.139871752995532,61,se3_log_map,0.6129166483879089,1.7990484237670898,-0.7896205186843872,-0.7884443998336792,217.48545837402344,169.13087463378906,-53.33096694946289
-0.9441776275634766,0.1595751792192459,1.8855061531066895,218.79177856445312,11.496650695800781,107.4046630859375,0.5663079023361206,64.7616195678711,31.62376594543457,72.0703125,31.646121978759766,8.105619430541992,36.91460037231445,0.14052564700250514,61,se3_log_map,0.6125400066375732,1.7948564291000366,-0.7888548374176025,-0.7856735587120056,217.01515197753906,167.8950653076172,-53.68571472167969
-0.9447702765464783,0.15729616582393646,1.8832186460494995,219.6240997314453,11.871795654296875,107.14395141601562,0.5689297914505005,64.45578002929688,30.864768981933594,71.46454620361328,30.88623809814453,8.972211837768555,36.52402877807617,0.14188559600734152,61,se3_log_map,0.6130543351173401,1.7917211055755615,-0.789591908454895,-0.7845864295959473,217.5989990234375,167.8648681640625,-54.468929290771484
-0.9460057616233826,0.15605071187019348,1.882445216178894,221.03573608398438,12.154197692871094,107.34500122070312,0.5672435760498047,64.80665588378906,29.45061492919922,71.18456268310547,29.47126007080078,9.441245079040527,36.014652252197266,0.13943794299848378,61,se3_log_map,0.6115018725395203,1.7901854515075684,-0.7911098599433899,-0.784463107585907,218.812744140625,168.5071258544922,-55.405696868896484
-0.9459657669067383,0.15535855293273926,1.8829319477081299,221.67916870117188,12.045852661132812,107.5360107421875,0.5641016364097595,64.76993560791016,28.83140754699707,70.8970718383789,28.851591110229492,9.505428314208984,35.662330627441406,0.1381191079854034,61,se3_log_map,0.6110556125640869,1.7903404235839844,-0.7917384505271912,-0.7836730480194092,219.5461883544922,168.68304443359375,-55.58620834350586
-0.9447202086448669,0.15519249439239502,1.8846116065979004,221.63497924804688,11.578620910644531,107.66722106933594,0.5706945657730103,64.368408203125,28.947885513305664,70.578125,28.967952728271484,9.054692268371582,35.437313079833984,0.14068885298911482,61,se3_log_map,0.6164537668228149,1.7920982837677002,-0.7915249466896057,-0.7822542190551758,219.84039306640625,168.3885040283203,-55.1123046875
-0.942716658115387,0.1554078608751297,1.887188196182251,221.09609985351562,10.793052673339844,107.92399597167969,0.5764707922935486,63.785560607910156,29.563247680664062,70.30350494384766,29.583444595336914,8.217438697814941,35.311851501464844,0.1427666659874376,61,se3_log_map,0.6149346828460693,1.7950160503387451,-0.7908245921134949,-0.7804496884346008,219.892333984375,167.88365173339844,-54.02350616455078
-0.9412514567375183,0.15616898238658905,1.8904352188110352,220.96800231933594,9.9429931640625,108.52973937988281,0.5767829418182373,63.66109085083008,29.74040412902832,70.26539611816406,29.760744094848633,7.208169460296631,35.11297607421875,0.14077932699001394,61,se3_log_map,0.6126998066902161,1.7986104488372803,-0.7906556129455566,-0.7793195843696594,220.4008331298828,167.86546325683594,-52.99882888793945
-0.9408450126647949,0.156769260764122,1.893228530883789,221.7145233154297,9.409896850585938,109.1313705444336,0.5794720649719238,63.991641998291016,29.066919326782227,70.28382110595703,29.087011337280273,6.687036037445068,34.71989059448242,0.13976930698845536,61,se3_log_map,0.6133231520652771,1.8014500141143799,-0.7913569211959839,-0.7788556814193726,221.5102081298828,168.30859375,-52.79034423828125
-0.9407081007957458,0.15633293986320496,1.894586443901062,222.86868286132812,9.217559814453125,109.3324966430664,0.5798192024230957,64.10340881347656,28.05420684814453,69.97346496582031,28.073713302612305,6.797008037567139,34.17943572998047,0.1416400219895877,61,se3_log_map,0.6088569164276123,1.802513599395752,-0.7921888828277588,-0.7779995799064636,222.74154663085938,168.58775329589844,-53.238834381103516
-0.9399057030677795,0.1552859991788864,1.8952441215515137,223.8232879638672,9.089256286621094,109.17621612548828,0.581708550453186,63.71165084838867,27.317138671875,69.32099151611328,27.33587646484375,7.02610969543457,33.605777740478516,0.13981550800963305,61,se3_log_map,0.6036999225616455,1.8028823137283325,-0.7923833727836609,-0.7763369083404541,223.705322265625,168.41383361816406,-53.71549606323242
-0.9383180141448975,0.15394312143325806,1.8955693244934082,224.39752197265625,8.886123657226562,108.79386138916016,0.5867660641670227,62.859317779541016,27.02640151977539,68.423095703125,27.044403076171875,7.262750625610352,33.0579719543457,0.14151778400992043,61,se3_log_map,0.608757495880127,1.8030457496643066,-0.7918294668197632,-0.7739805579185486,224.333984375,167.8083038330078,-53.94124221801758
-0.9362809658050537,0.15232791006565094,1.8956480026245117,224.79965209960938,8.687614440917969,108.28412628173828,0.5890312194824219,61.72493362426758,26.94059944152832,67.34807586669922,26.957826614379883,7.677636623382568,32.49784851074219,0.13974378499551676,61,se3_log_map,0.606689989566803,1.8029999732971191,-0.7908802628517151,-0.7711473703384399,224.79299926757812,166.98690795898438,-54.08144760131836
-0.9344594478607178,0.15099526941776276,1.8962006568908691,225.42242431640625,8.473617553710938,108.00707244873047,0.5881425738334656,60.815616607666016,26.607389450073242,66.38141632080078,26.623802185058594,8.01760482788086,31.89902687072754,0.14097001400659792,61,se3_log_map,0.6071279048919678,1.8034354448318481,-0.7902129888534546,-0.7685861587524414,225.50401306152344,166.4732208251953,-54.24696350097656
-0.9334041476249695,0.1501244455575943,1.8972407579421997,226.6575469970703,8.332374572753906,108.08019256591797,0.5928131341934204,60.416099548339844,25.623247146606445,65.62511444091797,25.6387882232666,8.17258071899414,31.21806526184082,0.14377069199690595,61,se3_log_map,0.6064125895500183,1.804288387298584,-0.7902534604072571,-0.7668166160583496,226.78353881835938,166.58309936523438,-54.71079635620117
-0.9321648478507996,0.14933237433433533,1.8984801769256592,227.83758544921875,8.136688232421875,108.26579284667969,0.5937556028366089,59.983612060546875,24.687265396118164,64.86520385742188,24.70197296142578,8.220906257629395,30.547849655151367,0.14291347097605467,61,se3_log_map,0.6075891256332397,1.8054020404815674,-0.7901710867881775,-0.7649458050727844,228.0729217529297,166.74916076660156,-55.02175521850586
-0.9300194978713989,0.14910255372524261,1.900580883026123,228.31362915039062,7.5111083984375,108.81903076171875,0.599470317363739,59.362266540527344,24.395153045654297,64.17945098876953,24.409496307373047,7.441141128540039,30.027801513671875,0.14244356300332583,61,se3_log_map,0.6059209704399109,1.8077595233917236,-0.7893257141113281,-0.7627734541893005,229.04217529296875,166.83575439453125,-54.32506561279297
-0.9273734092712402,0.14898639917373657,1.9029622077941895,228.48130798339844,6.723945617675781,109.51200103759766,0.6005362272262573,58.60447692871094,24.413249969482422,63.48615264892578,24.42734718322754,6.565547943115234,29.550413131713867,0.14178980799624696,61,se3_log_map,0.6004310250282288,1.810549259185791,-0.788070797920227,-0.7603078484535217,229.8582000732422,166.8664093017578,-53.19929504394531
-0.9248970150947571,0.1486017405986786,1.9048054218292236,228.94631958007812,6.110603332519531,110.19396209716797,0.5982428789138794,57.814815521240234,24.155824661254883,62.65825653076172,24.169416427612305,6.093753814697266,28.9846134185791,0.14080284698866308,61,se3_log_map,0.5981383919715881,1.8127039670944214,-0.7868587970733643,-0.7578510642051697,230.85296630859375,167.05384826660156,-52.349124908447266
-0.9224501848220825,0.1471189260482788,1.9046330451965332,229.96453857421875,6.10498046875,110.0510025024414,0.6043038368225098,56.493709564208984,23.43246841430664,61.160606384277344,23.445011138916016,6.167948246002197,28.180458068847656,0.14091271499637514,61,se3_log_map,0.6058224439620972,1.8126063346862793,-0.785300076007843,-0.7549393177032471,231.85147094726562,166.8594512939453,-52.63786315917969
-0.9202709197998047,0.14555738866329193,1.9039573669433594,231.42816162109375,6.306724548339844,109.933349609375,0.609916090965271,55.18191146850586,22.27834129333496,59.50939178466797,22.28957748413086,6.445173740386963,27.273239135742188,0.14193888701265678,61,se3_log_map,0.6027782559394836,1.811955213546753,-0.7837926745414734,-0.7522625923156738,233.1453094482422,166.94053649902344,-53.297210693359375
