alpha,beta,gamma,bx,by,bz,losses,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim_ori,alpha2,beta2,gamma2,bx2,by2,bz2
-0.8154149651527405,0.08647625148296356,1.865827202796936,229.61187744140625,42.015228271484375,129.0419921875,1.3076810443019853,20.628171920776367,30.870201110839844,37.12803268432617,30.872413635253906,3.0203659534454346,31.99727439880371,0.10383367538452148,13,se3_log_map,0.789008617401123,1.7815117835998535,-0.7025837302207947,-0.6385926604270935,229.61187744140625,42.015228271484375,129.0419921875
-0.7708024382591248,0.23884634673595428,1.8835588693618774,218.31028747558594,49.33796691894531,104.02733612060547,1.0813792922653533,61.552093505859375,44.0362434387207,75.68257141113281,44.062503814697266,19.87553596496582,54.446746826171875,0.0978705883026123,13,se3_log_map,0.7508429288864136,1.858784556388855,-0.5715556144714355,-0.7453262805938721,218.31028747558594,49.33796691894531,104.02733612060547
-0.754426896572113,0.2366216778755188,1.920119285583496,221.29647827148438,46.906497955322266,116.02113342285156,1.094556214887541,67.37718963623047,38.00898742675781,77.35870361328125,38.03358459472656,31.580116271972656,51.9040641784668,0.11003613471984863,13,se3_log_map,0.745402455329895,1.8944610357284546,-0.5740005970001221,-0.7266350388526917,221.29647827148438,46.906497955322266,116.02113342285156
-0.7797297835350037,0.20021185278892517,1.9005334377288818,244.79815673828125,43.53822708129883,103.27792358398438,1.1565122759442374,44.290340423583984,28.31035614013672,52.56529998779297,28.319738388061523,7.765817642211914,31.773698806762695,0.09740853309631348,13,se3_log_map,0.7746187448501587,1.8607591390609741,-0.6129235625267029,-0.7123384475708008,244.79815673828125,43.53822708129883,103.27792358398438
-0.7835308909416199,0.19167059659957886,1.8881834745407104,235.99826049804688,46.99969482421875,103.21878051757812,1.2791143668195741,38.38343811035156,33.276607513427734,50.79981231689453,33.28465270996094,7.003808498382568,36.12107849121094,0.10900115966796875,13,se3_log_map,0.7828599810600281,1.8459112644195557,-0.6163733005523682,-0.7092238664627075,235.99826049804688,46.99969482421875,103.21878051757812
-0.7232555747032166,0.22101111710071564,1.8824267387390137,255.14332580566406,38.11688232421875,100.43242645263672,1.3886174122233705,67.87366485595703,26.6807804107666,72.92940521240234,26.701614379882812,8.379619598388672,37.75001907348633,0.1001749038696289,13,se3_log_map,0.8042701482772827,1.8598897457122803,-0.5367795825004578,-0.6975436806678772,255.14332580566406,38.11688232421875,100.43242645263672
-0.7435432076454163,0.17981374263763428,1.8784853219985962,256.9405517578125,31.747833251953125,107.44073486328125,1.3879888965130198,47.19482421875,18.691316604614258,50.76136779785156,18.698505401611328,5.567210674285889,25.666330337524414,0.11054420471191406,13,se3_log_map,0.8195359706878662,1.8405628204345703,-0.5813186764717102,-0.6735597252845764,256.9405517578125,31.747833251953125,107.44073486328125
-0.7330524921417236,0.18983136117458344,1.8718326091766357,253.10098266601562,37.704017639160156,108.48518371582031,1.4185055194457097,54.484188079833984,21.278797149658203,58.492000579833984,21.289548873901367,7.3606181144714355,31.0092716217041,0.09900236129760742,13,se3_log_map,0.8173277378082275,1.8392729759216309,-0.5619356632232666,-0.6769627928733826,253.10098266601562,37.704017639160156,108.48518371582031
-0.7456820011138916,0.20032894611358643,1.8727242946624756,255.79837036132812,32.16905212402344,105.47039794921875,1.4277220619399023,52.911582946777344,19.61884117126465,56.431678771972656,19.628259658813477,6.9802985191345215,28.321474075317383,0.11152219772338867,13,se3_log_map,0.8071906566619873,1.8411544561386108,-0.5675475001335144,-0.6949063539505005,255.79837036132812,32.16905212402344,105.47039794921875
-0.7661117315292358,0.17795097827911377,1.872916579246521,252.40579223632812,31.123374938964844,109.31532287597656,1.4260117497030809,37.85621643066406,15.291147232055664,40.82783889770508,15.294964790344238,4.555393218994141,21.21661376953125,0.09760379791259766,13,se3_log_map,0.8202369809150696,1.8306692838668823,-0.6016099452972412,-0.6878964304924011,252.40579223632812,31.123374938964844,109.31532287597656
-0.7560704350471497,0.17975129187107086,1.8628305196762085,253.27145385742188,32.5250244140625,109.73918151855469,1.4295502659605708,42.80949401855469,16.447864532470703,45.860496520996094,16.453046798706055,5.69740104675293,23.486839294433594,0.10909771919250488,13,se3_log_map,0.8195586800575256,1.8237566947937012,-0.5864620804786682,-0.6846945881843567,253.27145385742188,32.5250244140625,109.73918151855469
