alpha,beta,gamma,bx,by,bz,losses,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim_ori,alpha2,beta2,gamma2,bx2,by2,bz2
-0.8432331681251526,0.08726465702056885,1.8632266521453857,234.30511474609375,30.930641174316406,127.42405700683594,1.3299192006231588,22.36029624938965,19.911460876464844,29.94076156616211,19.913179397583008,3.353215456008911,21.288293838500977,0.10512781143188477,36,se3_log_map,0.8157708644866943,1.7723604440689087,-0.7268320918083191,-0.6586436629295349,234.30511474609375,30.930641174316406,127.42405700683594
-0.8499301075935364,0.13697542250156403,1.8618263006210327,228.65957641601562,23.52813720703125,121.16911315917969,1.251344698242976,14.398357391357422,19.57155990600586,24.297300338745117,19.57223129272461,10.130178451538086,18.680870056152344,0.09283804893493652,36,se3_log_map,0.7704545259475708,1.7883727550506592,-0.7017827033996582,-0.7087186574935913,228.65957641601562,23.52813720703125,121.16911315917969
-0.8916820287704468,0.08779075741767883,1.8723398447036743,246.42581176757812,20.00591278076172,120.88456726074219,0.9632646860695236,39.98582077026367,3.2019846439361572,40.11382293701172,3.203359365463257,22.506568908691406,16.086957931518555,0.10917520523071289,36,se3_log_map,0.7704281806945801,1.7678372859954834,-0.7757554650306702,-0.6890459060668945,246.42581176757812,20.00591278076172,120.88456726074219
-0.8779090046882629,0.09684725850820541,1.8717079162597656,237.02078247070312,14.413345336914062,120.25884246826172,1.2817958980618263,31.74519920349121,11.890893936157227,33.899131774902344,11.892924308776855,6.965457916259766,16.427366256713867,0.09312725067138672,36,se3_log_map,0.7794513702392578,1.7746996879577637,-0.7571755647659302,-0.6883161067962646,237.02078247070312,14.413345336914062,120.25884246826172
-0.8872238397598267,0.10655200481414795,1.8636044263839722,237.60464477539062,13.876411437988281,121.32307434082031,1.35906571237884,33.680198669433594,11.885902404785156,35.715972900390625,11.888320922851562,5.237117290496826,17.485111236572266,0.10820674896240234,36,se3_log_map,0.8150069117546082,1.7687678337097168,-0.7562021613121033,-0.705528974533081,237.60464477539062,13.876411437988281,121.32307434082031
-0.8834632039070129,0.09416986256837845,1.8631870746612549,237.6822052001953,12.675651550292969,123.55767822265625,1.3910331767921114,34.38806915283203,13.22042179107666,36.8418083190918,13.223196983337402,4.454737186431885,18.223018646240234,0.10557866096496582,36,se3_log_map,0.8042842745780945,1.7644094228744507,-0.7599998712539673,-0.6918818354606628,237.6822052001953,12.675651550292969,123.55767822265625
-0.8759940266609192,0.09864818304777145,1.867943286895752,237.4371337890625,15.267440795898438,123.7083740234375,1.382616408270463,30.21438980102539,12.365227699279785,32.64672088623047,12.367254257202148,3.749591588973999,16.354042053222656,0.10706377029418945,36,se3_log_map,0.8057101964950562,1.7725199460983276,-0.7525507807731628,-0.6896899342536926,237.4371337890625,15.267440795898438,123.7083740234375
-0.8898443579673767,0.10866918414831161,1.8833410739898682,238.87356567382812,9.024810791015625,119.59620666503906,1.397366949913168,36.5916862487793,13.6652250289917,39.060081481933594,13.6683988571167,4.9517822265625,18.62859535217285,0.09320187568664551,36,se3_log_map,0.8002123832702637,1.7867438793182373,-0.7667387127876282,-0.703909695148468,238.87356567382812,9.024810791015625,119.59620666503906
-0.8528960943222046,0.122444286942482,1.8534221649169922,240.2132110595703,18.651451110839844,119.88685607910156,1.394556647661328,15.950925827026367,7.617213249206543,17.67637062072754,7.61760950088501,1.7475210428237915,9.136743545532227,0.10947823524475098,36,se3_log_map,0.8137578964233398,1.7745015621185303,-0.7096856236457825,-0.6995372176170349,240.2132110595703,18.651451110839844,119.88685607910156
-0.8694759607315063,0.10676367580890656,1.881821870803833,244.603759765625,9.586181640625,120.00111389160156,1.4032175107896978,27.241579055786133,10.511372566223145,29.199190139770508,10.512702941894531,4.410287857055664,14.53549861907959,0.0938866138458252,36,se3_log_map,0.8064767718315125,1.790043592453003,-0.7479896545410156,-0.6891056895256042,244.603759765625,9.586181640625,120.00111389160156
