alpha,beta,gamma,bx,by,bz,losses,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim_ori,alpha2,beta2,gamma2,bx2,by2,bz2
-0.8353316783905029,0.06694638729095459,1.872089147567749,239.8599853515625,25.33770751953125,125.06904602050781,1.122059257120764,61.667808532714844,37.50723648071289,72.17832946777344,37.530391693115234,13.365546226501465,39.56815719604492,0.1011056900024414,4,se3_log_map,0.7876497507095337,1.7746738195419312,-0.7357433438301086,-0.6324762105941772,239.8599853515625,25.33770751953125,125.06904602050781
-0.8432376384735107,0.08144297450780869,1.8429968357086182,249.8946075439453,11.780517578125,119.84610748291016,1.189752422330688,59.7119140625,32.56219482421875,68.01329803466797,32.58103942871094,10.880816459655762,33.99892807006836,0.09243893623352051,4,se3_log_map,0.7633764147758484,1.751609206199646,-0.7214412689208984,-0.6585964560508728,249.8946075439453,11.780517578125,119.84610748291016
-0.8275364637374878,0.05580499395728111,1.848745346069336,230.4098663330078,15.576980590820312,133.76007080078125,1.0915268058733987,64.03385162353516,51.60537338256836,82.24018859863281,51.640384674072266,29.129053115844727,45.89376449584961,0.10144615173339844,4,se3_log_map,0.7732701301574707,1.7510181665420532,-0.7253206372261047,-0.6233037710189819,230.4098663330078,15.576980590820312,133.76007080078125
-0.8371523022651672,0.06007274240255356,1.8528677225112915,246.89535522460938,25.652816772460938,117.10127258300781,1.1817975397035205,64.91720581054688,27.014013290405273,70.31358337402344,27.032949447631836,10.283651351928711,35.46067810058594,0.09228754043579102,4,se3_log_map,0.7809696197509766,1.7539035081863403,-0.733293890953064,-0.6325834393501282,246.89535522460938,25.652816772460938,117.10127258300781
-0.8566184639930725,0.0607479028403759,1.8754425048828125,245.53143310546875,16.46417236328125,108.1546401977539,1.138574394056405,71.35932159423828,24.001808166503906,75.28771209716797,24.022180557250977,13.684528350830078,35.70907974243164,0.10331273078918457,4,se3_log_map,0.7759695053100586,1.7694828510284424,-0.7607068419456482,-0.6401146054267883,245.53143310546875,16.46417236328125,108.1546401977539
-0.8360196352005005,0.04012054204940796,1.8872191905975342,247.69000244140625,16.120155334472656,122.8263168334961,1.322672822531686,73.37713623046875,33.898860931396484,80.82906341552734,33.92957305908203,8.528691291809082,39.95392990112305,0.09200739860534668,4,se3_log_map,0.780198335647583,1.7778223752975464,-0.7589315176010132,-0.6041424870491028,247.69000244140625,16.120155334472656,122.8263168334961
-0.822661280632019,0.042715609073638916,1.8787367343902588,243.88417053222656,18.978416442871094,124.9175796508789,1.2644646243966937,68.17849731445312,36.407020568847656,77.29022216796875,36.43549346923828,8.46426773071289,39.926780700683594,0.10273456573486328,4,se3_log_map,0.7719796895980835,1.774791955947876,-0.7414121627807617,-0.5999906659126282,243.88417053222656,18.978416442871094,124.9175796508789
-0.8235490322113037,0.03470467031002045,1.8992068767547607,246.28126525878906,20.703521728515625,126.85452270507812,1.3452532270812823,73.53705596923828,36.645111083984375,82.16181182861328,36.678218841552734,9.65084171295166,41.35091781616211,0.09171891212463379,4,se3_log_map,0.7825086116790771,1.7902138233184814,-0.7555289268493652,-0.5874688029289246,246.28126525878906,20.703521728515625,126.85452270507812
-0.8168211579322815,0.017797620967030525,1.9011309146881104,240.04940795898438,26.843650817871094,131.72178649902344,1.3515660849452398,79.62128448486328,42.97911834716797,90.48068237304688,43.02457046508789,10.547502517700195,48.25534439086914,0.10164451599121094,4,se3_log_map,0.7905689477920532,1.7872791290283203,-0.7599814534187317,-0.5667760968208313,240.04940795898438,26.843650817871094,131.72178649902344
-0.8182840943336487,0.018278498202562332,1.9042044878005981,245.19058227539062,21.774749755859375,131.21389770507812,1.352584335112185,80.0555419921875,40.7969856262207,89.85145568847656,40.84074020385742,10.413683891296387,45.627071380615234,0.09230422973632812,4,se3_log_map,0.7902642488479614,1.789869785308838,-0.7623111009597778,-0.5672999620437622,245.19058227539062,21.774749755859375,131.21389770507812
-0.8195241093635559,0.019802456721663475,1.9017082452774048,242.424072265625,24.629112243652344,130.57492065429688,1.3536067075838811,79.35636901855469,41.00558853149414,89.32463836669922,41.04868698120117,10.262835502624512,46.446651458740234,0.1029212474822998,4,se3_log_map,0.7919461131095886,1.7878164052963257,-0.76156085729599,-0.5702590942382812,242.424072265625,24.629112243652344,130.57492065429688
-0.8179047107696533,0.02442065067589283,1.904691219329834,243.34405517578125,23.880348205566406,129.5913848876953,1.354308741705057,77.34064483642578,39.80057907104492,86.9808120727539,39.840328216552734,10.222038269042969,44.79248046875,0.09173989295959473,4,se3_log_map,0.7906486988067627,1.7928370237350464,-0.7585564255714417,-0.5726214647293091,243.34405517578125,23.880348205566406,129.5913848876953
