alpha,beta,gamma,bx,by,bz,losses,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim_ori,alpha2,beta2,gamma2,bx2,by2,bz2
-0.9418280720710754,0.1779080480337143,1.8892285823822021,199.1843719482422,41.73661804199219,123.25829315185547,0.9628494540815148,106.1242446899414,60.41571044921875,122.11639404296875,60.52666473388672,20.887601852416992,75.8612289428711,0.10988616943359375,64,se3_log_map,0.8270057439804077,1.806311845779419,-0.7775616645812988,-0.7999781370162964,199.1843719482422,41.73661804199219,123.25829315185547
-0.955261766910553,0.18217341601848602,1.910601258277893,198.41644287109375,37.29930114746094,130.57562255859375,1.153992910208011,114.267333984375,61.96540069580078,129.98744201660156,62.08256149291992,32.094417572021484,78.04468536376953,0.09353184700012207,64,se3_log_map,0.8215927481651306,1.8234587907791138,-0.7993301749229431,-0.8069849610328674,198.41644287109375,37.29930114746094,130.57562255859375
-0.975519597530365,0.1625005006790161,1.8868507146835327,196.65882873535156,36.57830047607422,143.78248596191406,1.1405791691432625,122.07376098632812,68.34757232666016,139.9049530029297,68.48892211914062,44.147125244140625,83.89491271972656,0.10889315605163574,64,se3_log_map,0.8308361768722534,1.7887319326400757,-0.8177189826965332,-0.8084108233451843,196.65882873535156,36.57830047607422,143.78248596191406
-0.9639582633972168,0.152665913105011,1.9008393287658691,205.10708618164062,26.24365234375,136.00833129882812,1.196041070567516,116.7481918334961,56.88242721557617,129.8682098388672,56.992610931396484,33.629486083984375,72.60057067871094,0.09202241897583008,64,se3_log_map,0.8110085129737854,1.800110101699829,-0.8198864459991455,-0.7879667282104492,205.10708618164062,26.24365234375,136.00833129882812
-0.9513903260231018,0.14689625799655914,1.90955650806427,209.6586456298828,23.727996826171875,140.8477783203125,1.2686513639578956,111.00149536132812,55.16122817993164,123.95198059082031,55.24728775024414,39.05632019042969,67.90059661865234,0.11314821243286133,64,se3_log_map,0.8098613023757935,1.808924674987793,-0.8157559037208557,-0.7720686793327332,209.6586456298828,23.727996826171875,140.8477783203125
-0.9555777311325073,0.1497432142496109,1.8962098360061646,209.99327087402344,22.993873596191406,140.64651489257812,1.276503512009282,112.3294677734375,54.83514404296875,124.99921417236328,54.925254821777344,39.1292839050293,68.24745178222656,0.09165358543395996,64,se3_log_map,0.8130055665969849,1.7971283197402954,-0.8111506700515747,-0.7811447978019714,209.99327087402344,22.993873596191406,140.64651489257812
-0.9346003532409668,0.1282023936510086,1.894244909286499,218.01268005371094,18.769210815429688,146.95840454101562,1.2780720894085493,102.36957550048828,52.559783935546875,115.07415771484375,52.62502670288086,41.85881042480469,60.996673583984375,0.10960721969604492,64,se3_log_map,0.7912993431091309,1.7922085523605347,-0.8028261661529541,-0.748223066329956,218.01268005371094,18.769210815429688,146.95840454101562
-0.9527519941329956,0.15520744025707245,1.883800745010376,215.35743713378906,16.636123657226562,140.2838134765625,1.285770363978755,110.5813980102539,51.1357421875,121.8322982788086,51.2140007019043,40.33356475830078,63.77789306640625,0.09172844886779785,64,se3_log_map,0.8120571374893188,1.7892109155654907,-0.7987371683120728,-0.7877362966537476,215.35743713378906,16.636123657226562,140.2838134765625
-0.9381557106971741,0.13769450783729553,1.8841679096221924,221.78839111328125,11.9481201171875,143.98129272460938,1.2895079098622966,103.54176330566406,49.620277404785156,114.81754302978516,49.682926177978516,40.71244430541992,58.541015625,0.11509466171264648,64,se3_log_map,0.8007563948631287,1.78620445728302,-0.7954827547073364,-0.7620592713356018,221.78839111328125,11.9481201171875,143.98129272460938
-0.9412106275558472,0.15795184671878815,1.885549545288086,218.32664489746094,15.876373291015625,139.19610595703125,1.2943692831464522,104.92034912109375,48.327449798583984,115.51546478271484,48.39193344116211,39.68203353881836,59.88749313354492,0.0920872688293457,64,se3_log_map,0.8011175394058228,1.795015573501587,-0.7870199084281921,-0.7822368144989014,218.32664489746094,15.876373291015625,139.19610595703125
-0.9438708424568176,0.15356005728244781,1.8835766315460205,222.88023376464844,10.183189392089844,138.67527770996094,1.2973007164355086,106.16142272949219,46.33642578125,115.83312225341797,46.398651123046875,39.10371780395508,58.035160064697266,0.1121675968170166,64,se3_log_map,0.8024394512176514,1.7907294034957886,-0.7911546230316162,-0.7804834246635437,222.88023376464844,10.183189392089844,138.67527770996094
-0.9443532228469849,0.16241982579231262,1.9010283946990967,230.75367736816406,0.812744140625,133.11000061035156,1.3016285844543942,107.15343475341797,42.885494232177734,115.41674041748047,42.9455680847168,38.01367950439453,55.55335998535156,0.09222412109375,64,se3_log_map,0.8042747974395752,1.809763789176941,-0.7954238653182983,-0.7842398881912231,230.75367736816406,0.812744140625,133.11000061035156
-0.9472774267196655,0.16401661932468414,1.8886749744415283,229.9366912841797,0.8445816040039062,133.79441833496094,1.3031984780890409,108.14473724365234,43.69260787963867,116.6375961303711,43.753761291503906,38.48822784423828,56.35248947143555,0.11189031600952148,64,se3_log_map,0.8084704279899597,1.7986805438995361,-0.7908152937889099,-0.790920615196228,229.9366912841797,0.8445816040039062,133.79441833496094
-0.9524163603782654,0.16404668986797333,1.8875505924224854,228.65438842773438,0.7442779541015625,133.69712829589844,1.3028434801861943,110.66453552246094,44.519290924072266,119.28372955322266,44.585838317871094,38.350711822509766,57.74029541015625,0.09309220314025879,64,se3_log_map,0.808090329170227,1.7963200807571411,-0.7951172590255737,-0.7945967316627502,228.65438842773438,0.7442779541015625,133.69712829589844
-0.9520904421806335,0.1627846509218216,1.891862392425537,229.78353881835938,-0.576690673828125,133.55482482910156,1.3039031565407486,110.60015869140625,44.575679779052734,119.24507141113281,44.642704010009766,38.394351959228516,57.57603073120117,0.11060547828674316,64,se3_log_map,0.8040704727172852,1.7997016906738281,-0.7978251576423645,-0.7920650243759155,229.78353881835938,-0.576690673828125,133.55482482910156
-0.9496932625770569,0.16351808607578278,1.8916888236999512,230.65567016601562,-0.7387237548828125,133.3685302734375,1.3043935666080588,109.42378234863281,44.06520080566406,117.9631576538086,44.12953567504883,38.443904876708984,56.87898254394531,0.09305286407470703,64,se3_log_map,0.8049620389938354,1.8004993200302124,-0.7950037121772766,-0.7912276387214661,230.65567016601562,-0.7387237548828125,133.3685302734375
-0.9506729245185852,0.16299299895763397,1.891165018081665,231.07467651367188,-1.6106185913085938,133.31533813476562,0.0,109.8772201538086,44.36849594116211,118.49711608886719,44.43423843383789,38.393375396728516,57.12980651855469,0.0,64,se3_log_map,0.8091237617145199,1.7995530366897583,-0.7959785461425781,-0.7915231585502625,231.07467651367188,-1.6106185913085938,133.31533813476562
