alpha,beta,gamma,bx,by,bz,losses,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization,ssim,ssim_ori,alpha2,beta2,gamma2,bx2,by2,bz2
-0.9977933168411255,0.10818396508693695,1.7589542865753174,165.50112915039062,13.489990234375,125.5823974609375,0.0,91.99256134033203,40.10304260253906,100.35379791259766,40.159183502197266,27.001863479614258,0.0,19,se3_log_map,0.8602040336833088,0.7473409001477244,1.6455943584442139,-0.8032885789871216,-0.8113095164299011,165.50112915039062,13.489990234375,125.5823974609375
-0.9921944737434387,0.13187171518802643,1.7839162349700928,164.8115234375,16.114774703979492,123.79314422607422,0.3896426558494568,103.69329833984375,39.553436279296875,110.98096466064453,39.62464904785156,24.698936462402344,0.059671640396118164,19,se3_log_map,0.8518330454826355,0.7385285496711731,1.6799378395080566,-0.7967944741249084,-0.8208005428314209,164.8115234375,16.114774703979492,123.79314422607422
-1.0386070013046265,0.07743982970714569,1.7640106678009033,157.4340362548828,0.16029363870620728,126.38024139404297,0.46557924151420593,72.14779663085938,45.276634216308594,85.17792510986328,45.31612777709961,36.615875244140625,0.046942710876464844,19,se3_log_map,0.8570942282676697,0.768951416015625,1.6234210729599,-0.8605409264564514,-0.8121178150177002,157.4340362548828,0.16029363870620728,126.38024139404297
-1.0229089260101318,0.08840738981962204,1.7912206649780273,167.5145721435547,-1.3352315425872803,127.64958190917969,0.41668081283569336,86.94721984863281,49.723567962646484,100.1611328125,49.78291320800781,26.071455001831055,0.05923342704772949,19,se3_log_map,0.8572359085083008,0.7577477693557739,1.6573690176010132,-0.8545423150062561,-0.8022261261940002,167.5145721435547,-1.3352315425872803,127.64958190917969
-1.0869300365447998,0.027858791872859,1.779188632965088,154.58555603027344,1.7344067096710205,128.44866943359375,0.4769850969314575,58.8888053894043,42.11463928222656,72.3984375,42.13500213623047,37.12444305419922,0.046398162841796875,19,se3_log_map,0.8596760034561157,0.7657001614570618,1.5956627130508423,-0.9395893812179565,-0.7982651591300964,154.58555603027344,1.7344067096710205,128.44866943359375
-1.0792112350463867,0.04624781385064125,1.7437230348587036,154.38926696777344,8.547426223754883,128.22207641601562,0.46352648735046387,48.185176849365234,36.94954299926758,60.72133255004883,36.96394348144531,34.68119430541992,0.059299468994140625,19,se3_log_map,0.8638298511505127,0.7561691999435425,1.5770840644836426,-0.903333306312561,-0.8207477927207947,154.38926696777344,8.547426223754883,128.22207641601562
-1.1394996643066406,-0.014453228563070297,1.7779338359832764,149.01449584960938,2.4758055210113525,135.3250732421875,0.5054659843444824,55.41161346435547,37.02579879760742,66.64350891113281,37.03207778930664,34.52294921875,0.045969247817993164,19,se3_log_map,0.8679258823394775,0.7632348537445068,1.5523830652236938,-1.007372260093689,-0.7989956736564636,149.01449584960938,2.4758055210113525,135.3250732421875
-1.0862818956375122,-0.004180056042969227,1.7716683149337769,155.6978302001953,0.7327908873558044,133.0360565185547,0.48406660556793213,59.97538757324219,40.99474334716797,72.64720153808594,41.01412582397461,37.618675231933594,0.05781865119934082,19,se3_log_map,0.8534342050552368,0.7549250721931458,1.572740077972412,-0.9531422853469849,-0.7731370329856873,155.6978302001953,0.7327908873558044,133.0360565185547
-1.1545640230178833,-0.1192750334739685,1.7518376111984253,149.41058349609375,3.010293483734131,148.41195678710938,0.5083264112472534,85.90118408203125,33.134796142578125,92.07023620605469,33.16035079956055,38.99773406982422,0.046822547912597656,19,se3_log_map,0.8844974637031555,0.789713978767395,1.465010404586792,-1.061470627784729,-0.7315895557403564,149.41058349609375,3.010293483734131,148.41195678710938
-1.0817718505859375,-0.07901310175657272,1.7476557493209839,155.07933044433594,16.583162307739258,144.6293487548828,0.5386316776275635,76.53535461425781,22.98894500732422,79.91340637207031,23.01081085205078,34.40605926513672,0.0612027645111084,19,se3_log_map,0.882686972618103,0.7630455493927002,1.5139548778533936,-0.9788831472396851,-0.7156004309654236,155.07933044433594,16.583162307739258,144.6293487548828
