file,id_number,ncc,ssim,ssim_ori,mtre,mpd,alpha2,beta2,gamma2,bx2,by2,bz2
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray002_se3_log_map.csv,2,0.40376060554386406,0.8345854492258955,0.7613733330188683,61.56948471069336,41.31463623046875,-1.0269334316253662,0.0836936384439468,1.7456291913986206,166.5378875732422,11.701079368591309,116.51148223876952
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray051_se3_log_map.csv,51,0.5322682512674871,0.9022317479844392,0.840798645816371,18.139179229736328,3.1204657554626465,-1.1474403142929075,0.0747489631175994,1.6920902729034424,148.1905059814453,23.9310245513916,146.82350158691406
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray052_se3_log_map.csv,52,0.4597655387473796,0.8698344258327121,0.7977615644090313,78.91130065917969,47.405460357666016,-0.9715853333473206,0.1067591309547424,1.7443469762802124,156.11294555664062,43.31388092041016,113.55553436279295
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray045_se3_log_map.csv,45,0.5095723103432009,0.8374570881472114,0.7739035261877804,66.71809387207031,33.457881927490234,-0.9699701070785522,-0.0304149203002452,1.7476037740707395,164.28424072265625,29.66539764404297,139.20936584472656
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray030_se3_log_map.csv,30,0.5440301763093475,0.9039772093240497,0.8184386356295212,32.81342697143555,4.237800121307373,-1.226634502410889,-0.0090529071167111,1.6790052652359009,138.12197875976562,26.319599151611328,155.9987030029297
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray010_se3_log_map.csv,10,0.5289988136231254,0.8404631412725865,0.7707069871657641,55.14833450317383,33.50568771362305,-1.007253885269165,-0.0364637076854705,1.7435264587402344,162.59957885742188,23.996213912963867,139.6951446533203
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray013_se3_log_map.csv,13,0.4700700839239553,0.8411229069341957,0.7539897157423734,76.17085266113281,25.753877639770508,-1.0301140546798706,-0.0455332957208156,1.7181711196899414,180.6126708984375,-17.251644134521484,149.79754638671875
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray048_se3_log_map.csv,48,0.5176505184618811,0.8916431792915442,0.8326660113577045,15.0238037109375,2.9399335384368896,-1.131584405899048,0.0695723369717598,1.689150333404541,147.73828125,31.097341537475582,147.82789611816406
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray026_se3_log_map.csv,26,0.5269759879689748,0.8856936117117902,0.8354144219100511,11.338003158569336,1.8177891969680786,-1.1379287242889404,0.0432984791696071,1.6726694107055664,149.45013427734375,27.46861457824707,151.05502319335938
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray022_se3_log_map.csv,22,0.4109035688186121,0.8534375160066794,0.7692898048673127,62.448734283447266,40.693546295166016,-1.030089020729065,0.0910216867923736,1.7264312505722046,166.40065002441406,9.733501434326172,116.38094329833984
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray029_se3_log_map.csv,29,0.5365663983009112,0.8777006379741211,0.8438016395923689,21.754220962524414,3.6455419063568115,-1.1158888339996338,0.0657740831375122,1.6707042455673218,153.4920654296875,24.273929595947266,148.47409057617188
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray005_se3_log_map.csv,5,0.5081974110422471,0.8284349291237281,0.7368206068746855,50.12355422973633,32.48298263549805,-1.0354197025299072,-0.0148816835135221,1.7476074695587158,165.037353515625,9.333207130432127,137.6043243408203
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray057_se3_log_map.csv,57,0.6091354783005881,0.8733906101071393,0.761257735431761,32.089847564697266,4.21748685836792,-1.2302377223968506,0.0176516696810722,1.6927207708358765,138.2889404296875,21.21034049987793,151.8112335205078
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray047_se3_log_map.csv,47,0.5084564060265134,0.8926704783270172,0.8130297088523051,17.73035430908203,3.5763027667999268,-1.1480183601379397,0.0795269832015037,1.6881803274154663,146.9464569091797,26.46477508544922,146.68197631835938
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray023_se3_log_map.csv,23,0.4972745880534244,0.878755014158043,0.8313770737463776,17.502328872680664,3.6572794914245605,-1.1128941774368286,0.0578880831599235,1.666890263557434,150.41944885253906,32.38822555541992,150.2327880859375
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray034_se3_log_map.csv,34,0.5585347304630308,0.904602790276555,0.8475957212720614,18.187862396240234,2.580775737762451,-1.1506271362304688,0.0706806555390358,1.6926690340042114,148.26068115234375,22.58772850036621,146.7058563232422
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray044_se3_log_map.csv,44,0.42243087478646524,0.8488756662289817,0.7748336526037373,69.01646423339844,46.705055236816406,-0.9938342571258544,0.0930020436644554,1.7290202379226685,158.09735107421875,37.4072151184082,114.89404296875
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray021_se3_log_map.csv,21,0.49342550270566554,0.8283015213969567,0.735553529688163,51.67244338989258,32.70833969116211,-1.0265625715255735,-0.0284023657441139,1.7492493391036987,164.71173095703125,13.517247200012209,139.2635955810547
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray033_se3_log_map.csv,33,0.5629538580939709,0.9012578161850173,0.853535975442413,18.16181182861328,2.909834384918213,-1.140583872795105,0.0717574283480644,1.697118639945984,148.98504638671875,23.94575500488281,146.6177215576172
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray011_se3_log_map.csv,11,0.465690226900678,0.8613461044589141,0.795287518975907,60.12370300292969,47.26770782470703,-1.0235567092895508,0.090206429362297,1.7341371774673462,153.24728393554688,39.63763046264648,114.84552001953124
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray015_se3_log_map.csv,15,0.49882316399710647,0.8684307954298687,0.7773653619813561,48.45591354370117,32.59538269042969,-1.0307013988494873,-0.0374320782721042,1.7456765174865725,160.92587280273438,19.622920989990234,140.4194793701172
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray043_se3_log_map.csv,43,0.5058142474581637,0.9000418357873956,0.8044204479559837,20.964975357055664,3.0813379287719727,-1.1563804149627686,0.0811402946710586,1.692707657814026,147.62734985351562,22.21624183654785,145.6754913330078
/home/zsr/project/diffpose/ours/case/xyl/runs/cma/xyl_xray055_se3_log_map.csv,55,0.4974775566100643,0.857495891711642,0.8173745703604407,105.85167694091797,27.97544288635254,-0.9008641839027404,-0.1259351670742035,1.8126379251480105,155.89144897460938,50.66139602661133,155.18080139160156
