idx,status,source_csv,overlay_path,drr_path,alpha,beta,gamma,bx,by,bz,ncc,ssim,fiducial,tre,alpha2,beta2,bx2,by2,bz2,gamma2,geo_d,geo_r,geo_se3,geo_t,parameterization,time
13,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray013_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray013_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray013_drr.png,-0.9984503388404846,-0.0103747313842177,1.8485499620437624,259.1737365722656,63.90550994873047,124.88768768310548,0.582025408744812,0.5703213214874268,2.345377922058105,2.386591672897339,0.0,0.0,0.0,0.0,0.0,0.0,19.53341293334961,18.229387283325195,7.017856121063232,7.017375469207764,se3_log_map,0.0
14,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray014_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray014_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray014_drr.png,-1.0345909595489502,-0.0204846281558275,1.8496904373168943,253.2142639160156,59.6213264465332,126.73004150390624,0.5774824619293213,0.59012371301651,0.4483898878097534,0.3874973952770233,0.0,0.0,0.0,0.0,0.0,0.0,3.035650968551636,2.710391044616699,1.3670743703842163,1.3670613765716553,se3_log_map,0.0
15,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray015_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray015_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray015_drr.png,-1.0241353511810305,-0.0203446149826049,1.8455928564071653,254.27638244628903,61.36594772338867,126.48094177246094,0.5788175463676453,0.5882022976875305,0.951019525527954,1.663696050643921,0.0,0.0,0.0,0.0,0.0,0.0,3.995421886444092,3.422069311141968,2.06223201751709,2.062216758728028,se3_log_map,0.0
16,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray016_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray016_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray016_drr.png,-1.0503344535827637,-0.0167334731668233,1.8518075942993164,250.44680786132807,57.254432678222656,126.12371826171876,0.5668774843215942,0.5607523918151855,2.101770162582397,3.761882305145264,0.0,0.0,0.0,0.0,0.0,0.0,16.1987247467041,14.88770580291748,6.384258270263672,6.383951663970947,se3_log_map,0.0
17,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray017_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray017_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray017_drr.png,-1.0677032470703125,0.068360686302185,1.879978060722351,242.5890655517578,53.74456787109375,171.783447265625,0.4752969741821289,0.6072363257408142,91.077392578125,66.00543975830078,0.0,0.0,0.0,0.0,0.0,0.0,71.3397445678711,54.34246826171875,46.23288345336914,46.21964645385742,se3_log_map,0.0
18,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray018_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray018_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray018_drr.png,-1.0416929721832275,-0.0203615427017211,1.847544312477112,250.5166931152344,59.69792938232422,126.81427001953124,0.5646061301231384,0.5670802593231201,1.1445783376693726,1.6071834564208984,0.0,0.0,0.0,0.0,0.0,0.0,11.155193328857422,10.32111930847168,4.23245906829834,4.232345104217529,se3_log_map,0.0
19,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray019_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray019_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray019_drr.png,-1.030280590057373,-0.0223736651241779,1.8477416038513184,252.55442810058597,61.14386749267578,126.87890625,0.5727916955947876,0.570365309715271,0.8249664306640625,1.1231932640075684,0.0,0.0,0.0,0.0,0.0,0.0,5.003198623657227,4.606715679168701,1.95197856426239,1.951939582824707,se3_log_map,0.0
20,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray020_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray020_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray020_drr.png,-1.0073410272598269,-0.0132834343239665,1.8461954593658447,257.5902099609375,62.05947113037109,124.8201141357422,0.5790727138519287,0.5636372566223145,0.9932805299758912,2.4611666202545166,0.0,0.0,0.0,0.0,0.0,0.0,10.817784309387209,9.490154266357422,5.192548751831055,5.1924309730529785,se3_log_map,0.0
21,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray021_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray021_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray021_drr.png,-1.0432963371276855,-0.0197077915072441,1.8478626012802124,251.1535797119141,59.60289764404297,126.34738159179688,0.5595455765724182,0.5798377990722656,2.1285741329193115,2.37052845954895,0.0,0.0,0.0,0.0,0.0,0.0,11.86503791809082,11.153520584106444,4.047105312347412,4.0469746589660645,se3_log_map,0.0
22,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray022_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray022_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray022_drr.png,-1.0315356254577637,-0.0212385822087526,1.8467276096343996,252.9579162597656,61.46604537963867,127.40530395507812,0.5824323892593384,0.5763031244277954,1.793415904045105,1.6304782629013062,0.0,0.0,0.0,0.0,0.0,0.0,5.665063381195068,5.503346920013428,1.343940019607544,1.343880295753479,se3_log_map,0.0
23,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray023_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray023_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray023_drr.png,-1.0152173042297363,-0.0180165078490972,1.845449686050415,255.4568634033203,63.663272857666016,126.4617919921875,0.5758291482925415,0.5925809741020203,1.186734914779663,0.9081211686134338,0.0,0.0,0.0,0.0,0.0,0.0,5.911126136779785,5.286123275756836,2.645460367202759,2.645413637161255,se3_log_map,0.0
24,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray024_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray024_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray024_drr.png,-1.0014004707336426,-0.0125753302127122,1.844112992286682,258.043701171875,63.71393966674805,125.66496276855467,0.5804883241653442,0.5761303305625916,1.484516143798828,1.608911156654358,0.0,0.0,0.0,0.0,0.0,0.0,13.33425235748291,12.264272689819336,5.233691692352295,5.233525276184082,se3_log_map,0.0
25,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray025_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray025_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray025_drr.png,-1.0109591484069824,-0.0170474555343389,1.844832420349121,256.14288330078125,63.032840728759766,126.92806243896484,0.5674522519111633,0.601361095905304,1.446025848388672,1.4111191034317017,0.0,0.0,0.0,0.0,0.0,0.0,7.74176549911499,7.165205001831055,2.9317381381988525,2.9316670894622803,se3_log_map,0.0
26,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray026_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray026_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray026_drr.png,-1.029994010925293,-0.0202801134437322,1.845303058624268,253.2118225097656,60.59209060668945,126.58935546875,0.5642977952957153,0.5841547846794128,0.9987335801124572,1.845578908920288,0.0,0.0,0.0,0.0,0.0,0.0,5.837653636932373,5.315977573394775,2.412195920944214,2.412153959274292,se3_log_map,0.0
27,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray027_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray027_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray027_drr.png,-1.0444509983062744,-0.0169118084013462,1.846493124961853,251.03277587890625,59.15153503417969,126.53781127929688,0.5594719648361206,0.5808432102203369,2.0458667278289795,2.624645471572876,0.0,0.0,0.0,0.0,0.0,0.0,12.971395492553713,12.19913101196289,4.409058094024658,4.408875942230225,se3_log_map,0.0
28,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray028_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray028_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray028_drr.png,-1.038686990737915,-0.0201155990362167,1.8459861278533936,251.52532958984372,60.21468353271485,126.66082000732422,0.5506739020347595,0.6001185178756714,1.4728426933288574,1.754307985305786,0.0,0.0,0.0,0.0,0.0,0.0,9.632071495056152,9.060266494750977,3.2693984508514404,3.2692928314208984,se3_log_map,0.0
29,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray029_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray029_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray029_drr.png,-1.0546913146972656,-0.0060949702747166,1.844832181930542,249.66148376464844,55.96058654785156,123.66041564941406,0.5555884838104248,0.5752934217453003,2.095219373703003,4.189296722412109,0.0,0.0,0.0,0.0,0.0,0.0,21.080453872680664,19.200613021850582,8.702434539794922,8.701830863952637,se3_log_map,0.0
30,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray030_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray030_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray030_drr.png,-1.0480773448944092,-0.0139069287106394,1.8458571434021,250.68528747558597,57.82833480834961,124.96687316894533,0.5550271272659302,0.5896525382995605,2.139308452606201,3.279603242874145,0.0,0.0,0.0,0.0,0.0,0.0,15.73971176147461,14.462838172912598,6.210314750671387,6.210050582885742,se3_log_map,0.0
31,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray031_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray031_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray031_drr.png,-1.0315451622009275,-0.0174600090831518,1.8434423208236692,253.6473388671875,59.54525375366211,125.81620025634766,0.5590867400169373,0.6035246849060059,1.3707889318466189,2.9209108352661133,0.0,0.0,0.0,0.0,0.0,0.0,7.947650909423828,7.026384353637695,3.7142174243927,3.7141599655151367,se3_log_map,0.0
32,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray032_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray032_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray032_drr.png,-1.0736052989959717,0.0685726329684257,1.8825739622116089,231.529541015625,75.40937805175781,172.48582458496094,0.4642773270606994,0.6089388728141785,93.95755004882812,70.51460266113281,0.0,0.0,0.0,0.0,0.0,0.0,76.09867095947266,56.13666915893555,51.3903694152832,51.377838134765625,se3_log_map,0.0
33,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray033_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray033_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray033_drr.png,-1.0550416707992554,-0.0174599513411521,1.8453152179718015,248.83583068847656,56.69691848754883,126.23194122314452,0.5661891102790833,0.5903710126876831,1.6882083415985107,3.377095460891724,0.0,0.0,0.0,0.0,0.0,0.0,18.882230758666992,17.256866455078125,7.664610862731934,7.664145946502685,se3_log_map,0.0
34,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray034_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray034_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray034_drr.png,-1.0704913139343262,-0.0280063040554523,1.8585377931594849,247.2511444091797,54.93933868408203,106.35437774658205,0.5624872446060181,0.6434887051582336,0.6862821578979492,1.6988390684127808,0.0,0.0,0.0,0.0,0.0,0.0,8.972298622131348,8.025674819946289,4.011390686035156,4.0113067626953125,se3_log_map,0.0
35,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray035_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray035_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray035_drr.png,-1.04509174823761,-0.0337089635431766,1.8555731773376465,250.6366271972656,61.00247573852539,106.71753692626952,0.5499926805496216,0.6496828198432922,1.6796468496322632,2.6392478942871094,0.0,0.0,0.0,0.0,0.0,0.0,18.06033515930176,16.078414916992188,8.226004600524902,8.225581169128418,se3_log_map,0.0
36,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray036_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray036_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray036_drr.png,-1.0802801847457886,-0.0305896159261465,1.8617857694625852,244.9967193603516,55.31723403930664,106.9664306640625,0.5336811542510986,0.6434310078620911,1.1776325702667236,1.0197951793670654,0.0,0.0,0.0,0.0,0.0,0.0,7.947082996368408,7.4854254722595215,2.6692285537719727,2.669163465499878,se3_log_map,0.0
37,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray037_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray037_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray037_drr.png,-1.0811386108398438,-0.0299609377980232,1.856767177581787,245.1191864013672,53.10850524902344,107.10447692871094,0.5622518062591553,0.6391611099243164,0.5891280770301819,2.3458166122436523,0.0,0.0,0.0,0.0,0.0,0.0,7.672426223754883,6.767379283905029,3.6151139736175537,3.6150527000427246,se3_log_map,0.0
38,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray038_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray038_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray038_drr.png,-1.0718579292297363,-0.0295000243932008,1.8585668802261357,247.07444763183597,55.22379684448242,107.25968933105467,0.545684814453125,0.6392037868499756,1.2416189908981323,1.604272484779358,0.0,0.0,0.0,0.0,0.0,0.0,7.823046684265137,7.1617045402526855,3.1480648517608643,3.1480066776275635,se3_log_map,0.0
39,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray039_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray039_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray039_drr.png,-1.0794705152511597,-0.0299801994115114,1.85798180103302,245.9642791748047,51.84659194946289,107.04461669921876,0.5693436861038208,0.6319998502731323,0.5530064105987549,3.8209073543548575,0.0,0.0,0.0,0.0,0.0,0.0,8.203143119812012,6.699510097503662,4.733766078948975,4.733711242675781,se3_log_map,0.0
40,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray040_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray040_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray040_drr.png,-1.0651137828826904,-0.0289976149797439,1.8562959432601929,249.186767578125,54.35542297363281,107.0505828857422,0.5560570955276489,0.6293553113937378,1.1146528720855713,3.117676258087158,0.0,0.0,0.0,0.0,0.0,0.0,10.014971733093262,8.641149520874023,5.062699794769287,5.06261682510376,se3_log_map,0.0
41,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray041_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray041_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray041_drr.png,-1.0629702806472778,-0.0280599426478147,1.858214259147644,248.86773681640625,55.672733306884766,106.57345581054688,0.551720917224884,0.6377497315406799,0.872245728969574,1.832923889160156,0.0,0.0,0.0,0.0,0.0,0.0,11.06494140625,9.92670440673828,4.888216018676758,4.888084888458252,se3_log_map,0.0
42,ok,/home/zsr/project/diffpose/ours/case/sxh/runs/mask/sxh_xray042_se3_log_map.csv,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/overlay/sxh_xray042_overlay.png,/home/zsr/project/diffpose/ours/case/sxh/mrcp_xray_overlays/drr/sxh_xray042_drr.png,-1.068434715270996,-0.0286333095282316,1.858664393424988,248.5443420410156,53.97939300537109,107.11019897460938,0.5600101947784424,0.6340913772583008,1.238881230354309,3.186084032058716,0.0,0.0,0.0,0.0,0.0,0.0,9.434647560119627,8.21224308013916,4.644593715667725,4.6445183753967285,se3_log_map,0.0
