geo_r_mean,geo_r_std,geo_t_mean,geo_t_std,geo_d_mean,geo_d_std,geo_se3_mean,geo_se3_std,ssim_mean,ssim_std,ssim_ori_mean,ssim_ori_std,tre_mean,tre_std,alpha_mean,alpha_std,beta_mean,beta_std,gamma_mean,gamma_std,bx_mean,bx_std,by_mean,by_std,bz_mean,bz_std,alpha2_mean,alpha2_std,beta2_mean,beta2_std,gamma2_mean,gamma2_std,bx2_mean,bx2_std,by2_mean,by2_std,bz2_mean,bz2_std,num_samples,parameterization
7.966196461219026,2.465182514464418,42.120787519397155,14.946993775740037,82.4847652743561,22.12269223937188,42.15846302533391,14.964104206702231,0.7141779336062345,0.03478388082045979,0.7056535295765809,0.025198007236710868,38.08427780324762,15.751085720868662,-1.0644121272395355,0.049510197469962984,0.18984547671344545,0.04776342232145077,1.8653815045501247,0.01699186709675675,198.03156735198667,10.177632433680241,131.54789525812322,19.452457906526053,106.8079570423473,6.7528920107975825,1.6376818069303878,0.011786751489134358,-0.9649497415080215,0.02966196197868921,-0.8849437652212201,0.010571686041306469,198.03156735198667,10.177632433680241,131.54789525812322,19.452457906526053,106.8079570423473,6.7528920107975825,99,se3_log_map
