alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization
1.5023995637893677,0.06715919822454453,-1.3615542650222778,270.2354431152344,378.5783386230469,130.2320556640625,0.5716023445129395,49.4216423034668,23.144577026367188,54.57261276245117,23.153791427612305,3.80195951461792,0.04699124000035226,106,se3_log_map
1.4944669008255005,0.06112055480480194,-1.3537569046020508,283.7923583984375,375.900390625,131.3561553955078,0.4970738887786865,50.62434005737305,33.11888122558594,60.495323181152344,33.13201904296875,4.343055725097656,0.04651232506148517,106,se3_log_map
1.4874228239059448,0.05735844373703003,-1.352000117301941,288.6875,378.226806640625,125.90998077392578,0.4932819902896881,52.309967041015625,39.70720291137695,65.67339324951172,39.724632263183594,4.654508113861084,0.04944225517101586,106,se3_log_map
1.4797207117080688,0.055487439036369324,-1.3498667478561401,291.77130126953125,380.36517333984375,120.40740966796875,0.5012226700782776,55.106624603271484,45.22909927368164,71.29103088378906,45.251190185546875,5.0462965965271,0.049336374970152974,106,se3_log_map
1.4711228609085083,0.05473406985402107,-1.3485877513885498,293.54119873046875,382.3816833496094,114.32319641113281,0.4915049076080322,58.66914749145508,50.41757583618164,77.3563232421875,50.44453048706055,5.504186630249023,0.05076576489955187,106,se3_log_map
1.4641364812850952,0.05546750873327255,-1.347532868385315,294.5538024902344,384.0693359375,109.29130554199219,0.48110127449035645,61.989479064941406,54.628089904785156,82.62519836425781,54.65937042236328,5.914860248565674,0.050133402924984694,106,se3_log_map
1.4604684114456177,0.05708889290690422,-1.3482635021209717,295.0102844238281,385.2955627441406,106.26354217529297,0.4669201076030731,63.93827819824219,57.16240310668945,85.76504516601562,57.196407318115234,6.179070472717285,0.050717202946543694,106,se3_log_map
1.460496425628662,0.058879029005765915,-1.3508834838867188,295.78619384765625,385.8895263671875,105.50104522705078,0.4679265022277832,64.16279602050781,58.27629470825195,86.6775131225586,58.31147384643555,6.281015872955322,0.049236916936933994,106,se3_log_map
1.462576985359192,0.06145981326699257,-1.3537229299545288,296.3824157714844,386.1173095703125,106.24462890625,0.4780256450176239,63.732784271240234,58.16141128540039,86.28219604492188,58.19695281982422,6.276718616485596,0.048992213094606996,106,se3_log_map
1.465221643447876,0.06490491330623627,-1.3567116260528564,296.6588134765625,386.3701171875,107.31688690185547,0.4807782471179962,63.37311553955078,57.60664749145508,85.64273071289062,57.64231491088867,6.249850273132324,0.0507643879391253,106,se3_log_map
1.4676467180252075,0.06865651905536652,-1.3593361377716064,296.6120910644531,386.7340393066406,108.13309478759766,0.48505568504333496,63.32220458984375,57.02384948730469,85.21397399902344,57.05972671508789,6.233868598937988,0.050841697957366705,106,se3_log_map
1.4700286388397217,0.07318992167711258,-1.361835241317749,295.823486328125,387.00927734375,109.03924560546875,0.4936637580394745,63.64712142944336,55.84907150268555,84.67630004882812,55.88496398925781,6.196744918823242,0.05039503308944404,106,se3_log_map
1.4726817607879639,0.0779246985912323,-1.3652853965759277,293.9351501464844,387.0218811035156,110.31121063232422,0.5093364715576172,64.03756713867188,53.618656158447266,83.52108001708984,53.653846740722656,6.095646858215332,0.049889338901266456,106,se3_log_map
1.4752079248428345,0.08298614621162415,-1.369027853012085,291.2517395019531,386.8246154785156,111.82717895507812,0.5291424989700317,64.74739074707031,50.64652633666992,82.20276641845703,50.680625915527344,5.962489128112793,0.04895945196039975,106,se3_log_map
1.4783285856246948,0.08821890503168106,-1.3732984066009521,288.4388427734375,386.32403564453125,114.18878173828125,0.5541084408760071,65.48343658447266,46.96577835083008,80.58452606201172,46.99821090698242,5.782588481903076,0.04948508087545633,106,se3_log_map
1.4803489446640015,0.09354373067617416,-1.3776699304580688,284.5338439941406,385.7933349609375,115.97116088867188,0.6176986694335938,66.83363342285156,42.976993560791016,79.45915222167969,43.00796127319336,5.625042915344238,0.051099921111017466,106,se3_log_map
1.4821643829345703,0.09914807230234146,-1.3810659646987915,279.408203125,385.452880859375,117.31678771972656,0.6241897940635681,68.48643493652344,38.65982437133789,78.64459991455078,38.68906784057617,5.477700710296631,0.050964887952432036,106,se3_log_map
1.4854962825775146,0.1028292328119278,-1.3823310136795044,277.2647705078125,385.1538391113281,118.9309310913086,0.5909278392791748,68.93901062011719,36.069332122802734,77.80477905273438,36.097042083740234,5.360506057739258,0.049739029025658965,106,se3_log_map
1.4872963428497314,0.10514870285987854,-1.381579875946045,276.4045104980469,385.2627258300781,118.7117691040039,0.5842705368995667,69.29972076416016,35.75531768798828,77.98008728027344,35.7830924987793,5.361527442932129,0.04915476916357875,106,se3_log_map
1.4878828525543213,0.10643298178911209,-1.3795335292816162,276.5339660644531,385.3276672363281,117.8881607055664,0.5924440622329712,69.58050537109375,36.50944519042969,78.57726287841797,36.53801345825195,5.414203643798828,0.04907774808816612,106,se3_log_map
