alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization,ssim,ssim_ori,r1,r2,r3,t1,t2,t3
-1.1560187339782715,-0.15405429899692535,1.4064898490905762,166.0399169921875,99.83354949951172,163.4627227783203,0.12451694160699844,167.08895874023438,69.10580444335938,180.81573486328125,69.41608428955078,71.58995819091797,0.09726195799885318,50,se3_log_map,0.7244905233383179,0.7303918600082397,1.1475415229797363,-0.9068850874900818,-0.8444855809211731,152.70147705078125,241.81292724609375,-7.132747650146484
-1.1551340818405151,-0.15796153247356415,1.4174195528030396,153.83811950683594,95.70323944091797,163.7133331298828,0.1557745337486267,163.7724151611328,62.252037048339844,175.20480346679688,62.501739501953125,50.645259857177734,0.1150225879973732,50,se3_log_map,0.7218156456947327,0.7213581800460815,1.1550410985946655,-0.9143847227096558,-0.8369852304458618,145.20152282714844,234.31292724609375,0.36731597781181335
-1.1541869640350342,-0.1615089774131775,1.4280847311019897,141.8156280517578,91.52520751953125,163.82196044921875,0.27804267406463623,160.5904998779297,57.4221305847168,170.5479736328125,57.613887786865234,31.564022064208984,0.11146208801073954,50,se3_log_map,0.7344940900802612,0.738610029220581,1.1625479459762573,-0.9214380979537964,-0.8297288417816162,137.76861572265625,226.884033203125,7.831674575805664
-1.1532740592956543,-0.1651403307914734,1.438840389251709,129.88958740234375,87.51817321777344,163.84979248046875,0.4193148612976074,157.54014587402344,55.283599853515625,166.95860290527344,55.42234420776367,20.099395751953125,0.11116391597897746,50,se3_log_map,0.7847182154655457,0.7888583540916443,1.1700730323791504,-0.9285690188407898,-0.8223518133163452,130.29788208007812,219.6865692138672,15.19112491607666
-1.1531403064727783,-0.16856010258197784,1.4492402076721191,120.43771362304688,84.37138366699219,164.646728515625,0.392149955034256,154.72015380859375,55.797080993652344,164.4738311767578,55.90105438232422,23.18553924560547,0.11521263999748044,50,se3_log_map,0.8285618424415588,0.8115345239639282,1.177116870880127,-0.9358567595481873,-0.8158321976661682,124.76333618164062,214.61476135253906,21.483257293701172
-1.1529405117034912,-0.17266540229320526,1.4580589532852173,111.8355712890625,81.47555541992188,164.8413543701172,0.4239024519920349,152.8516082763672,57.62870788574219,163.35446166992188,57.706871032714844,33.23234176635742,0.11166001798119396,50,se3_log_map,0.8343803882598877,0.8022873401641846,1.1824134588241577,-0.9426912069320679,-0.8093233704566956,119.61174011230469,209.60858154296875,26.95429801940918
-1.1546710729599,-0.17486998438835144,1.4671876430511475,104.34455108642578,79.83409118652344,166.899169921875,0.41059762239456177,150.38442993164062,61.39593505859375,162.4344024658203,61.461673736572266,44.032596588134766,0.11602268100250512,50,se3_log_map,0.8249651193618774,0.7865159511566162,1.1883351802825928,-0.9497637748718262,-0.8055598735809326,115.31385803222656,207.45848083496094,32.610225677490234
-1.1556671857833862,-0.17693376541137695,1.4755953550338745,97.2541275024414,78.01642608642578,167.85964965820312,0.3898417353630066,148.20565795898438,65.21900177001953,161.92108154296875,65.27397918701172,55.829078674316406,0.11214295198442414,50,se3_log_map,0.8251923322677612,0.7905780673027039,1.1939929723739624,-0.9558923840522766,-0.8015551567077637,111.00631713867188,204.5867919921875,37.40370178222656
-1.1561429500579834,-0.17923809587955475,1.4826151132583618,91.96084594726562,76.5325927734375,168.44491577148438,0.38248950242996216,146.66407775878906,68.34436798095703,161.80638122558594,68.39324188232422,64.96307373046875,0.11452856700634584,50,se3_log_map,0.8192571997642517,0.7916616797447205,1.1985087394714355,-0.9611127376556396,-0.797477126121521,107.9163818359375,202.24957275390625,40.911075592041016
-1.1569254398345947,-0.1812835931777954,1.488660454750061,88.5190200805664,75.89694213867188,169.05661010742188,0.36265379190444946,145.43186950683594,70.78034210205078,161.7414093017578,70.82774353027344,70.65557098388672,0.11461229802807793,50,se3_log_map,0.8124697208404541,0.786070704460144,1.2022095918655396,-0.9658830165863037,-0.7941940426826477,105.94815063476562,201.19068908691406,43.06013870239258
