alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-0.9445317983627319,0.036307111382484436,1.8888899087905884,221.05673217773438,22.910476684570312,127.4578857421875,0.4331634044647217,84.08883666992188,41.044986724853516,93.57148742675781,41.0908088684082,15.481335639953613,0.1300973699981114,5,se3_log_map,0.6396570205688477,1.7446848154067993,-0.8625131249427795,-0.6720004677772522,228.03993225097656,177.91387939453125,-53.35895538330078
-0.9370641708374023,0.030574077740311623,1.8806443214416504,228.21966552734375,27.63812255859375,128.8330078125,0.4008601903915405,83.00890350341797,38.1350212097168,91.34964752197266,38.17320251464844,22.56723976135254,0.1406722170067951,5,se3_log_map,0.6620184183120728,1.7371848821640015,-0.8550130128860474,-0.6645005941390991,233.03988647460938,182.91383361816406,-58.35895919799805
-0.9321387410163879,0.029775097966194153,1.873608946800232,228.07891845703125,26.3834228515625,127.59349060058594,0.4139208197593689,81.51749420166016,37.04650115966797,89.5407485961914,37.08421325683594,19.096744537353516,0.137566325996886,5,se3_log_map,0.6596682667732239,1.7321181297302246,-0.8476797938346863,-0.66276615858078,233.093017578125,180.70298767089844,-56.677513122558594
-0.9254537224769592,0.027192695066332817,1.8677257299423218,224.80331420898438,24.976890563964844,126.07119750976562,0.4937012195587158,80.28047180175781,37.613868713378906,88.6552734375,37.65377426147461,12.274543762207031,0.13810864099650644,5,se3_log_map,0.6472489833831787,1.727834939956665,-0.840332567691803,-0.6578381657600403,230.49098205566406,177.15269470214844,-53.38167953491211
-0.9189448356628418,0.023845693096518517,1.8611648082733154,220.4420166015625,23.541786193847656,124.68452453613281,0.5697434544563293,79.70503234863281,39.41295623779297,88.91722869873047,39.45500183105469,6.637069225311279,0.1375846220034873,5,se3_log_map,0.639787495136261,1.7225288152694702,-0.8333327174186707,-0.6525240540504456,226.99118041992188,173.40744018554688,-49.41913986206055
-0.9132060408592224,0.01989072561264038,1.8546937704086304,218.42477416992188,23.521209716796875,121.6796875,0.5005698800086975,79.918212890625,38.829349517822266,88.8517837524414,38.86982345581055,10.137868881225586,0.13564354099798948,5,se3_log_map,0.6321765184402466,1.7167768478393555,-0.8274873495101929,-0.6471283435821533,224.47039794921875,169.5975341796875,-49.070556640625
-0.9133789539337158,0.017813822254538536,1.849854588508606,219.80841064453125,24.33228302001953,120.87648010253906,0.504265308380127,81.18793487548828,37.26482009887695,89.33167266845703,37.304874420166016,11.047961235046387,0.13688759600336198,5,se3_log_map,0.6372455358505249,1.7114512920379639,-0.8266749382019043,-0.6468956470489502,225.15350341796875,169.51821899414062,-50.51694107055664
-0.915850043296814,0.01785525307059288,1.848885178565979,222.37124633789062,25.157958984375,121.31710815429688,0.5735252499580383,81.9759750366211,35.703346252441406,89.41358947753906,35.74327850341797,10.690569877624512,0.13662588399893139,5,se3_log_map,0.6387070417404175,1.709818959236145,-0.8284460306167603,-0.6489100456237793,227.17242431640625,171.12771606445312,-52.38792419433594
-0.919211745262146,0.01956203207373619,1.8511379957199097,225.04222106933594,25.339019775390625,122.9413070678711,0.5914870500564575,82.11673736572266,35.06167221069336,89.28874206542969,35.10149383544922,10.899998664855957,0.13646728500316385,5,se3_log_map,0.6364891529083252,1.7115384340286255,-0.8315083384513855,-0.6520076990127563,229.87710571289062,173.5882110595703,-53.42987060546875
-0.920739471912384,0.02032718062400818,1.8524723052978516,226.55178833007812,25.345382690429688,123.69894409179688,0.5532135367393494,82.181396484375,34.68739700317383,89.2020034790039,34.72673034667969,12.035787582397461,0.13795702600327786,5,se3_log_map,0.6446893215179443,1.7125933170318604,-0.8330510854721069,-0.6533063650131226,231.4185791015625,174.7249755859375,-54.02166748046875
-0.920468807220459,0.020902689546346664,1.853764533996582,226.42169189453125,24.768638610839844,124.50281524658203,0.5501168966293335,81.77889251708984,35.37697219848633,89.10284423828125,35.4166259765625,11.410110473632812,0.1367606919957325,5,se3_log_map,0.647872805595398,1.7140952348709106,-0.833058774471283,-0.6532331705093384,231.80491638183594,175.06825256347656,-53.04646301269531
-0.9186916351318359,0.0211798008531332,1.8548983335494995,225.13565063476562,23.906044006347656,125.0098876953125,0.5752162933349609,81.04320526123047,36.54990768432617,88.90386199951172,36.59025573730469,9.482294082641602,0.13672426498669665,5,se3_log_map,0.6409745812416077,1.7157988548278809,-0.8318021893501282,-0.6519259810447693,231.22686767578125,174.6122589111328,-51.24703598022461
-0.9160124659538269,0.020620884373784065,1.8542181253433228,223.75975036621094,23.410179138183594,124.52330780029297,0.5931091904640198,80.49845123291016,37.05241012573242,88.61648559570312,37.092796325683594,7.998157501220703,0.13678848301060498,5,se3_log_map,0.6400766968727112,1.7157858610153198,-0.8293909430503845,-0.6498295664787292,230.1232147216797,173.37286376953125,-50.07534408569336
-0.9131271839141846,0.018217049539089203,1.8515253067016602,223.24734497070312,23.99151611328125,122.28401947021484,0.5892969965934753,80.8110122680664,35.74017333984375,88.36164093017578,35.779151916503906,9.567106246948242,0.13785086800635327,5,se3_log_map,0.632622241973877,1.7132130861282349,-0.8269641995429993,-0.6465631723403931,228.8548126220703,171.2432861328125,-51.19497299194336
