alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization
-0.15569093823432922,-0.2774321436882019,2.07503342628479,270.1014404296875,122.12242889404297,128.1781005859375,1.3111815452575684,1034.2015380859375,322.9524841308594,1083.453369140625,348.152587890625,1.196332880994305,0,se3_log_map
-0.15216785669326782,-0.2587401866912842,2.086043119430542,265.3518981933594,112.29060363769531,123.13800048828125,1.3344206809997559,1039.7559814453125,313.3429260253906,1085.94482421875,336.5533752441406,0.8764039599336684,0,se3_log_map
-0.14276836812496185,-0.2530078589916229,2.0911176204681396,266.669921875,105.28892517089844,120.48690795898438,1.3632993698120117,1042.65283203125,310.9914855957031,1088.04443359375,332.420654296875,0.8942410519812256,0,se3_log_map
-0.14177097380161285,-0.24259400367736816,2.1003220081329346,265.3590087890625,96.99293518066406,117.91081237792969,1.3652373552322388,1047.2310791015625,306.14703369140625,1091.063232421875,326.07757568359375,0.8787493330892175,0,se3_log_map
-0.13786731660366058,-0.23307038843631744,2.0984854698181152,268.0114440917969,92.62042236328125,114.79344177246094,1.3530389070510864,1046.48486328125,305.9186096191406,1090.282958984375,324.5474853515625,0.870708832051605,0,se3_log_map
-0.13012400269508362,-0.23076720535755157,2.0923285484313965,271.27703857421875,91.90705871582031,112.66108703613281,1.35409414768219,1043.741943359375,307.7834777832031,1088.1763916015625,325.6062927246094,0.8725097039714456,0,se3_log_map
-0.1190054789185524,-0.23161853849887848,2.08315110206604,274.461669921875,92.54330444335938,110.24211883544922,1.3608324527740479,1039.6488037109375,309.9141845703125,1084.8577880859375,326.9776916503906,0.8517679849173874,0,se3_log_map
-0.10673625022172928,-0.23386459052562714,2.0736312866210938,276.6253356933594,93.68327331542969,107.89871215820312,1.367370367050171,1035.4654541015625,311.3523254394531,1081.2626953125,327.7597961425781,0.8218685288447887,0,se3_log_map
-0.09338141977787018,-0.23690782487392426,2.0622451305389404,279.342529296875,97.01870727539062,105.48345947265625,1.3731420040130615,1030.4522705078125,313.9612121582031,1077.22021484375,330.0008239746094,0.8402111220639199,0,se3_log_map
-0.08526405692100525,-0.24389974772930145,2.0535359382629395,281.4737243652344,100.5709228515625,105.11591339111328,1.3774950504302979,1026.6214599609375,316.84588623046875,1074.403564453125,332.97900390625,0.816948618972674,0,se3_log_map
