alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim
-0.513239860534668,0.0007159263477660716,1.9018490314483643,173.57362365722656,136.6211395263672,146.47589111328125,0.39473363757133484,974.1959838867188,265.04400634765625,1009.60693359375,305.22772216796875,0.15799380699172616,18,se3_log_map,0.8168869614601135
-0.5150436162948608,-0.01251253392547369,1.921204924583435,161.9245147705078,129.0799102783203,146.45509338378906,0.39004677534103394,981.9220581054688,253.63412475585938,1014.1504516601562,293.32244873046875,0.17121863178908825,18,se3_log_map,0.8169353604316711
-0.5138701796531677,-0.003615566063672304,1.9084503650665283,160.41061401367188,129.0127716064453,140.7364959716797,0.3760315775871277,976.8531494140625,249.36444091796875,1008.1788940429688,287.828125,0.16501044295728207,18,se3_log_map,0.8198585510253906
-0.5099958181381226,0.00019346174667589366,1.8975661993026733,158.25926208496094,129.88841247558594,137.1912841796875,0.3932442367076874,971.8030395507812,246.4517059326172,1002.5664672851562,284.0715637207031,0.1641041007824242,18,se3_log_map,0.8245317935943604
-0.5065408945083618,0.00708502484485507,1.8835785388946533,158.06527709960938,132.19650268554688,132.14028930664062,0.39655643701553345,965.6875,244.7888946533203,996.2299194335938,281.5283203125,0.23850657884031534,18,se3_log_map,0.8256669640541077
-0.5038848519325256,0.016345692798495293,1.867849588394165,159.56044006347656,134.92794799804688,126.31723022460938,0.38275933265686035,959.106201171875,244.17437744140625,989.6998901367188,280.01654052734375,0.16855368623510003,18,se3_log_map,0.8149122595787048
-0.5051584243774414,0.02430831827223301,1.8567341566085815,162.3043975830078,136.9267578125,122.93251037597656,0.38125115633010864,954.9402465820312,245.36514282226562,985.9588623046875,280.79840087890625,0.16972119081765413,18,se3_log_map,0.8053911328315735
-0.5063641667366028,0.03370838612318039,1.8440138101577759,166.69471740722656,139.5217742919922,118.97160339355469,0.38514256477355957,950.209228515625,247.80575561523438,981.990478515625,282.8213195800781,0.1658300100825727,18,se3_log_map,0.7926695346832275
-0.5090640187263489,0.03887214884161949,1.8398587703704834,170.64028930664062,140.7022247314453,118.93928527832031,0.3851608633995056,949.1774291992188,251.12103271484375,981.8347778320312,286.30072021484375,0.17060418101027608,18,se3_log_map,0.7862603068351746
-0.5125318765640259,0.04276662319898605,1.8377177715301514,172.81736755371094,140.91737365722656,119.59510803222656,0.3820730447769165,949.0302124023438,253.03465270996094,982.1837768554688,288.3963928222656,0.25685393204912543,18,se3_log_map,0.7857112884521484
