alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim
-0.45840635895729065,-0.01753169484436512,1.817471981048584,179.37298583984375,134.62022399902344,146.52008056640625,0.7494394779205322,927.02734375,267.8906555175781,964.9586181640625,302.8883972167969,0.14403652399778366,89,se3_log_map,0.6948925256729126
-0.4755425453186035,-0.011130725964903831,1.8342609405517578,170.44215393066406,124.23291015625,145.86859130859375,0.7282924652099609,937.2288818359375,256.4410095214844,971.678955078125,291.1876220703125,0.16285806009545922,89,se3_log_map,0.6881743669509888
-0.47893384099006653,-0.01947973109781742,1.837451457977295,173.0132598876953,125.62979125976562,148.96400451660156,0.7436389327049255,938.0948486328125,260.58917236328125,973.6162719726562,296.02154541015625,0.15698034409433603,89,se3_log_map,0.6900622844696045
-0.47530436515808105,-0.029438408091664314,1.831573724746704,177.28443908691406,130.0693359375,149.62509155273438,0.750465989112854,933.8677978515625,265.9613952636719,971.0018310546875,301.6102294921875,0.15746516594663262,89,se3_log_map,0.6943272948265076
-0.4727724492549896,-0.03221726045012474,1.82206130027771,182.3804931640625,133.55816650390625,147.18177795410156,0.7500412464141846,928.8070678710938,269.7460021972656,967.184326171875,305.0805969238281,0.15853502694517374,89,se3_log_map,0.6922953724861145
-0.47430694103240967,-0.032744865864515305,1.8128280639648438,183.8844757080078,134.8477783203125,142.63424682617188,0.7419847846031189,924.4630737304688,268.964599609375,962.7948608398438,303.6036376953125,0.15540389576926827,89,se3_log_map,0.6871162056922913
-0.48116740584373474,-0.030265048146247864,1.8116729259490967,183.0055694580078,132.6880645751953,140.20851135253906,0.7490153908729553,924.7612915039062,265.99920654296875,962.2572631835938,300.2358093261719,0.1573784276843071,89,se3_log_map,0.6890806555747986
-0.48761412501335144,-0.03216022625565529,1.8129029273986816,180.20460510253906,129.91477966308594,138.641845703125,0.7437313199043274,925.68359375,261.86468505859375,962.010009765625,295.74639892578125,0.15910785691812634,89,se3_log_map,0.6860337257385254
-0.49448463320732117,-0.03429470956325531,1.8124815225601196,179.49539184570312,128.06704711914062,137.56321716308594,0.7387164831161499,925.830322265625,259.8911437988281,961.615966796875,293.5472106933594,0.15381153114140034,89,se3_log_map,0.6875706911087036
-0.49723750352859497,-0.04242730513215065,1.8173084259033203,179.5063018798828,126.92681121826172,141.2841033935547,0.7437762022018433,927.4367065429688,261.3314514160156,963.5523071289062,295.4544372558594,0.15397221082821488,89,se3_log_map,0.6910773515701294
