alpha,beta,gamma,bx,by,bz,losses,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim,ssim_ori,alpha2,beta2,gamma2,bx2,by2,bz2
-1.1722378730773926,-0.01327687781304121,1.8033175468444824,159.25686645507812,173.74188232421875,123.23487854003906,0.6126947642860485,82.46778106689453,96.73628997802734,127.11744689941406,96.8437271118164,28.382062911987305,108.8694076538086,0.08113598823547363,96,se3_log_map,0.7640900611877441,0.7334907054901123,1.561393141746521,-1.048538327217102,-0.8123307824134827,159.25686645507812,173.74188232421875,123.23487854003906
-1.2228575944900513,-0.018943272531032562,1.8074902296066284,178.64901733398438,170.9134063720703,132.93695068359375,0.8910778876706926,100.7759780883789,84.86775970458984,131.75103759765625,85.01068115234375,24.55577278137207,106.68603515625,0.08052420616149902,96,se3_log_map,0.7933927774429321,0.7690094113349915,1.5403120517730713,-1.097057580947876,-0.8401342034339905,178.64901733398438,170.9134063720703,132.93695068359375
-1.2479040622711182,-0.010834263637661934,1.8228644132614136,163.59756469726562,148.89620971679688,137.13278198242188,0.672000087941117,108.11591339111328,77.60669708251953,133.08587646484375,77.75827026367188,15.669390678405762,105.6476821899414,0.07884550094604492,96,se3_log_map,0.7639510631561279,0.7425709962844849,1.5467997789382935,-1.1234195232391357,-0.8572934865951538,163.59756469726562,148.89620971679688,137.13278198242188
-1.195779800415039,-0.006765967700630426,1.8075006008148193,179.2504425048828,157.44940185546875,135.78170776367188,0.9075334423226512,87.11994171142578,73.82867431640625,114.19525909423828,73.92182922363281,15.874597549438477,92.51166534423828,0.08064556121826172,96,se3_log_map,0.7789239287376404,0.7560418844223022,1.5588428974151611,-1.0677298307418823,-0.8322325348854065,179.2504425048828,157.44940185546875,135.78170776367188
-1.226737141609192,-0.030021606013178825,1.8168926239013672,175.36647033691406,170.50904846191406,137.9672393798828,0.8625893273664476,106.44717407226562,87.11873626708984,137.5524444580078,87.28068542480469,22.81627082824707,111.80255889892578,0.08046984672546387,96,se3_log_map,0.7791867256164551,0.7554223537445068,1.539918065071106,-1.1112035512924194,-0.8291164040565491,175.36647033691406,170.50904846191406,137.9672393798828
-1.2249031066894531,-0.025993933901190758,1.8260712623596191,181.113037109375,164.4629364013672,128.77520751953125,0.9091342695264246,104.93363952636719,77.46487426757812,130.42958068847656,77.60482025146484,27.993547439575195,100.7381362915039,0.08029031753540039,96,se3_log_map,0.7683281898498535,0.7466310858726501,1.5506764650344849,-1.1128865480422974,-0.8273181319236755,181.113037109375,164.4629364013672,128.77520751953125
-1.218103051185608,-0.015907181426882744,1.7946796417236328,179.23452758789062,168.63473510742188,126.36715698242188,0.9269902117005229,97.85113525390625,81.70777893066406,127.47943115234375,81.83840942382812,25.739011764526367,101.59038543701172,0.08011937141418457,96,se3_log_map,0.7637901902198792,0.7431735992431641,1.5334970951080322,-1.0841573476791382,-0.8449936509132385,179.23452758789062,168.63473510742188,126.36715698242188
-1.2121422290802002,-0.03246079385280609,1.8190054893493652,179.43609619140625,169.582763671875,127.3087158203125,0.9321329224419955,102.62110900878906,82.53748321533203,131.69482421875,82.68152618408203,27.871685028076172,103.5916976928711,0.08132171630859375,96,se3_log_map,0.7685596346855164,0.7456541061401367,1.5466504096984863,-1.101138949394226,-0.8162205815315247,179.43609619140625,169.582763671875,127.3087158203125
-1.2235578298568726,-0.008907747454941273,1.7990944385528564,175.4342498779297,168.7852783203125,122.91152954101562,0.9215984722846319,97.35626983642578,83.46493530273438,128.2366485595703,83.59661102294922,26.533363342285156,102.87232208251953,0.07982110977172852,96,se3_log_map,0.7720170021057129,0.745196521282196,1.5389084815979004,-1.0877963304519653,-0.8528188467025757,175.4342498779297,168.7852783203125,122.91152954101562
-1.1992225646972656,-0.005378020461648703,1.7880678176879883,182.18002319335938,163.36526489257812,129.8155059814453,0.9571534992551756,87.64421844482422,76.15303039550781,116.10681915283203,76.25067901611328,21.00912857055664,93.35216522216797,0.08119773864746094,96,se3_log_map,0.7770692110061646,0.7571927309036255,1.541975736618042,-1.0589371919631958,-0.843833863735199,182.18002319335938,163.36526489257812,129.8155059814453
