0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
specimen_01_best,3.687379837036133,4.299777030944824,2.3859643936157227,19.811588287353516,6.434071063995361,3.3020811080932617,3.8517708778381348,3.7707955837249756,2.708308458328247,3.419903516769409,2.656750202178955,3.8033182621002197,4.141907691955566,3.508763074874878,3.857421875,3.485589027404785,3.414011001586914,2.4201838970184326,3.187021255493164,3.4201455116271973,4.13326358795166,4.109928131103516,3.869774341583252,3.793491840362549,4.227263450622559,2.9680912494659424,2.137352228164673,3.761728525161743,7.497944355010986,2.7945849895477295,5.370876789093018,4.2080302238464355,5.476777076721191,10.238089561462402,8.327258110046387,5.289231777191162,14.241817474365234,2.9505629539489746,3.4519529342651367,3.9001364707946777,4.149509906768799,4.771719932556152,5.603214740753174,5.384541988372803,6.834071159362793,3.9243650436401367,5.913508892059326,4.121115684509277,3.5248782634735107,4.168704032897949,15.924440383911133,4.788124084472656,6.345090866088867,4.375118255615234,4.036819934844971,2.026556968688965,4.549143314361572,3.1708009243011475,4.762619495391846,13.057501792907715,3.9494645595550537,3.4900777339935303,4.197576999664307,3.733400821685791,3.805459499359131,4.81855583190918,12.140377044677734,8.963611602783203,7.832156181335449,6.4320573806762695,2.412609100341797,1.4995684623718262,1.612770438194275,4.207331657409668,2.5046093463897705,4.232382774353027,2.4702305793762207,1.4154151678085327,2.627901554107666,0.9974119663238525,1.4529019594192505,1.997404932975769,2.5923821926116943,4.1736907958984375,1.2897363901138306,1.6711770296096802,1.159230351448059,1.6115491390228271,2.173527479171753,2.33478045463562,2.790778398513794,3.6438682079315186,1.7002536058425903,9.700234413146973,1.3440070152282715,1.2821153402328491,1.921807885169983,1.5403892993927002,5.056482791900635,5.838350296020508,5.295265197753906,5.032844066619873,2.5506134033203125,2.469146251678467,5.575423717498779,3.4874095916748047,6.166313648223877,7.0901103019714355,2.9020614624023438,5.123920917510986,6.92073917388916
