0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
specimen_02_best,1.0658141374588013,0.6821470260620117,4.202595233917236,2.9631922245025635,2.981456756591797,2.9900929927825928,2.9712002277374268,3.128427028656006,3.6164400577545166,2.616654634475708,3.2259833812713623,1.8216884136199951,3.4285976886749268,2.234572649002075,2.6955790519714355,1.48881995677948,3.234757900238037,1.0015686750411987,1.0144222974777222,2.749997138977051,1.1269093751907349,1.1722058057785034,1.334047794342041,1.337111473083496,3.2517597675323486,3.688584089279175,3.086684465408325,2.9866526126861572,3.108792781829834,3.092944383621216,3.1132633686065674,2.237616777420044,2.376019239425659,2.3709723949432373,2.970950126647949,1.0929276943206787,2.9238908290863037,3.421968698501587,2.0341460704803467,2.8122220039367676,3.217848539352417,3.130272626876831,2.2009387016296387,2.5927019119262695,5.251253604888916,8.968567848205566,4.647397994995117,7.249776840209961,4.829349517822266,3.3718643188476562,4.359303951263428,4.372374534606934,3.4395649433135986,2.9793877601623535,3.5353808403015137,6.829861640930176,4.525991916656494,2.395491361618042,2.1030771732330322,2.792975425720215,8.167895317077637,6.396135330200195,3.4248011112213135,2.0189359188079834,3.0446600914001465,3.94138503074646,2.751413106918335,2.447378396987915,2.608809471130371,6.462634086608887,5.305293560028076,2.895359754562378,2.513132333755493,0.33720239996910095,1.2589964866638184,0.7218101620674133,1.8981904983520508,0.864547073841095,3.54613995552063,4.917011260986328,6.269074440002441,2.9463791847229004,1.0803357362747192,1.4789334535598755,1.393485188484192,1.7952845096588135,0.5222657322883606,0.47291335463523865,0.8500688672065735,1.310126781463623,0.44886234402656555,2.1495800018310547,4.609459400177002,4.6957221031188965,0.4334484934806824,1.6321789026260376,1.597222924232483,2.647911548614502,16.45659065246582,4.531005859375,3.3270034790039062,3.2136075496673584,3.1565349102020264,2.5308609008789062
