0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
specimen_03_best,3.1584630012512207,2.8454368114471436,4.626160621643066,4.595699787139893,4.667020797729492,6.942452907562256,6.468935012817383,2.7344744205474854,3.7043895721435547,3.7032337188720703,3.8130576610565186,3.7018017768859863,2.9413328170776367,5.601149082183838,3.876249074935913,5.626436233520508,4.038183689117432,5.0884528160095215,5.70003080368042,5.9630255699157715,6.470113754272461,5.9862895011901855,6.193267822265625,3.5736629962921143
