alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-1.0778179168701172,-0.09642323106527328,2.0340967178344727,191.86203002929688,-47.363525390625,177.336181640625,0.5723505020141602,63.0310173034668,42.417842864990234,75.97488403320312,42.43667984008789,0.12406509500578977,3,se3_log_map,0.6109474897384644,1.7535195350646973,-1.1208144426345825,-0.5738993287086487,269.529296875,153.9495391845703,21.48390007019043
-1.0791370868682861,-0.09744135290384293,2.0355160236358643,191.73582458496094,-48.566612243652344,179.03085327148438,0.5724747180938721,64.02964782714844,44.42441940307617,77.9315414428711,44.445281982421875,0.1249867059814278,3,se3_log_map,0.611134946346283,1.7535701990127563,-1.1231380701065063,-0.5730545520782471,270.9283142089844,154.54222106933594,23.287158966064453
-1.0779510736465454,-0.10034891963005066,2.033113718032837,192.15431213378906,-48.80561065673828,179.23300170898438,0.575145423412323,63.9026985168457,44.69769287109375,77.98358154296875,44.71843338012695,0.12547530501615256,3,se3_log_map,0.6112951636314392,1.7505154609680176,-1.1221420764923096,-0.5706694722175598,271.5157775878906,154.08889770507812,23.708772659301758
-1.0766901969909668,-0.10322161763906479,2.030552864074707,192.49786376953125,-48.955711364746094,179.5086669921875,0.5756344795227051,63.762508392333984,44.959808349609375,78.01950073242188,44.98054122924805,0.1258769659907557,3,se3_log_map,0.6094019412994385,1.7473772764205933,-1.1209970712661743,-0.5683484077453613,272.022216796875,153.75973510742188,24.173707962036133
-1.0772638320922852,-0.10408645868301392,2.030424118041992,192.60646057128906,-49.769935607910156,181.1103515625,0.5745052099227905,64.074951171875,46.60246658325195,79.22998046875,46.624759674072266,0.12674640398472548,3,se3_log_map,0.6105799674987793,1.7465332746505737,-1.1218374967575073,-0.5679289102554321,273.30914306640625,154.55686950683594,25.68329429626465
-1.0761501789093018,-0.10622556507587433,2.0276663303375244,193.27056884765625,-49.96092987060547,181.68109130859375,0.5764947533607483,63.71466064453125,47.07505416870117,79.21880340576172,47.09750747680664,0.12642166300793178,3,se3_log_map,0.6113498210906982,1.7435474395751953,-1.120436668395996,-0.5664966702461243,274.20867919921875,154.62657165527344,26.14985466003418
-1.073832631111145,-0.10870994627475739,2.0231375694274902,194.27032470703125,-49.86927795410156,181.75527954101562,0.5791663527488708,62.811344146728516,47.00661849975586,78.45308685302734,47.02851867675781,0.1277257699985057,3,se3_log_map,0.6023815870285034,1.7394212484359741,-1.1172620058059692,-0.5648289322853088,274.9427795410156,154.3773651123047,26.179636001586914
-1.071723222732544,-0.11066606640815735,2.019136428833008,195.20376586914062,-49.88715362548828,182.18487548828125,0.5814091563224792,62.013824462890625,47.27798080444336,77.98026275634766,47.29970932006836,0.12508551598875783,3,se3_log_map,0.6035692691802979,1.7359280586242676,-1.1143141984939575,-0.5635409355163574,275.83734130859375,154.4688720703125,26.4859561920166
-1.0696892738342285,-0.11167499423027039,2.0151166915893555,196.194091796875,-50.10581970214844,183.03350830078125,0.5835860967636108,60.948184967041016,47.99979782104492,77.58003997802734,48.02152633666992,0.12565363899921067,3,se3_log_map,0.5996193885803223,1.7328855991363525,-1.1110340356826782,-0.5632061958312988,277.0224609375,154.9731903076172,27.169729232788086
-1.0667364597320557,-0.11314131319522858,2.010002613067627,197.3906707763672,-50.139923095703125,183.57015991210938,0.5859618186950684,59.723480224609375,48.40516662597656,76.87622833251953,48.426612854003906,0.12502352002775297,3,se3_log_map,0.5977498888969421,1.729079246520996,-1.1066186428070068,-0.5623693466186523,278.1048278808594,155.23655700683594,27.600967407226562
