alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim,r1,r2,r3,t1,t2,t3
-0.38760387897491455,0.1342466026544571,1.9393142461776733,196.22891235351562,124.54449462890625,89.00537872314453,0.7905924916267395,234.95742797851562,152.4249725341797,280.0685119628906,153.82191467285156,0.1330182859674096,37,se3_log_map,0.8017388582229614,1.9341639280319214,-0.2878338098526001,-0.38686230778694153,168.71023559570312,196.35816955566406,-102.00838470458984
-0.40311455726623535,0.14051905274391174,1.9549567699432373,202.7999267578125,118.31834411621094,98.92195129394531,0.83033287525177,226.87979125976562,142.12088012695312,267.71771240234375,143.3426971435547,0.14749241340905428,37,se3_log_map,0.820158839225769,1.9491640329360962,-0.30283382534980774,-0.40186238288879395,176.2100372314453,203.85812377929688,-94.5084228515625
-0.4139149785041809,0.1428804099559784,1.9705965518951416,208.66258239746094,112.87228393554688,108.79439544677734,0.8169273734092712,221.03196716308594,133.37820434570312,258.15667724609375,134.4703826904297,0.14112885110080242,37,se3_log_map,0.8153191208839417,1.9638954401016235,-0.31601259112358093,-0.4098655879497528,183.57162475585938,211.36795043945312,-87.37210845947266
-0.4177234470844269,0.1498667150735855,1.9736610651016235,214.5303497314453,109.17089080810547,109.59524536132812,0.8098288774490356,219.72885131835938,127.59846496582031,254.09080505371094,128.6314697265625,0.1367375859990716,37,se3_log_map,0.8211650848388672,1.9676347970962524,-0.3161018192768097,-0.4189179837703705,189.4853057861328,211.6138153076172,-85.34001922607422
-0.41965967416763306,0.15888623893260956,1.9702959060668945,221.0567626953125,106.90194702148438,106.56208801269531,0.8211209774017334,219.8902587890625,123.52268981933594,252.2093963623047,124.52415466308594,0.214854558929801,37,se3_log_map,0.8230633735656738,1.965566635131836,-0.31130656599998474,-0.42929530143737793,195.18296813964844,209.3956756591797,-86.2274169921875
-0.4206003248691559,0.16883036494255066,1.9636284112930298,227.87277221679688,105.37727355957031,101.56069946289062,0.8393207788467407,220.94081115722656,120.74295806884766,251.78106689453125,121.73092651367188,0.1379763726145029,37,se3_log_map,0.8254910707473755,1.960483431816101,-0.3039819896221161,-0.4401549994945526,200.77528381347656,205.9583740234375,-88.597412109375
-0.42113810777664185,0.178335502743721,1.955594778060913,235.39724731445312,104.40741729736328,96.05718994140625,0.8482150435447693,222.3978729248047,118.99394989013672,252.23080444335938,119.97991943359375,0.14071116503328085,37,se3_log_map,0.8281171321868896,1.9540135860443115,-0.2961021363735199,-0.45035338401794434,206.9817657470703,202.556640625,-91.76522064208984
-0.4211888611316681,0.18763849139213562,1.948709487915039,242.35458374023438,103.20590209960938,91.03710174560547,0.8456504940986633,224.16831970214844,117.71085357666016,253.19415283203125,118.7010269165039,0.13768681418150663,37,se3_log_map,0.8281302452087402,1.9486429691314697,-0.288128137588501,-0.45988449454307556,212.8342742919922,199.43438720703125,-94.3369140625
-0.4212595224380493,0.19666777551174164,1.9439119100570679,247.92958068847656,101.24343872070312,86.71815490722656,0.8434573411941528,225.87734985351562,116.2891845703125,254.05462646484375,117.28111267089844,0.14219460263848305,37,se3_log_map,0.8301216959953308,1.945239782333374,-0.28089019656181335,-0.4689725935459137,217.6814727783203,196.2784423828125,-95.66820526123047
-0.42313942313194275,0.20589622855186462,1.9418182373046875,253.86012268066406,98.25816345214844,83.93116760253906,0.8450334072113037,226.6545867919922,113.7922592163086,253.61581420898438,114.76896667480469,0.14175291638821363,37,se3_log_map,0.8325711488723755,1.9443713426589966,-0.2760346829891205,-0.4792459309101105,223.20404052734375,194.15380859375,-95.67881774902344
-0.4265286922454834,0.2152184247970581,1.942053198814392,260.03265380859375,94.43798828125,82.47509765625,0.8501697182655334,226.64556884765625,110.42350006103516,252.1141815185547,111.37146759033203,0.21324328891932964,37,se3_log_map,0.8360784649848938,1.9456905126571655,-0.2732575237751007,-0.49046164751052856,229.23658752441406,192.95091247558594,-94.58055114746094
-0.42944058775901794,0.22339609265327454,1.9431308507919312,265.8044128417969,90.31486511230469,81.33088684082031,0.8524176478385925,226.67800903320312,107.0475845336914,250.6832733154297,107.96691131591797,0.1435378473252058,37,se3_log_map,0.8367905616760254,1.9476933479309082,-0.27101731300354004,-0.5002183318138123,235.1407470703125,191.65464782714844,-92.96949768066406
-0.43041619658470154,0.22912153601646423,1.9441518783569336,270.8614196777344,86.4612808227539,80.05511474609375,0.8541203737258911,227.21615600585938,104.30210876464844,250.01222229003906,105.2014389038086,0.1403410378843546,37,se3_log_map,0.8398292064666748,1.9494004249572754,-0.26848283410072327,-0.5063464045524597,240.59146118164062,189.8668670654297,-91.3115463256836
