alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization,ssim,r1,r2,r3,t1,t2,t3
-0.4915063679218292,0.16302146017551422,1.9651192426681519,218.09088134765625,107.60121154785156,81.49411010742188,0.734535276889801,187.59019470214844,117.50071716308594,221.35153198242188,118.16157531738281,90.12860870361328,0.1468325238674879,6,se3_log_map,0.8147462606430054,1.9545937776565552,-0.3785797357559204,-0.4801163971424103,186.3452606201172,187.29014587402344,-110.58100891113281
-0.506319522857666,0.1703646183013916,1.9808720350265503,223.9422607421875,100.84941101074219,91.32215118408203,0.7816681861877441,181.32315063476562,106.32659149169922,210.19854736328125,106.8956298828125,67.20657348632812,0.15454355720430613,6,se3_log_map,0.8304574489593506,1.9695937633514404,-0.39357972145080566,-0.4951164424419403,193.84515380859375,194.79010009765625,-103.08103942871094
-0.5207061767578125,0.17658725380897522,1.9936432838439941,230.1529998779297,95.61675262451172,99.97186279296875,0.7775256633758545,175.58705139160156,97.34668731689453,200.76651000976562,97.8436279296875,50.799346923828125,0.2042576065286994,6,se3_log_map,0.8409556150436401,1.981487512588501,-0.4082251191139221,-0.508962094783783,201.35104370117188,202.28448486328125,-97.7150650024414
-0.5275386571884155,0.17354395985603333,1.9939711093902588,236.38568115234375,94.61725616455078,104.25666809082031,0.7692846059799194,171.8992919921875,94.06266784667969,195.95191955566406,94.52680969238281,49.163848876953125,0.1644078828394413,6,se3_log_map,0.8189489841461182,1.9804155826568604,-0.41714727878570557,-0.5102241039276123,208.21102905273438,206.9139404296875,-96.91331481933594
-0.535692572593689,0.17395557463169098,1.987774133682251,243.53353881835938,94.32291412353516,104.0307846069336,0.7836515307426453,168.25425720214844,92.88469696044922,192.19017028808594,93.32490539550781,54.78028106689453,0.15808342583477497,6,se3_log_map,0.8134608268737793,1.9735794067382812,-0.423052042722702,-0.5165196061134338,214.75860595703125,208.25537109375,-99.23155975341797
-0.543114423751831,0.17614853382110596,1.9790068864822388,250.53024291992188,94.27488708496094,101.37588500976562,0.7942482233047485,165.3971710205078,93.11788177490234,189.8082275390625,93.54436492919922,62.983558654785156,0.16031251847743988,6,se3_log_map,0.8146217465400696,1.9647270441055298,-0.426178514957428,-0.5244402885437012,220.6033935546875,207.61895751953125,-102.84735107421875
-0.5446892976760864,0.17615817487239838,1.9683632850646973,253.2206268310547,95.77058410644531,96.5809555053711,0.793419599533081,164.9811553955078,95.93341827392578,190.84548950195312,96.37055969238281,71.45692443847656,0.15885982103645802,6,se3_log_map,0.8099230527877808,1.9543343782424927,-0.42415210604667664,-0.5267310738563538,221.97923278808594,204.60287475585938,-106.97178649902344
-0.543419599533081,0.17735354602336884,1.96341872215271,252.3406524658203,95.3328857421875,92.77281188964844,0.7979809045791626,165.9966583251953,96.77735137939453,192.14772033691406,97.22319793701172,74.43092346191406,0.2378516523167491,6,se3_log_map,0.8116916418075562,1.9499908685684204,-0.42045336961746216,-0.5276690125465393,220.75155639648438,200.62794494628906,-107.86454010009766
-0.5414491891860962,0.17911821603775024,1.9637019634246826,249.1429901123047,93.12214660644531,90.18682861328125,0.8082153797149658,167.2364501953125,95.7169189453125,192.6908416748047,96.16254425048828,73.11878967285156,0.16525334119796753,6,se3_log_map,0.8152269124984741,1.9508569240570068,-0.41745826601982117,-0.5280896425247192,218.05313110351562,196.21710205078125,-106.16183471679688
-0.5416797399520874,0.1803816258907318,1.9683043956756592,246.12257385253906,89.87279510498047,89.61824035644531,0.8038856983184814,167.19737243652344,93.100341796875,191.3704071044922,93.531005859375,68.82415008544922,0.15976311266422272,6,se3_log_map,0.8333183526992798,1.9555035829544067,-0.4184337556362152,-0.5289353132247925,216.07986450195312,193.0803985595703,-103.09745025634766
