alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim,r1,r2,r3,t1,t2,t3
-0.49927788972854614,0.20394299924373627,1.9611974954605103,190.73162841796875,117.78376007080078,94.72259521484375,0.8116099834442139,189.35923767089844,147.95028686523438,240.30441284179688,148.83755493164062,0.14324913918972015,47,se3_log_map,0.8164228200912476,1.9574543237686157,-0.35863134264945984,-0.5254136919975281,153.64891052246094,206.6814422607422,-104.10975646972656
-0.5137946605682373,0.21118612587451935,1.9767895936965942,196.68316650390625,111.05375671386719,104.39037322998047,0.8339186310768127,183.34738159179688,137.66175842285156,229.27499389648438,138.4365234375,0.15546243730932474,47,se3_log_map,0.8342395424842834,1.9724546670913696,-0.3736313581466675,-0.5404137372970581,161.14796447753906,214.1812744140625,-96.60981750488281
-0.5260900855064392,0.21930401027202606,1.9891952276229858,201.91632080078125,105.86144256591797,112.64247131347656,0.8160250186920166,179.1282958984375,129.7103729248047,221.1599578857422,130.40646362304688,0.14959548227488995,47,se3_log_map,0.8417578339576721,1.9846985340118408,-0.38505974411964417,-0.5550680756568909,167.43402099609375,221.40463256835938,-90.80643463134766
-0.528361439704895,0.22300757467746735,1.987404704093933,208.43014526367188,103.04973602294922,111.21754455566406,0.8199667930603027,178.9933624267578,124.38349151611328,217.9676055908203,125.04949951171875,0.1505202976986766,47,se3_log_map,0.8399096727371216,1.983445405960083,-0.3843682110309601,-0.5603264570236206,174.03091430664062,220.1079559326172,-90.8476333618164
-0.5243144631385803,0.2220284342765808,1.9813166856765747,214.65774536132812,102.09012603759766,106.98979949951172,0.8376193642616272,180.7672119140625,121.40731811523438,217.75335693359375,122.07051849365234,0.14735084306448698,47,se3_log_map,0.842076301574707,1.9777995347976685,-0.37879422307014465,-0.557352602481842,180.1693115234375,216.41690063476562,-93.0945053100586
-0.5172096490859985,0.21874620020389557,1.9729232788085938,219.05419921875,102.59939575195312,101.39308166503906,0.8506873846054077,183.57870483398438,121.0907211303711,219.91839599609375,121.77371215820312,0.1497482405975461,47,se3_log_map,0.8382851481437683,1.9697871208190918,-0.3708788752555847,-0.5503538250923157,184.29437255859375,211.55931091308594,-96.4439697265625
-0.511669397354126,0.21723215281963348,1.9659467935562134,222.9713897705078,102.66097259521484,96.61689758300781,0.840619683265686,186.11764526367188,120.75590515136719,221.8597869873047,121.45636749267578,0.14921809826046228,47,se3_log_map,0.8264408111572266,1.963295817375183,-0.3639446198940277,-0.5459327101707458,187.9785919189453,207.40956115722656,-99.05538940429688
-0.5083099603652954,0.2173393815755844,1.9633711576461792,223.56556701660156,101.59567260742188,93.49093627929688,0.8379511833190918,187.81040954589844,120.326904296875,223.05001831054688,121.03768920898438,0.14897853508591652,47,se3_log_map,0.8289446234703064,1.9611228704452515,-0.359653115272522,-0.5440990924835205,188.7674560546875,203.70452880859375,-99.42823791503906
-0.5062604546546936,0.21758930385112762,1.9635025262832642,222.3363494873047,99.87345886230469,91.60995483398438,0.838253378868103,188.7810821533203,119.66439056396484,223.51255798339844,120.37791442871094,0.14637158438563347,47,se3_log_map,0.8321735262870789,1.961463451385498,-0.3574889898300171,-0.5430153012275696,188.06854248046875,200.45455932617188,-98.38773345947266
-0.5050286650657654,0.21734802424907684,1.9638335704803467,223.06600952148438,97.83259582519531,90.51769256591797,0.8376637697219849,189.26712036132812,117.879638671875,222.97454833984375,118.58536529541016,0.14825280010700226,47,se3_log_map,0.8330420851707458,1.9618421792984009,-0.35652676224708557,-0.5419610142707825,189.4381866455078,198.16053771972656,-97.2118148803711
-0.503959059715271,0.21644827723503113,1.96354079246521,225.5926055908203,95.87774658203125,89.90533447265625,0.838805079460144,189.58132934570312,115.45883178710938,221.9725799560547,116.15193176269531,0.14758365601301193,47,se3_log_map,0.8336347341537476,1.961492896080017,-0.3559461534023285,-0.5404201149940491,192.59963989257812,196.7069091796875,-96.25581359863281
-0.5030659437179565,0.21494892239570618,1.9626822471618652,229.3187713623047,94.16605377197266,89.75759887695312,0.8412832021713257,189.72891235351562,112.7942123413086,220.72515869140625,113.47239685058594,0.1484912671148777,47,se3_log_map,0.8343727588653564,1.9604811668395996,-0.3557440936565399,-0.5384545922279358,196.91810607910156,196.05348205566406,-95.52588653564453
