alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim,r1,r2,r3,t1,t2,t3
-0.37634989619255066,0.13251526653766632,1.9612679481506348,201.75729370117188,120.3720932006836,96.16336059570312,0.7858954668045044,239.04493713378906,144.88613891601562,279.52545166015625,146.26026916503906,0.13094549160450697,36,se3_log_map,0.803557813167572,1.9562848806381226,-0.2831898331642151,-0.3761434257030487,176.41957092285156,200.50257873535156,-95.94402313232422
-0.3917887508869171,0.13886712491512299,1.9768942594528198,193.76705932617188,117.24840545654297,105.96382141113281,0.8231163024902344,231.3065643310547,144.2283477783203,272.5885925292969,145.5167999267578,0.14219544176012278,36,se3_log_map,0.8243606686592102,1.9712848663330078,-0.29818978905677795,-0.3911433815956116,168.92063903808594,208.0025177001953,-88.44404602050781
-0.39693838357925415,0.14496318995952606,1.986512303352356,198.37611389160156,114.21041107177734,113.61060333251953,0.8142863512039185,229.02392578125,138.6396942138672,267.7179870605469,139.85879516601562,0.14052201807498932,36,se3_log_map,0.8254609704017639,1.9811575412750244,-0.30183109641075134,-0.39969536662101746,174.02134704589844,215.09365844726562,-83.29019165039062
-0.3988444209098816,0.15495191514492035,1.9877904653549194,204.07083129882812,111.51211547851562,115.03376007080078,0.8100324869155884,228.99862670898438,133.55807495117188,265.1002197265625,134.73324584960938,0.13544885721057653,36,se3_log_map,0.8302292823791504,1.983683705329895,-0.297667533159256,-0.41070032119750977,179.24798583984375,216.85911560058594,-81.21409606933594
-0.39943042397499084,0.1666819304227829,1.9842791557312012,208.76821899414062,108.84626007080078,112.06491088867188,0.8162038326263428,230.05364990234375,129.36404418945312,263.93133544921875,130.512939453125,0.13721343781799078,36,se3_log_map,0.830970048904419,1.981845736503601,-0.28980422019958496,-0.4229338765144348,183.0118865966797,214.3667755126953,-80.93299865722656
-0.3992204964160919,0.17856718599796295,1.9784533977508545,213.14492797851562,106.6370620727539,107.3837661743164,0.8246035575866699,231.77755737304688,126.08477020263672,263.8526306152344,127.22126770019531,0.13746592123061419,36,se3_log_map,0.8357669115066528,1.9777799844741821,-0.2803773283958435,-0.43491607904434204,186.283447265625,210.48011779785156,-81.71321868896484
-0.39721864461898804,0.18899942934513092,1.9715571403503418,218.21034240722656,104.98652648925781,102.09030151367188,0.830604076385498,234.41867065429688,123.45523071289062,264.940185546875,124.59298706054688,0.20317424088716507,36,se3_log_map,0.8365083932876587,1.9725348949432373,-0.26975303888320923,-0.4443036913871765,190.32164001464844,206.3050079345703,-83.23887634277344
-0.3917442262172699,0.1952742040157318,1.9648689031600952,222.7303466796875,103.75674438476562,96.77986145019531,0.8328520059585571,238.27735900878906,121.80442810058594,267.60498046875,122.96259307861328,0.1393447034060955,36,se3_log_map,0.8380389213562012,1.9670910835266113,-0.2584027945995331,-0.44727838039398193,194.3288116455078,201.72377014160156,-84.72534942626953
-0.3853466510772705,0.2008380889892578,1.961158037185669,225.56649780273438,101.73611450195312,92.13732147216797,0.8373129367828369,242.36135864257812,120.16065216064453,270.51361083984375,121.33895874023438,0.13970663398504257,36,se3_log_map,0.8458995819091797,1.9644464254379272,-0.24740305542945862,-0.44875288009643555,197.10586547851562,196.88504028320312,-84.90786743164062
-0.37898653745651245,0.20657303929328918,1.9582130908966064,226.43670654296875,99.43179321289062,87.51907348632812,0.8382957577705383,246.4346160888672,119.10354614257812,273.707275390625,120.3043212890625,0.13728143833577633,36,se3_log_map,0.8519994020462036,1.9625022411346436,-0.23653490841388702,-0.4503483474254608,198.0699920654297,191.56324768066406,-84.48567962646484
