alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim,r1,r2,r3,t1,t2,t3
-0.39488574862480164,0.1570276916027069,1.9751548767089844,201.7841796875,120.73561096191406,94.94111633300781,0.7984771728515625,231.5503692626953,145.43292236328125,273.4342956542969,146.7252655029297,0.12868047133088112,54,se3_log_map,0.8084771633148193,1.9719196557998657,-0.28911933302879333,-0.4111426770687103,173.03419494628906,202.56478881835938,-100.49237823486328
-0.41000768542289734,0.1635759174823761,1.9907146692276,208.24810791015625,114.20724487304688,104.6361312866211,0.8367329835891724,224.40371704101562,135.2775115966797,262.0248718261719,136.41456604003906,0.1389139350503683,54,se3_log_map,0.8169108629226685,1.9869197607040405,-0.304119348526001,-0.4261426627635956,180.533935546875,210.06475830078125,-92.99243927001953
-0.4191594421863556,0.17056775093078613,2.0023789405822754,214.74388122558594,108.54312896728516,111.45817565917969,0.8286793231964111,220.5762939453125,126.74868774414062,254.39955139160156,127.78190612792969,0.1350444657728076,54,se3_log_map,0.8300535678863525,1.9985965490341187,-0.3120509386062622,-0.4380066990852356,187.9077606201172,215.3969268798828,-87.11967468261719
-0.425502747297287,0.1800503432750702,2.005418300628662,222.2672576904297,104.15289306640625,112.90155029296875,0.8203015923500061,218.67083740234375,119.82272338867188,249.34799194335938,120.78370666503906,0.1365798730403185,54,se3_log_map,0.8360743522644043,2.0024452209472656,-0.3132961392402649,-0.45124009251594543,195.35275268554688,216.72573852539062,-84.69491577148438
-0.42943987250328064,0.1905687153339386,2.0011186599731445,230.31466674804688,101.07551574707031,109.740478515625,0.8308759331703186,218.27606201171875,114.72663116455078,246.5900115966797,115.64354705810547,0.13594501465559006,54,se3_log_map,0.8400352597236633,1.9994882345199585,-0.3093647062778473,-0.464530885219574,202.55410766601562,214.5440216064453,-85.31664276123047
-0.4328227639198303,0.20189808309078217,1.994248867034912,237.07264709472656,98.71986389160156,104.69488525390625,0.8456168174743652,218.51406860351562,111.45414733886719,245.29660034179688,112.346923828125,0.13678768184036016,54,se3_log_map,0.8405393958091736,1.9941887855529785,-0.30353981256484985,-0.47841089963912964,208.13401794433594,210.91323852539062,-87.11564636230469
-0.4356788694858551,0.21393665671348572,1.9854271411895752,241.34481811523438,97.2819595336914,98.41201782226562,0.8594546914100647,219.4338836669922,110.4098129272461,245.6451873779297,111.30150604248047,0.13957404997199774,54,se3_log_map,0.8443772196769714,1.9871243238449097,-0.29605093598365784,-0.4927076995372772,210.95791625976562,206.35714721679688,-89.67996978759766
-0.43857207894325256,0.22604210674762726,1.9766275882720947,246.79782104492188,95.74986267089844,92.5854721069336,0.8552590608596802,220.6455535888672,109.50013732910156,246.3224334716797,110.39408111572266,0.14109015557914972,54,se3_log_map,0.8401436805725098,1.980082631111145,-0.2884470820426941,-0.5069951415061951,215.05172729492188,202.5468292236328,-92.16014099121094
-0.4411504566669464,0.2376013845205307,1.9713726043701172,250.6739959716797,93.50564575195312,88.47004699707031,0.8498196601867676,221.97190856933594,108.12357330322266,246.9053192138672,109.01671600341797,0.14133527036756277,54,se3_log_map,0.838618278503418,1.9764113426208496,-0.2818705141544342,-0.5202754735946655,218.0626983642578,199.6344451904297,-92.91058349609375
-0.4437466561794281,0.2481798380613327,1.9694316387176514,253.4590301513672,90.5504150390625,86.01841735839844,0.850579023361206,223.07337951660156,105.90778350830078,246.93763732910156,106.79132080078125,0.1405563009902835,54,se3_log_map,0.8395805954933167,1.975806474685669,-0.2769309878349304,-0.5324069261550903,220.46304321289062,197.5717010498047,-92.0994873046875
-0.44660529494285583,0.2575925290584564,1.9699032306671143,256.5770263671875,87.09060668945312,85.0459976196289,0.8551667928695679,223.78343200683594,102.81190490722656,246.27081298828125,103.67536926269531,0.14236299972981215,54,se3_log_map,0.8414380550384521,1.9773615598678589,-0.27376338839530945,-0.5434500575065613,223.54498291015625,196.59036254882812,-90.30284118652344
