alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization,ssim,r1,r2,r3,t1,t2,t3
-0.7958787679672241,0.14041870832443237,1.9041237831115723,129.29469299316406,126.06200408935547,102.05862426757812,0.7967407703399658,64.67253112792969,178.9080810546875,190.23837280273438,179.0127716064453,116.06622314453125,0.581263791769743,87,se3_log_map,0.8368581533432007,1.8407835960388184,-0.6675813794136047,-0.6663750410079956,85.81449127197266,209.40724182128906,-101.54649353027344
-0.7756699919700623,0.14113342761993408,1.915298342704773,141.6717987060547,133.30007934570312,105.3691635131836,0.805144190788269,67.6330795288086,175.47427368164062,188.0570526123047,175.59115600585938,83.66978454589844,0.1727019203826785,87,se3_log_map,0.8558070659637451,1.8557837009429932,-0.6525813937187195,-0.6513751149177551,95.8143539428711,219.4070587158203,-111.5462875366211
-0.773486316204071,0.1341032236814499,1.9306724071502686,135.14959716796875,129.2998809814453,107.67314147949219,0.8065358400344849,62.72170639038086,176.56097412109375,187.3707275390625,176.6701202392578,91.8243179321289,0.1691279299557209,87,se3_log_map,0.838516116142273,1.868098258972168,-0.6614352464675903,-0.6399377584457397,93.0987548828125,216.77760314941406,-105.49749755859375
-0.7607360482215881,0.13231679797172546,1.9388279914855957,130.9345703125,126.6968994140625,106.87930297851562,0.7968119978904724,65.14828491210938,177.65689086914062,189.22544860839844,177.78005981445312,100.65850067138672,0.16349701024591923,87,se3_log_map,0.8234555721282959,1.8778727054595947,-0.6535948514938354,-0.6282070875167847,91.0101547241211,212.90676879882812,-102.15889739990234
-0.7503241300582886,0.132473424077034,1.9393869638442993,134.1548614501953,126.97846984863281,105.50688171386719,0.8039330244064331,68.94210815429688,175.78111267089844,188.81741333007812,175.91815185546875,95.44298553466797,0.16969940718263388,87,se3_log_map,0.8302333354949951,1.8807177543640137,-0.6435717940330505,-0.6215286254882812,94.0268325805664,212.19630432128906,-104.15885925292969
-0.7420070767402649,0.13454696536064148,1.9353235960006714,140.4083251953125,128.55734252929688,103.77715301513672,0.8107086420059204,73.31986999511719,172.93045043945312,187.83169555664062,173.08180236816406,86.02976989746094,0.17168855108320713,87,se3_log_map,0.8430381417274475,1.8793944120407104,-0.6324882507324219,-0.6190066933631897,98.9153823852539,212.8573455810547,-108.33747863769531
-0.7380977869033813,0.13643822073936462,1.9336624145507812,146.40090942382812,129.9625244140625,104.04058074951172,0.8109416961669922,75.64242553710938,170.0701446533203,186.13336181640625,170.2273712158203,75.88146209716797,0.17111851461231709,87,se3_log_map,0.8575844764709473,1.879276156425476,-0.6268237233161926,-0.6186271905899048,103.92427825927734,215.32948303222656,-111.49369049072266
-0.7342427968978882,0.13661518692970276,1.936475396156311,149.56887817382812,130.6297149658203,106.38114929199219,0.8021416664123535,76.78839111328125,168.3131866455078,185.0021209716797,168.47369384765625,67.21744537353516,0.17294956929981709,87,se3_log_map,0.8482829928398132,1.882752776145935,-0.6241209506988525,-0.6157181859016418,107.2846450805664,218.5413818359375,-112.02763366699219
-0.7268838286399841,0.1363300383090973,1.9401785135269165,148.42404174804688,129.1274871826172,106.23507690429688,0.8095940351486206,79.13362121582031,167.89120483398438,185.6060028076172,168.06333923339844,69.13580322265625,0.1717511611059308,87,se3_log_map,0.8555691242218018,1.887633204460144,-0.6186329126358032,-0.609932005405426,107.2357177734375,216.92042541503906,-110.28092956542969
-0.7177944779396057,0.13523051142692566,1.9418189525604248,145.47792053222656,127.2462158203125,104.09424591064453,0.8106099367141724,82.3258285522461,168.59890747070312,187.62498474121094,168.7877960205078,77.01026916503906,0.1703987130895257,87,se3_log_map,0.843664288520813,1.890679121017456,-0.6110880374908447,-0.602686882019043,105.38277435302734,212.70855712890625,-108.3412094116211
-0.710771918296814,0.13480746746063232,1.9425513744354248,143.55340576171875,125.84002685546875,101.73420715332031,0.8057482242584229,85.05180358886719,169.1112518310547,189.29454040527344,169.31448364257812,83.82074737548828,0.17318162880837917,87,se3_log_map,0.8371882438659668,1.8926502466201782,-0.604771614074707,-0.5976075530052185,104.05599212646484,208.91473388671875,-107.42646789550781
-0.7088707685470581,0.1344301402568817,1.944421410560608,142.44873046875,124.0920181274414,100.93611145019531,0.8043092489242554,85.5479507446289,168.66343688964844,189.11849975585938,168.86903381347656,87.65916442871094,0.16786218900233507,87,se3_log_map,0.8373570442199707,1.8946651220321655,-0.6038930416107178,-0.5956466197967529,103.71159362792969,206.67759704589844,-106.00994110107422
-0.7103358507156372,0.13465173542499542,1.9465091228485107,142.10459899902344,121.90093231201172,100.74281311035156,0.8053823113441467,84.77069091796875,167.3221893310547,187.57073974609375,167.52273559570312,90.09194946289062,0.1750044748187065,87,se3_log_map,0.8347681760787964,1.8963907957077026,-0.606030285358429,-0.5963826179504395,104.1636734008789,205.00564575195312,-104.35169219970703
-0.7135491967201233,0.13539285957813263,1.9477169513702393,142.2519073486328,119.35882568359375,99.91340637207031,0.807268500328064,83.4994888305664,165.509033203125,185.37908935546875,165.70156860351562,93.13407897949219,0.16941092815250158,87,se3_log_map,0.8359344005584717,1.897098183631897,-0.6092132925987244,-0.5989149212837219,104.95276641845703,202.6754913330078,-102.98310089111328
-0.7171202301979065,0.13622482120990753,1.947826623916626,142.61891174316406,116.5028076171875,98.10264587402344,0.8108118176460266,82.23170471191406,163.50450134277344,183.0185089111328,163.6890106201172,97.500244140625,0.17106288112699986,87,se3_log_map,0.8317955732345581,1.8967318534851074,-0.6122514605522156,-0.6019842028617859,105.84579467773438,199.2640838623047,-101.9349136352539
-0.7199139595031738,0.1370256245136261,1.947038173675537,143.3193359375,113.70497131347656,95.62312316894531,0.808212161064148,81.38520050048828,161.4778289794922,180.82765197753906,161.65625,102.24525451660156,0.1691265068948269,87,se3_log_map,0.8202237486839294,1.8956737518310547,-0.6141813397407532,-0.6047067642211914,106.92410278320312,195.3035888671875,-101.34812927246094
-0.71958988904953,0.13720808923244476,1.9419665336608887,147.27890014648438,114.62870025634766,94.33699798583984,0.8116675615310669,82.1226577758789,159.67877197265625,179.55902099609375,159.85838317871094,98.2135238647461,0.17176549695432186,87,se3_log_map,0.8390674591064453,1.8910634517669678,-0.6116867065429688,-0.6057038307189941,109.92743682861328,195.5537872314453,-104.00212860107422
-0.7199289798736572,0.1384933441877365,1.9395586252212524,150.2287139892578,114.5678939819336,93.45198059082031,0.8098808526992798,82.63716888427734,157.84266662597656,178.16624450683594,158.02235412597656,95.90451049804688,0.1713006403297186,87,se3_log_map,0.842477560043335,1.8891445398330688,-0.6102452278137207,-0.6076369285583496,112.36311340332031,195.40264892578125,-105.45402526855469
-0.7215689420700073,0.14100468158721924,1.9394564628601074,152.5826873779297,113.52606201171875,93.02542877197266,0.8100425004959106,82.71289825439453,155.62449645996094,176.23963928222656,155.802001953125,94.25382995605469,0.17549976892769337,87,se3_log_map,0.8427947759628296,1.8894946575164795,-0.6102572679519653,-0.6111122369766235,114.58085632324219,195.01739501953125,-105.84957885742188
-0.7243976593017578,0.14404554665088654,1.9402176141738892,154.44654846191406,111.65898132324219,92.70536804199219,0.8114680051803589,82.4004898071289,153.1141815185547,173.87867736816406,153.2875213623047,93.53060913085938,0.1700127450749278,87,se3_log_map,0.8420134782791138,1.8905755281448364,-0.6114607453346252,-0.6156854033470154,116.6075210571289,194.15924072265625,-105.42051696777344
-0.7280883193016052,0.1474294811487198,1.9419291019439697,155.71868896484375,109.04904174804688,92.46343994140625,0.8140329122543335,81.80437469482422,150.44129943847656,171.2440948486328,150.60928344726562,93.75222778320312,0.1694798031821847,87,se3_log_map,0.8394272327423096,1.8924763202667236,-0.613696813583374,-0.620949923992157,118.35082244873047,192.81015014648438,-104.20574951171875
-0.7322692275047302,0.15114820003509521,1.9444881677627563,156.81163024902344,105.99984741210938,92.48765563964844,0.8149874210357666,81.12295532226562,147.5223846435547,168.3561248779297,147.68441772460938,93.9104995727539,0.17053563799709082,87,se3_log_map,0.8311988115310669,1.8951715230941772,-0.6165753602981567,-0.626677393913269,120.13280487060547,191.4304656982422,-102.4883804321289
-0.7362213730812073,0.1549467146396637,1.9473106861114502,158.79141235351562,103.56039428710938,93.38876342773438,0.8162974119186401,80.63896179199219,144.2660369873047,165.2735137939453,144.42259216308594,91.1043930053711,0.17090233601629734,87,se3_log_map,0.8231140375137329,1.8981815576553345,-0.6193113327026367,-0.6322793364524841,122.68101501464844,191.498291015625,-101.1534423828125
-0.739689290523529,0.15847943723201752,1.9495865106582642,162.02967834472656,102.13916015625,94.89403533935547,0.8191131353378296,80.4001235961914,140.77940368652344,162.12039184570312,140.9312744140625,85.12448120117188,0.17092101741582155,87,se3_log_map,0.8241593241691589,1.9006974697113037,-0.6215217113494873,-0.637425422668457,126.13819885253906,193.07711791992188,-100.79752349853516
-0.7423945665359497,0.16199681162834167,1.9513088464736938,165.48377990722656,100.92604064941406,96.04032897949219,0.8178142309188843,80.5584716796875,137.39907836914062,159.27389526367188,137.54791259765625,79.37628936767578,0.1734430519863963,87,se3_log_map,0.8265491127967834,1.9028481245040894,-0.62276691198349,-0.6421806216239929,129.6640625,194.4954833984375,-100.83795166015625
