alpha,beta,gamma,bx,by,bz,losses,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization,ssim,ssim_ori,alpha2,beta2,gamma2,bx2,by2,bz2
-1.1944762468338013,-0.07620134204626083,1.726926565170288,172.96328735351562,139.56588745117188,115.5389175415039,0.0,120.14669799804688,50.428070068359375,130.3004913330078,50.53591537475586,45.34543228149414,0.0,31,se3_log_map,0.7321569967397675,0.7220360868647108,1.4517251253128052,-1.0580623149871826,-0.8065856099128723,172.96328735351562,139.56588745117188,115.5389175415039
-1.189544677734375,-0.050268203020095825,1.7473641633987427,172.273681640625,142.190673828125,113.74966430664062,0.2264460027217865,104.5259780883789,53.06834411621094,117.2259750366211,53.15685272216797,42.99962615966797,0.08784008026123047,31,se3_log_map,0.7299556732177734,0.7209087610244751,1.486068844795227,-1.0515683889389038,-0.8160765171051025,172.273681640625,142.190673828125,113.74966430664062
-1.175304651260376,-0.09711345285177231,1.7446702718734741,169.76937866210938,138.4083251953125,112.07755279541016,0.34333980083465576,124.257080078125,50.78444290161133,134.23443603515625,50.90145492553711,53.244422912597656,0.07557344436645508,31,se3_log_map,0.7589354515075684,0.7433145642280579,1.462735891342163,-1.0629955530166626,-0.7679737210273743,169.76937866210938,138.4083251953125,112.07755279541016
-1.1170907020568848,-0.08794068545103073,1.779344916343689,169.8407745361328,148.7484588623047,100.70606231689453,0.3168046176433563,112.19523620605469,61.416297912597656,127.9051742553711,61.544559478759766,67.7221908569336,0.09114909172058105,31,se3_log_map,0.7592850923538208,0.7453805804252625,1.5221821069717407,-1.0284537076950073,-0.7200824618339539,169.8407745361328,148.7484588623047,100.70606231689453
-1.1047699451446533,-0.037490565329790115,1.7883926630020142,171.28240966796875,144.3228302001953,106.70601654052734,0.35648196935653687,86.65387725830078,55.843894958496094,103.0894546508789,55.91368103027344,49.22434997558594,0.07554936408996582,31,se3_log_map,0.7664066553115845,0.7538303732872009,1.5624713897705078,-0.9958588480949402,-0.7510936260223389,171.28240966796875,144.3228302001953,106.70601654052734
-0.9969337582588196,-0.05339071899652481,1.8638331890106201,185.2171173095703,152.46836853027344,99.82340240478516,0.39064639806747437,112.43011474609375,61.009864807128906,127.91690063476562,61.08918380737305,63.20899963378906,0.09224963188171387,31,se3_log_map,0.7587625980377197,0.7407329678535461,1.6617496013641357,-0.9477034211158752,-0.634352445602417,185.2171173095703,152.46836853027344,99.82340240478516
-0.9995856881141663,0.028296666219830513,1.8464694023132324,191.45433044433594,134.79312133789062,98.02655029296875,0.46094727516174316,78.0055160522461,44.054019927978516,89.58580780029297,44.07588577270508,50.538780212402344,0.07869458198547363,31,se3_log_map,0.7881786823272705,0.7727629542350769,1.6850159168243408,-0.8968014717102051,-0.7155718207359314,191.45433044433594,134.79312133789062,98.02655029296875
-0.9602572321891785,0.06321017444133759,1.8475056886672974,193.07952880859375,137.6990203857422,93.27706909179688,0.45755308866500854,83.89028930664062,48.518733978271484,96.91051483154297,48.54562759399414,51.296382904052734,0.09464097023010254,31,se3_log_map,0.7920717000961304,0.7746806144714355,1.7148456573486328,-0.8416152596473694,-0.7200011014938354,193.07952880859375,137.6990203857422,93.27706909179688
-1.0025229454040527,0.043409302830696106,1.7962759733200073,189.8676300048828,134.56056213378906,99.07244110107422,0.47572287917137146,71.78498840332031,43.587257385253906,83.98174285888672,43.618621826171875,46.630428314208984,0.07895541191101074,31,se3_log_map,0.7879408597946167,0.7775328755378723,1.6469260454177856,-0.8657368421554565,-0.7475269436836243,189.8676300048828,134.56056213378906,99.07244110107422
-0.9591410756111145,0.08294104784727097,1.82211172580719,196.5264892578125,133.663818359375,94.06256103515625,0.48733872175216675,79.99681854248047,44.62198257446289,91.60028839111328,44.651084899902344,46.169921875,0.09517073631286621,31,se3_log_map,0.7940738797187805,0.7841887474060059,1.7013795375823975,-0.816400408744812,-0.744486927986145,196.5264892578125,133.663818359375,94.06256103515625
-0.988827109336853,0.08709646761417389,1.7998576164245605,194.14138793945312,130.68600463867188,93.5137710571289,0.486415833234787,66.51094818115234,42.136810302734375,78.735107421875,42.159095764160156,46.20685577392578,0.08080697059631348,31,se3_log_map,0.8031541109085083,0.7952603101730347,1.674698829650879,-0.8293991684913635,-0.7750346660614014,194.14138793945312,130.68600463867188,93.5137710571289
-0.9661318063735962,0.11159930378198624,1.8135606050491333,199.31224060058594,126.69518280029297,90.90433502197266,0.4915539026260376,73.42455291748047,40.48009490966797,83.84392547607422,40.50153732299805,44.367027282714844,0.09685730934143066,31,se3_log_map,0.8032315969467163,0.7956953048706055,1.7044265270233154,-0.801123857498169,-0.776995837688446,199.31224060058594,126.69518280029297,90.90433502197266
-0.9683740735054016,0.09388506412506104,1.807532787322998,199.028076171875,127.19029998779297,92.14566802978516,0.4964742660522461,74.56315612792969,40.171451568603516,84.69598388671875,40.19352722167969,46.374393463134766,0.0814981460571289,31,se3_log_map,0.8068480491638184,0.7940938472747803,1.6905816793441772,-0.8108401894569397,-0.7646873593330383,199.028076171875,127.19029998779297,92.14566802978516
-0.9611759781837463,0.09974388778209686,1.809057593345642,201.0715789794922,125.53425598144531,91.52808380126953,0.4989825487136841,77.23542785644531,39.47396469116211,86.73814392089844,39.496192932128906,45.84563064575195,0.09911990165710449,31,se3_log_map,0.8081310987472534,0.7955506443977356,1.6966023445129395,-0.8015610575675964,-0.7644637823104858,201.0715789794922,125.53425598144531,91.52808380126953
-0.9627273082733154,0.10043040663003922,1.8095722198486328,202.14999389648438,123.30525970458984,91.23834991455078,0.4998064637184143,76.37136840820312,38.09076690673828,85.34337615966797,38.11014175415039,45.821224212646484,0.0818033218383789,31,se3_log_map,0.8104132413864136,0.7992231845855713,1.696921467781067,-0.8028048872947693,-0.7659816145896912,202.14999389648438,123.30525970458984,91.23834991455078
-0.9683356285095215,0.10205701738595963,1.8087478876113892,201.27259826660156,123.64404296875,91.26692962646484,0.4992912709712982,73.5106430053711,38.154659271240234,82.82266235351562,38.173133850097656,45.45930480957031,0.09702539443969727,31,se3_log_map,0.8087161183357239,0.7974733114242554,1.695307970046997,-0.8064662218093872,-0.7714807987213135,201.27259826660156,123.64404296875,91.26692962646484
