alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,tre,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-1.1803499460220337,-0.05127181485295296,1.7393587827682495,139.0464630126953,37.309288024902344,157.30386352539062,0.8150988817214966,44.2923698425293,11.757795333862305,45.82640838623047,11.760567665100098,6.564051151275635,11.433868408203125,0.08765131700783968,56,se3_log_map,0.6693134307861328,1.4825581312179565,-1.0402052402496338,-0.8120753765106201,162.0012969970703,193.55653381347656,-0.9293453693389893
-1.188162088394165,-0.04477718099951744,1.747659683227539,139.887451171875,34.48969268798828,164.5104217529297,0.7712810039520264,43.18663024902344,13.754541397094727,45.32408142089844,13.758683204650879,8.694482803344727,9.087358474731445,0.10063691798131913,56,se3_log_map,0.6807193160057068,1.490058183670044,-1.0477051734924316,-0.8195754289627075,167.0012664794922,198.55653381347656,4.070651531219482
-1.1858916282653809,-0.04393211379647255,1.754875898361206,135.5958251953125,36.022483825683594,169.59683227539062,0.736821174621582,45.69221878051758,19.25647735595703,49.58417892456055,19.263269424438477,18.006935119628906,14.721826553344727,0.09135211101965979,56,se3_log_map,0.6882534623146057,1.497560977935791,-1.049351692199707,-0.815695583820343,164.84507751464844,202.86280822753906,8.664678573608398
-1.1798046827316284,-0.04389795660972595,1.7567634582519531,131.7102813720703,37.30853271484375,172.1080780029297,0.7404442429542542,47.30720901489258,23.050600051879883,52.6241569519043,23.059370040893555,24.592973709106445,19.329151153564453,0.09135379898361862,56,se3_log_map,0.6886810660362244,1.5016944408416748,-1.0453386306762695,-0.8106775283813477,161.92832946777344,204.74961853027344,12.174748420715332
-1.176205039024353,-0.04345535859465599,1.761151671409607,127.38850402832031,38.556846618652344,175.49349975585938,0.7460074424743652,49.36624526977539,28.020414352416992,56.76416015625,28.031970977783203,33.17190170288086,24.97765350341797,0.08709908399032429,56,se3_log_map,0.6921716928482056,1.5071382522583008,-1.0445175170898438,-0.8067165017127991,159.10165405273438,207.38905334472656,16.1412353515625
-1.1734119653701782,-0.04291638731956482,1.7664895057678223,122.78105163574219,39.76509094238281,179.06871032714844,0.7382497191429138,51.668643951416016,33.473453521728516,61.56395721435547,33.488460540771484,42.45366668701172,31.02655029296875,0.09058750601252541,56,se3_log_map,0.6773715615272522,1.513107180595398,-1.0448167324066162,-0.80301433801651,156.17018127441406,210.16490173339844,20.27295684814453
-1.1709975004196167,-0.043729282915592194,1.7728090286254883,117.57367706298828,40.827064514160156,182.1114044189453,0.7374807000160217,54.715763092041016,38.95984649658203,67.16907501220703,38.979366302490234,51.64030075073242,37.05043029785156,0.08933211502153426,56,se3_log_map,0.6701028347015381,1.5189837217330933,-1.0466582775115967,-0.7980268001556396,152.76968383789062,212.17185974121094,24.375741958618164
-1.1675269603729248,-0.04554302245378494,1.7722269296646118,114.65339660644531,42.466064453125,181.16937255859375,0.7379087209701538,55.685916900634766,40.65876770019531,68.94966888427734,40.679847717285156,53.47229766845703,39.339866638183594,0.09047612798167393,56,se3_log_map,0.6691133975982666,1.5189018249511719,-1.0443986654281616,-0.7943150997161865,149.12249755859375,211.59339904785156,24.706010818481445
-1.1640750169754028,-0.047511450946331024,1.7713547945022583,111.72457122802734,43.9248046875,179.95904541015625,0.7403324842453003,56.646339416503906,42.33686447143555,70.71929168701172,42.35956573486328,55.37857437133789,41.65321350097656,0.09307340095983818,56,se3_log_map,0.6712883710861206,1.5184786319732666,-1.042084813117981,-0.7906028628349304,145.4593048095703,210.64573669433594,24.99897575378418
-1.1602340936660767,-0.05022316053509712,1.7691140174865723,109.27635192871094,45.2227783203125,177.6246795654297,0.7457987070083618,57.49460220336914,43.186336517333984,71.90750122070312,43.21015548706055,55.94389343261719,43.25498962402344,0.0925127100199461,56,se3_log_map,0.6716724634170532,1.5166348218917847,-1.039113163948059,-0.7865520119667053,141.83563232421875,208.66465759277344,24.482772827148438
