file,id_number,ncc,ssim,ssim_ori,mtre,mpd,geo_r,geo_t,alpha2,beta2,gamma2,bx2,by2,bz2
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray041_se3_log_map.csv,41,0.4463443651458978,0.7913567254147168,0.7895978214975226,64.86013793945312,9.023721694946289,7.987174693749047,23.986177444458008,-1.0459178686141968,0.2572732865810394,1.835662603378296,197.291748046875,107.2238998413086,94.14471435546876
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray032_se3_log_map.csv,32,0.45173534851394037,0.7936787517305952,0.7914154857726804,66.72931671142578,9.49444580078125,8.057455919629131,24.96892547607422,-1.0451486110687256,0.258140355348587,1.8371405601501465,195.28659057617188,111.27631378173828,95.98114013671876
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray024_se3_log_map.csv,24,0.4712164928771716,0.7938458914891934,0.8070834316208577,64.44876098632812,9.390318870544434,7.88719471252748,23.469839096069336,-1.0421377420425415,0.2534791231155395,1.8335063457489011,197.1677398681641,108.33599090576172,95.61740112304688
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray016_se3_log_map.csv,16,0.39128888418114516,0.8009363715318819,0.8051710447011668,61.501651763916016,9.303810119628906,6.040995235571195,31.14867782592773,-1.113245725631714,0.238706037402153,1.8242807388305664,184.9945068359375,116.7406768798828,94.5869598388672
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray039_se3_log_map.csv,39,0.43191528756259,0.7840371704719722,0.7818154923698343,65.4462890625,9.305116653442383,8.081888981611128,24.10253524780273,-1.0490802526474,0.2607938945293426,1.8341158628463743,196.62142944335935,107.08736419677734,93.79642486572266
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray001_se3_log_map.csv,1,0.518440406495991,0.8257716150108816,0.8231105596784696,4.26041841506958,0.7217244505882263,0.7338716971080144,2.0203096866607666,-1.122718334197998,0.1072666347026825,1.809267282485962,195.19757080078125,89.58250427246094,117.06483459472656
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray022_se3_log_map.csv,22,0.4652872807261059,0.7840906458048971,0.7970228630783089,67.84355163574219,9.243098258972168,8.222753054525043,25.8453369140625,-1.0454800128936768,0.2618903815746307,1.83377206325531,195.78543090820312,110.77536010742188,94.34900665283205
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray003_se3_log_map.csv,3,0.5025866806694939,0.8098670062486963,0.8221045034633006,66.10137176513672,9.56601619720459,11.284175417288928,32.85465621948242,-1.026526927947998,0.2650729715824127,1.8377798795700075,208.8514404296875,93.7526397705078,89.68498229980469
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray007_se3_log_map.csv,7,0.49224049514237456,0.8280408954395744,0.8187062513800778,63.92058181762695,9.263134956359863,8.099174059381408,23.177949905395508,-1.0408294200897217,0.2572529911994934,1.830090045928955,200.7957000732422,103.8192367553711,94.00856018066406
/home/zsr/project/diffpose/ours/case/wfl/runs/mask/wfl/wfl_xray002_se3_log_map.csv,2,0.520268406144955,0.8245472822738168,0.8274349455129236,10.644707679748535,1.9791759252548218,1.855600440046865,4.994478225708008,-1.103233814239502,0.1153264790773391,1.8098636865615845,198.2672119140625,89.52815246582031,115.98001861572266
