file,id_number,ncc,ssim,ssim_ori,mtre,mpd,geo_r,geo_t,alpha2,beta2,gamma2,bx2,by2,bz2
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray063_se3_log_map.csv,63,0.559544215172282,0.9060615220833458,0.8136539399363591,20.444534301757812,6.465139865875244,4.641706947858755,16.007328033447266,-0.801841139793396,0.1252218186855316,1.930051326751709,246.57943725585935,16.118453979492188,114.3008041381836
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray029_se3_log_map.csv,29,0.49284237638800854,0.8703638984362092,0.7911196801990524,35.822906494140625,8.183277130126953,8.175694034690896,32.37821578979492,-0.8179816007614136,-0.0006825404125265,1.931030035018921,244.879638671875,19.53583526611328,150.19679260253906
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray043_se3_log_map.csv,43,0.5833904792347416,0.9027942962189616,0.8109779990317585,2.663975238800049,2.8236191272735596,0.9062568198339719,1.259062647819519,-0.8282689452171326,0.1188346669077873,1.8788976669311523,247.9261474609375,18.28329467773437,118.08807373046876
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray086_se3_log_map.csv,86,0.46651148955335364,0.8623883021155248,0.7643986053027139,44.58441925048828,37.18407440185547,9.062364057645805,34.4078254699707,-0.6832631230354309,0.0631510987877845,1.9213690757751465,242.9532165527344,51.68183135986328,106.7390594482422
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray023_se3_log_map.csv,23,0.49514379577284395,0.8669896696068445,0.7755344913557949,26.3602352142334,9.534931182861328,6.241127865196546,23.90989112854004,-0.7684609889984131,0.049683354794979,1.9264565706253047,253.9963836669922,25.06940460205078,140.25355529785156
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray020_se3_log_map.csv,20,0.5639599951398321,0.8947770461531924,0.8051350069616707,17.675193786621094,4.15617036819458,3.659277672740267,13.040963172912598,-0.7672210335731506,0.1581472605466842,1.8655197620391848,253.353271484375,29.78795623779297,112.48468017578124
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray073_se3_log_map.csv,73,0.5804536733003519,0.8748795117100855,0.828662187613529,16.960412979125977,3.2610971927642822,3.3706493966053217,13.140022277832031,-0.7785779237747192,0.1660545468330383,1.868159294128418,251.24832153320312,28.65363311767578,109.29978942871094
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray068_se3_log_map.csv,68,0.56997740225411,0.884279137312016,0.8083171086079401,15.120750427246094,3.500380754470825,3.0844629404194137,11.537952423095703,-0.7731225490570068,0.148984894156456,1.8726780414581297,252.3198699951172,28.39710998535156,112.41140747070312
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray010_se3_log_map.csv,10,0.5214617476470124,0.9090397000260944,0.798839570317505,21.249914169311523,5.389255046844482,4.670061084839473,17.301401138305664,-0.8273882865905762,0.1339680552482605,1.8897576332092283,253.76690673828125,13.031402587890623,97.22125244140624
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray049_se3_log_map.csv,49,0.5362896557244943,0.8933722898683313,0.8205241200127465,58.729827880859375,10.998944282531738,12.92123428329337,50.962379455566406,-0.9456271529197692,-0.0457869581878185,1.939493179321289,212.98046875,10.187355041503906,154.2241668701172
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray004_se3_log_map.csv,4,0.5364055125762486,0.8964501667692261,0.8197226646242928,7.010995388031006,1.5348516702651978,1.5312702733466437,6.2262396812438965,-0.7791178822517395,0.1520344614982605,1.8767662048339844,255.341064453125,26.020904541015625,95.61442565917967
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray006_se3_log_map.csv,6,0.5334706398628705,0.9141391112051475,0.7995105480693946,20.777061462402344,5.482789516448975,4.673632454152688,16.765615463256836,-0.8284783363342285,0.1375098526477813,1.8900400400161743,252.94549560546875,13.930206298828123,96.57404327392578
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray040_se3_log_map.csv,40,0.5788690248181347,0.8909177430528272,0.8146505028364288,9.233912467956543,1.9125595092773438,1.9693140192363598,7.556872844696045,-0.7889050245285034,0.119958758354187,1.8692256212234497,253.8955993652344,23.423240661621094,118.88526916503906
/home/zsr/project/diffpose/ours/runs/cma/orizyl_xray054_se3_log_map.csv,54,0.5750873956737128,0.8935636351254117,0.8102077730019485,11.266441345214844,3.080852508544922,2.4591968245489646,8.883743286132812,-0.7797876596450806,0.1285691857337951,1.8676087856292725,255.75791931152344,22.773902893066406,117.41151428222656
