idx,ssim,ssim_ori,tre,mpd,geo_r,geo_t,geo_d,geo_se3,alpha,beta,gamma,bx,by,bz,alpha2,beta2,gamma2,bx2,by2,bz2
2,0.7902673482894897,0.7729417681694031,32.62705612182617,17.644086837768555,6.400279796933926,41.24315643310547,69.43020629882812,41.263877868652344,-0.9272127747535706,0.12675777077674866,1.8601253032684326,213.40921020507812,34.726776123046875,116.04458618164062,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,213.40921020507812,34.726776123046875,116.04458618164062
3,0.8056837916374207,0.7554817795753479,32.64963150024414,20.718217849731445,6.65380243069738,41.50570297241211,71.37444305419922,41.52769088745117,-0.9331797957420349,0.13924483954906464,1.8582507371902466,212.5315399169922,32.97468948364258,115.95262908935547,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,212.5315399169922,32.97468948364258,115.95262908935547
4,0.8195739984512329,0.755927562713623,19.8059024810791,19.701583862304688,6.94315590899764,36.208824157714844,70.58529663085938,36.229042053222656,-0.9209305047988892,0.0845404863357544,1.8584370613098145,225.38311767578125,21.77082061767578,124.71647644042969,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,225.38311767578125,21.77082061767578,124.71647644042969
5,0.8135033249855042,0.7579681277275085,9.319467544555664,10.410582542419434,6.215592356040996,25.00000762939453,59.725337982177734,25.011770248413086,-0.900741696357727,0.07636833935976028,1.8716979026794434,234.68943786621094,17.78667449951172,116.84674835205078,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,234.68943786621094,17.78667449951172,116.84674835205078
6,0.8468402624130249,0.7406394481658936,12.140337944030762,13.339065551757812,10.478934363203779,39.09601974487305,99.45281219482422,39.14930725097656,-0.9683409929275513,0.04293807968497276,1.8588963747024536,227.30032348632812,4.6686553955078125,123.75450134277344,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,227.30032348632812,4.6686553955078125,123.75450134277344
7,0.8387717008590698,0.7453886866569519,9.925564765930176,11.099818229675293,9.158606559353542,34.03357696533203,86.86839294433594,34.0692138671875,-0.9497105479240417,0.06326640397310257,1.8363970518112183,227.91102600097656,9.250015258789062,119.95075988769531,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,227.91102600097656,9.250015258789062,119.95075988769531
8,0.8225089311599731,0.7538507580757141,11.54541301727295,12.592514991760254,9.95239824929527,35.72822570800781,93.91278839111328,35.772560119628906,-0.9733551144599915,0.07132909446954727,1.8486677408218384,222.88687133789062,9.385658264160156,117.61366271972656,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,222.88687133789062,9.385658264160156,117.61366271972656
9,0.8193489909172058,0.7496767044067383,10.753860473632812,12.876605987548828,6.374138859810347,26.289133071899414,61.524330139160156,26.301658630371094,-0.9132211804389954,0.08957774192094803,1.8667726516723633,232.8246307373047,15.901527404785156,116.54811096191406,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,232.8246307373047,15.901527404785156,116.54811096191406
10,0.8386856317520142,0.7462604641914368,10.983878135681152,11.963119506835938,7.746946121620053,30.04107093811035,73.97893524169922,30.062952041625977,-0.9318117499351501,0.0737927109003067,1.8658818006515503,234.6365509033203,6.842063903808594,117.56681060791016,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,234.6365509033203,6.842063903808594,117.56681060791016
11,0.8383568525314331,0.7411574125289917,10.242045402526855,9.705594062805176,5.40494660058637,16.626705169677734,50.011783599853516,16.63313865661621,-0.9105709791183472,0.15366457402706146,1.8799251317977905,231.61708068847656,18.764450073242188,113.15499877929688,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,231.61708068847656,18.764450073242188,113.15499877929688
12,0.8329654932022095,0.7418987154960632,12.558140754699707,10.81603717803955,5.605027211491001,18.44729995727539,52.276123046875,18.454923629760742,-0.9117066860198975,0.15559551119804382,1.886223554611206,230.30767822265625,21.25041961669922,111.55860900878906,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,230.30767822265625,21.25041961669922,111.55860900878906
13,0.8134382963180542,0.7438488006591797,20.75066566467285,10.884800910949707,6.028142677364685,26.0478458404541,58.70115661621094,26.059602737426758,-0.925626814365387,0.13639512658119202,1.8777132034301758,222.52098083496094,26.527389526367188,119.73177337646484,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,222.52098083496094,26.527389526367188,119.73177337646484
14,0.8435662984848022,0.7311964631080627,8.317214012145996,7.209481716156006,4.273106664166286,13.7676420211792,39.75027084350586,13.77100658416748,-0.8923745155334473,0.15107759833335876,1.872621774673462,234.15017700195312,18.866134643554688,114.73316192626953,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,234.15017700195312,18.866134643554688,114.73316192626953
15,0.8517937064170837,0.7349681854248047,7.399350643157959,7.088648319244385,4.328218094541285,13.440679550170898,40.09098815917969,13.444074630737305,-0.8916584849357605,0.1538924276828766,1.875651478767395,234.95262145996094,18.08416748046875,113.39051055908203,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,234.95262145996094,18.08416748046875,113.39051055908203
16,0.8485591411590576,0.7429499626159668,16.358922958374023,8.043079376220703,5.100460920142217,22.547821044921875,49.895259857177734,22.555438995361328,-0.8928456902503967,0.1778808981180191,1.8797361850738525,228.40744018554688,26.842342376708984,108.52574157714844,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,228.40744018554688,26.842342376708984,108.52574157714844
17,0.8443875312805176,0.7264547944068909,5.989205837249756,6.876084804534912,4.2132610930737675,12.246965408325195,38.75367736816406,12.249923706054688,-0.8894644379615784,0.15565544366836548,1.8727502822875977,236.6875457763672,15.543083190917969,113.796875,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,236.6875457763672,15.543083190917969,113.796875
18,0.8306339383125305,0.7201141715049744,8.571738243103027,8.157610893249512,4.368015038683821,13.761029243469238,40.52600860595703,13.764444351196289,-0.8956793546676636,0.142625629901886,1.875938057899475,233.84841918945312,18.055641174316406,117.4543685913086,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,233.84841918945312,18.055641174316406,117.4543685913086
19,0.8320175409317017,0.7179821729660034,8.99193000793457,10.764870643615723,5.513448909363684,17.213430404663086,51.100406646728516,17.21999168395996,-0.9109371304512024,0.15259099006652832,1.8861886262893677,233.4346466064453,15.670318603515625,108.80337524414062,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,233.4346466064453,15.670318603515625,108.80337524414062
20,0.8458690643310547,0.7367855310440063,14.286163330078125,8.597750663757324,4.737074311088515,19.188243865966797,45.57502365112305,19.193872451782227,-0.8986400961875916,0.14874912798404694,1.8834381103515625,229.56260681152344,24.11829376220703,113.05128479003906,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,229.56260681152344,24.11829376220703,113.05128479003906
21,0.8427915573120117,0.7426036596298218,9.86853313446045,7.30888557434082,4.178830819807407,15.601524353027344,39.66437530517578,15.605108261108398,-0.8943268656730652,0.14253512024879456,1.8643372058868408,232.40768432617188,20.374374389648438,114.19367218017578,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,232.40768432617188,20.374374389648438,114.19367218017578
22,0.8342684507369995,0.7417891025543213,9.377181053161621,11.166239738464355,5.100126514080453,16.054811477661133,47.31416320800781,16.060009002685547,-0.9093531370162964,0.12369437515735626,1.879321813583374,232.66323852539062,15.498680114746094,113.34172058105469,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,232.66323852539062,15.498680114746094,113.34172058105469
23,0.857306718826294,0.7484108805656433,7.863993167877197,7.482064723968506,4.4913046523727,14.103643417358398,41.65434646606445,14.1074800491333,-0.9009479880332947,0.1272752583026886,1.8684711456298828,233.5960235595703,17.278640747070312,117.86486053466797,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,233.5960235595703,17.278640747070312,117.86486053466797
24,0.8460605144500732,0.7391247153282166,6.352272033691406,6.9055047035217285,3.88572805942643,11.490030288696289,35.803165435791016,11.492409706115723,-0.8895891904830933,0.1364910751581192,1.8692399263381958,236.4080352783203,16.6162109375,117.45391082763672,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,236.4080352783203,16.6162109375,117.45391082763672
25,0.8497275114059448,0.7552502155303955,8.194478034973145,7.607398986816406,5.465693975215383,17.7839298248291,50.90470504760742,17.790925979614258,-0.916569709777832,0.1356838047504425,1.8741686344146729,230.2169647216797,15.667274475097656,116.46661376953125,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,230.2169647216797,15.667274475097656,116.46661376953125
26,0.8488465547561646,0.7413990497589111,7.5290069580078125,7.3297553062438965,4.636448248612979,14.599725723266602,43.01413345336914,14.603897094726562,-0.9023436903953552,0.11964771896600723,1.8732746839523315,233.41165161132812,16.422752380371094,120.0702896118164,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,233.41165161132812,16.422752380371094,120.0702896118164
27,0.8538419604301453,0.7418162226676941,6.832629680633545,7.893571376800537,4.7260122459917895,14.233407974243164,43.62925720214844,14.23758316040039,-0.9027618169784546,0.13205666840076447,1.8787904977798462,235.05807495117188,13.677642822265625,114.24541473388672,1.7960001230239868,-0.6848999857902527,-0.6801999807357788,235.05807495117188,13.677642822265625,114.24541473388672
