ID,TRE(mm),MPD(px),TRE_Status,MPD_Status,alpha,beta,gamma,bx,by,bz,file
63,18.65,13.86,失败,失败,-0.9465,0.0243,1.8930,225.64,-6.95,135.89,localncczyl_xray063_se3_log_map.csv
49,10.17,8.28,失败,成功,-0.7326,0.1528,1.8656,255.33,32.81,115.40,localncczyl_xray049_se3_log_map.csv
67,38.18,31.06,失败,失败,-0.8447,0.2489,1.9226,207.04,29.59,104.17,localncczyl_xray067_se3_log_map.csv
14,35.93,46.81,失败,失败,-0.9212,0.1468,1.8985,238.43,-2.40,144.85,localncczyl_xray014_se3_log_map.csv
68,9.18,3.95,成功,成功,-0.7715,0.1503,1.8638,249.45,31.84,113.43,localncczyl_xray068_se3_log_map.csv
50,8.74,3.40,成功,成功,-0.7845,0.1307,1.8634,247.38,29.15,118.38,localncczyl_xray050_se3_log_map.csv
16,10.41,9.24,失败,成功,-0.9671,0.0737,1.8848,223.43,1.14,126.02,localncczyl_xray016_se3_log_map.csv
36,11.71,9.40,失败,成功,-0.9722,0.0505,1.8713,223.93,-2.01,131.35,localncczyl_xray036_se3_log_map.csv
72,59.47,70.99,失败,失败,-0.9594,0.0805,2.0205,230.95,-26.70,173.76,localncczyl_xray072_se3_log_map.csv
62,4.01,5.07,成功,成功,-0.7050,0.1849,1.8726,261.19,30.48,107.85,localncczyl_xray062_se3_log_map.csv
51,41.74,40.95,失败,失败,-0.8407,0.0228,1.8463,207.02,25.78,127.07,localncczyl_xray051_se3_log_map.csv
41,28.83,35.33,失败,失败,-0.9981,0.1630,1.9329,225.97,-7.57,129.26,localncczyl_xray041_se3_log_map.csv
73,26.08,25.44,失败,失败,-0.9271,0.1489,1.8927,205.35,16.39,102.30,localncczyl_xray073_se3_log_map.csv
11,35.23,45.23,失败,失败,-0.8182,0.0779,1.8711,236.37,30.46,97.81,localncczyl_xray011_se3_log_map.csv
77,50.19,29.21,失败,失败,-0.8579,0.1284,1.9301,196.90,39.81,115.48,localncczyl_xray077_se3_log_map.csv
20,9.74,9.20,成功,成功,-0.9712,0.0846,1.8776,220.73,4.00,124.18,localncczyl_xray020_se3_log_map.csv
22,55.83,49.32,失败,失败,-0.8280,0.1067,1.7457,195.53,34.61,117.36,localncczyl_xray022_se3_log_map.csv
4,4.12,2.79,成功,成功,-0.8193,0.0991,1.8651,246.73,25.20,106.21,localncczyl_xray004_se3_log_map.csv
