file,id_number,tre,mpd,alpha,beta,gamma,bx,by,bz
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray030_se3_log_map.csv,30,2.129289388656616,1.7893401384353638,-0.8147154450416565,0.1202096492052078,1.8646191358566284,248.20242309570312,22.00684356689453,118.50857543945312
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray031_se3_log_map.csv,31,2.485623359680176,1.6571950912475586,-0.7977968454360962,0.1309913992881775,1.858463168144226,250.8421173095703,24.151031494140625,118.01759338378906
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray052_se3_log_map.csv,52,2.5745115280151367,2.619776964187622,-0.8588548302650452,0.0985449478030204,1.862511157989502,240.8671722412109,15.744979858398438,123.5919952392578
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray009_se3_log_map.csv,9,3.2054245471954346,2.175610303878784,-0.8226431608200073,0.0984133780002594,1.8513413667678835,250.1435394287109,20.059471130371094,107.8050537109375
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray055_se3_log_map.csv,55,3.3612711429595947,3.265620231628418,-0.8635046482086182,0.0922951996326446,1.8500138521194456,241.509765625,12.77996826171875,128.11676025390625
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray059_se3_log_map.csv,59,3.758229970932007,3.1693694591522217,-0.8748539686203003,0.0792873352766037,1.8401240110397337,240.31640625,12.069091796875,129.26510620117188
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray010_se3_log_map.csv,10,3.887645721435547,2.5537216663360596,-0.828739583492279,0.0905866995453834,1.8561561107635496,249.6125946044922,18.75391387939453,108.62646484375
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray012_se3_log_map.csv,12,3.976799726486206,1.9651551246643066,-0.7906537055969238,0.1364126652479171,1.860557079315185,250.8702392578125,26.31658935546875,116.8826904296875
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray062_se3_log_map.csv,62,4.009952068328857,5.066052436828613,-0.7050228118896484,0.1849330514669418,1.8725661039352417,261.1893310546875,30.484569549560547,107.85015869140624
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray004_se3_log_map.csv,4,4.120018482208252,2.791426658630371,-0.8193387389183044,0.0991483703255653,1.865135908126831,246.73464965820312,25.201488494873047,106.20740509033205
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray005_se3_log_map.csv,5,4.354865550994873,5.298511028289795,-0.8212517499923706,0.1147254034876823,1.8052159547805784,248.1295623779297,24.269371032714844,107.1717529296875
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray027_se3_log_map.csv,27,4.842024803161621,2.3713431358337402,-0.7853256464004517,0.1378852277994156,1.8577673435211184,251.14862060546875,27.57978057861328,116.53439331054688
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray056_se3_log_map.csv,56,4.894629955291748,4.817206859588623,-0.8970959782600403,0.0765527263283729,1.8523199558258057,234.49923706054688,11.0677490234375,128.07020568847656
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray057_se3_log_map.csv,57,5.287844657897949,5.241579532623291,-0.8983629941940308,0.0754495039582252,1.8585683107376096,233.40028381347656,12.346809387207031,128.02574157714844
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray082_se3_log_map.csv,82,5.4376959800720215,1.7467659711837769,-0.815269947052002,0.1505307257175445,1.8691823482513428,245.55987548828125,25.21076202392578,112.42497253417967
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray043_se3_log_map.csv,43,5.473018169403076,5.622917175292969,-0.8974557518959045,0.0796391293406486,1.8612310886383057,234.8781890869141,12.827224731445312,126.92341613769533
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray042_se3_log_map.csv,42,5.551619052886963,5.522674083709717,-0.8996413350105286,0.090393416583538,1.8601295948028564,233.45249938964844,13.341957092285156,124.50287628173828
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray076_se3_log_map.csv,76,5.712859630584717,2.805933952331543,-0.8182640075683594,0.1008830368518829,1.8541021347045896,245.6851043701172,24.39739990234375,122.83384704589844
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray047_se3_log_map.csv,47,5.76672887802124,5.146236896514893,-0.8981929421424866,0.0791256874799728,1.857824444770813,236.3858184814453,9.515998840332031,126.96426391601562
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray070_se3_log_map.csv,70,5.843595027923584,3.9048821926116943,-0.8337517976760864,0.1125999987125396,1.8600748777389529,242.5489044189453,22.277740478515625,119.19670104980467
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray003_se3_log_map.csv,3,5.939105987548828,2.104295492172241,-0.821437656879425,0.1055827215313911,1.860926866531372,244.83331298828125,26.73326873779297,105.89104461669922
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray079_se3_log_map.csv,79,5.98970365524292,5.792507171630859,-0.8593763113021851,0.1000035628676414,1.86236572265625,239.346435546875,19.04462432861328,120.8611068725586
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray021_se3_log_map.csv,21,6.035790920257568,3.5136497020721436,-0.7760763764381409,0.1458538472652435,1.8538485765457156,251.93307495117188,28.95594024658203,115.92774200439452
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray081_se3_log_map.csv,81,6.598127841949463,1.6347378492355347,-0.8075588941574097,0.1428709030151367,1.869121789932251,246.14047241210935,26.891433715820312,114.07855224609376
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray064_se3_log_map.csv,64,7.494802474975586,7.238742828369141,-0.825441837310791,0.0947800055146217,1.8997986316680908,238.7996826171875,20.25213623046875,123.02839660644533
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray087_se3_log_map.csv,87,7.680868625640869,2.318819761276245,-0.8035331964492798,0.1344972550868988,1.8637343645095823,246.09896850585935,27.9246826171875,115.68939971923828
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray085_se3_log_map.csv,85,8.000476837158203,7.608964443206787,-0.8867622017860413,0.0784098878502845,1.865800857543945,234.6522674560547,17.522659301757812,125.05579376220705
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray058_se3_log_map.csv,58,8.47988224029541,3.4910004138946533,-0.831058919429779,0.074952132999897,1.8673118352890012,241.8479461669922,24.650070190429688,128.15280151367188
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray086_se3_log_map.csv,86,8.572261810302734,3.5254647731781006,-0.7721825242042542,0.1575989723205566,1.8569813966751096,250.77114868164065,32.39476013183594,112.69048309326172
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray050_se3_log_map.csv,50,8.735615730285645,3.404555320739746,-0.7845436930656433,0.1306667178869247,1.8633989095687864,247.3802795410156,29.149009704589844,118.38088989257812
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray068_se3_log_map.csv,68,9.184081077575684,3.9478466510772705,-0.7715277075767517,0.1502853780984878,1.863816261291504,249.4470672607422,31.842300415039062,113.425048828125
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray075_se3_log_map.csv,75,9.583307266235352,3.2582178115844727,-0.7761807441711426,0.131261259317398,1.860094785690308,249.23629760742188,32.24232482910156,116.80883026123048
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray020_se3_log_map.csv,20,9.741321563720703,9.203839302062988,-0.9712295532226562,0.0845830664038658,1.8775869607925413,220.7308654785156,4.001388549804688,124.1801528930664
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray053_se3_log_map.csv,53,9.95937728881836,9.1377592086792,-0.973579466342926,0.0802807733416557,1.8813230991363523,220.51956176757807,1.7968978881835938,124.96170043945312
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray002_se3_log_map.csv,2,10.121724128723145,11.995835304260254,-0.8222509622573853,0.0356934368610382,1.9238604307174685,248.97467041015625,15.709762573242188,127.27972412109376
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray080_se3_log_map.csv,80,10.133926391601562,2.647559642791748,-0.8051125407218933,0.1701410263776779,1.873915791511536,243.75515747070312,30.22784805297852,107.9738311767578
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray049_se3_log_map.csv,49,10.17255973815918,8.283998489379883,-0.7325997352600098,0.1527522653341293,1.865572690963745,255.33029174804688,32.809722900390625,115.39712524414062
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray016_se3_log_map.csv,16,10.414252281188965,9.244236946105957,-0.9670532941818236,0.0736758187413215,1.884820342063904,223.4335479736328,1.139923095703125,126.01931762695312
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray038_se3_log_map.csv,38,10.72338581085205,11.668648719787598,-0.914259910583496,0.1002800986170768,1.97553551197052,223.9570159912109,8.867828369140625,123.96995544433594
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray044_se3_log_map.csv,44,10.94536304473877,13.182024955749512,-0.9199219942092896,0.0449888966977596,1.9672861099243164,223.4182281494141,5.4379730224609375,136.9893341064453
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray065_se3_log_map.csv,65,11.262593269348145,13.63586139678955,-0.8378335237503052,0.033914178609848,1.9618302583694456,234.5456695556641,11.288955688476562,131.59494018554688
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray036_se3_log_map.csv,36,11.70846176147461,9.404210090637207,-0.972200095653534,0.0504874102771282,1.8712764978408811,223.92807006835935,-2.0109100341796875,131.35025024414062
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray060_se3_log_map.csv,60,11.835640907287598,10.268195152282715,-0.9900910258293152,0.0569729134440422,1.879406452178955,219.0637664794922,-2.0627212524414062,129.68272399902344
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray061_se3_log_map.csv,61,12.16747760772705,8.943099021911621,-0.97084778547287,0.0534486025571823,1.8655169010162356,224.68019104003903,-3.625923156738281,130.83203125
/home/zsr/project/diffpose/ours/abret/ln/localncczyl_xray040_se3_log_map.csv,40,12.450531005859375,10.08198070526123,-0.9845937490463256,0.0509952381253242,1.8711392879486084,221.3938751220703,-3.511505126953125,130.7484588623047
