alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization
1.2548056840896606,-0.14281094074249268,-1.636772632598877,112.68891906738281,326.1141357421875,260.3509521484375,0.6597416400909424,24.81221580505371,40.073551177978516,47.13317108154297,40.07697677612305,7.294666290283203,0.04667948803398758,79,se3_log_map
1.2546489238739014,-0.1457967609167099,-1.6479321718215942,101.95423889160156,330.19171142578125,257.9126892089844,0.6749234199523926,27.620853424072266,39.978172302246094,48.591827392578125,39.982696533203125,7.503713130950928,0.045582387945614755,79,se3_log_map
1.2566642761230469,-0.1512182652950287,-1.6520551443099976,107.24491119384766,327.4634704589844,260.0530700683594,0.7154181003570557,31.053922653198242,40.36398696899414,50.92737579345703,40.36901092529297,7.527020454406738,0.04598697298206389,79,se3_log_map
1.251371145248413,-0.1523045003414154,-1.6544151306152344,108.20054626464844,328.2474060058594,258.8897705078125,0.7277759313583374,31.111047744750977,39.16729736328125,50.01974105834961,39.17204666137695,7.410070896148682,0.045712967053987086,79,se3_log_map
1.2440731525421143,-0.15243710577487946,-1.6556400060653687,107.5588150024414,330.0779113769531,256.92193603515625,0.7181723117828369,30.615482330322266,37.55282974243164,48.45124053955078,37.55732345581055,7.281086444854736,0.046012058039195836,79,se3_log_map
1.239469051361084,-0.1509624570608139,-1.6528117656707764,108.44855499267578,330.6735534667969,256.5777893066406,0.7157512903213501,28.974641799926758,36.653499603271484,46.722679138183594,36.65742492675781,7.18344783782959,0.04614446102641523,79,se3_log_map
1.235958456993103,-0.14916963875293732,-1.6478396654129028,111.0791015625,330.27716064453125,257.2215270996094,0.7378794550895691,26.901105880737305,36.19003677368164,45.09310531616211,36.193363189697266,7.099292278289795,0.057173485052771866,79,se3_log_map
1.2335522174835205,-0.14629341661930084,-1.6416308879852295,113.45915222167969,329.5686340332031,259.2664794921875,0.7252373695373535,24.297630310058594,36.42659378051758,43.786659240722656,36.42938995361328,7.06487512588501,0.04671074205543846,79,se3_log_map
1.2308777570724487,-0.14305004477500916,-1.6386969089508057,112.54723358154297,330.2808837890625,259.9447326660156,0.7516716718673706,22.24656105041504,36.0493278503418,42.36111068725586,36.051788330078125,7.046052932739258,0.0543366470374167,79,se3_log_map
1.2273448705673218,-0.13999386131763458,-1.636126160621643,111.05856323242188,331.54254150390625,259.8621826171875,0.7176400423049927,20.484394073486328,35.257755279541016,40.77646255493164,35.25993728637695,7.002000331878662,0.0461597639368847,79,se3_log_map
1.223278522491455,-0.13847821950912476,-1.6317393779754639,113.35060119628906,331.8311462402344,259.36871337890625,0.7509748935699463,19.520118713378906,34.284671783447266,39.452171325683594,34.28669738769531,6.8653130531311035,0.04742507194168866,79,se3_log_map
1.21931791305542,-0.1371724009513855,-1.6262867450714111,117.22466278076172,331.7142028808594,258.9078369140625,0.7281357049942017,19.015350341796875,33.59785079956055,38.605690002441406,33.5997428894043,6.695343971252441,0.04679976298939437,79,se3_log_map
1.21567702293396,-0.13621939718723297,-1.6239672899246216,118.5001220703125,332.555908203125,257.70733642578125,0.7269642353057861,19.14351463317871,32.49458312988281,37.714351654052734,32.49644088745117,6.552613735198975,0.04688636597711593,79,se3_log_map
1.2129981517791748,-0.13497887551784515,-1.6233501434326172,117.90799713134766,333.8037414550781,256.6014099121094,0.7402125597000122,19.140785217285156,31.250524520874023,36.646488189697266,31.252342224121094,6.446164131164551,0.047126597026363015,79,se3_log_map
1.2134292125701904,-0.1324426829814911,-1.6241692304611206,115.94694519042969,334.71343994140625,256.54827880859375,0.7370337247848511,17.90367317199707,30.660551071166992,35.50508499145508,30.662141799926758,6.402424335479736,0.04675368603784591,79,se3_log_map
1.214442253112793,-0.13005225360393524,-1.6240936517715454,115.79168701171875,334.7703857421875,257.4248352050781,0.7438393831253052,16.585912704467773,30.691280364990234,34.886207580566406,30.69263458251953,6.361796855926514,0.046471834066323936,79,se3_log_map
1.2152942419052124,-0.12795817852020264,-1.6228761672973633,117.511962890625,334.288818359375,258.3682556152344,0.7510955929756165,15.439020156860352,30.964059829711914,34.59965896606445,30.965248107910156,6.28800106048584,0.04623847908806056,79,se3_log_map
