id_number,file,ncc,ssim,mtre,mpd,geo_r,geo_t,alpha2,beta2,gamma2,bx2,by2,bz2
106,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray106_se3_log_map.csv,0.7568179368972778,0.8204843401908875,0.2219399213790893,1.6245132684707642,0.2467979305706832,2.437188148498535,1.5661684274673462,-0.0008281767368316,-1.364884853363037,256.3301696777344,382.46392822265625,145.5904541015625
65,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray065_se3_log_map.csv,0.8080576658248901,0.790863037109375,0.1337078660726547,1.769026756286621,0.10438536591694356,1.6891131401062012,1.6352766752243042,-0.041388913989067,-1.462594509124756,217.0611114501953,372.50982666015625,144.87777709960938
91,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray091_se3_log_map.csv,0.8034548759460449,0.8246371746063232,0.3610409200191498,1.7436944246292114,0.11671566536006746,1.8515129089355469,1.1955050230026243,0.0093042105436325,-1.4487706422805786,342.04351806640625,323.35711669921875,147.25357055664062
97,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray097_se3_log_map.csv,0.8203014731407166,0.8023629784584045,0.6519050598144531,0.880435049533844,0.6933259670944356,4.421711444854736,1.523513674736023,-0.037745289504528,-1.449394702911377,316.2426147460937,382.3275146484375,152.6206817626953
53,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray053_se3_log_map.csv,0.8167110681533813,0.7983538508415222,0.3656514286994934,1.9783838987350464,0.27369146561441376,1.7636325359344482,1.1958510875701904,0.0017813746817409,-1.471609592437744,392.067138671875,419.7832946777344,114.69026184082033
68,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray068_se3_log_map.csv,0.7220487594604492,0.7927377223968506,0.0950036123394966,1.6942319869995117,0.18358570834466018,0.6322839856147766,1.2945650815963743,0.0572067461907863,-1.5960936546325684,245.310302734375,304.7649230957031,137.42831420898438
92,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray092_se3_log_map.csv,0.8159879446029663,0.7652707695960999,0.2486054599285125,0.9868744015693665,0.3064807395945327,2.2701382637023926,1.5244762897491455,-0.0315868370234966,-1.4496010541915894,315.9416198730469,381.84185791015625,152.36524963378906
13,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray013_se3_log_map.csv,0.8138946890830994,0.8426374197006226,0.2303769737482071,1.6608814001083374,0.11232752997262604,1.755764722824097,1.5651181936264038,-0.0360897071659565,-1.5001327991485596,189.30169677734372,379.7244567871094,136.8961639404297
40,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray040_se3_log_map.csv,0.7652305364608765,0.8489322662353516,0.1543264836072921,1.654363751411438,0.10036219700041707,1.6526025533676147,1.470727562904358,0.0468013994395732,-1.581220030784607,184.2499847412109,351.5564270019531,155.0753631591797
19,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray019_se3_log_map.csv,0.8235266208648682,0.8478542566299438,0.178370252251625,1.8124252557754517,0.1559611957419326,1.6759196519851685,1.5537536144256592,-0.0422257371246814,-1.4886741638183594,203.0958251953125,346.0465087890625,135.41168212890625
69,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray069_se3_log_map.csv,0.7176721692085266,0.8357043266296387,0.523314356803894,2.0363218784332275,0.42897078080420675,1.9195054769515991,1.4170995950698853,-0.6303954124450684,-1.4441888332366943,279.1887512207031,222.3317108154297,217.8883514404297
61,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray061_se3_log_map.csv,0.8048416972160339,0.8559039831161499,0.2142142057418823,1.6388581991195679,0.19552814679062186,1.7256388664245603,1.4581880569458008,-0.0243046414107084,-1.475949764251709,237.3673553466797,399.4849853515625,127.9644775390625
107,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray107_se3_log_map.csv,0.7385634779930115,0.8219567537307739,0.1599837690591812,1.6350902318954468,0.12557342966651797,1.92323899269104,1.566551923751831,-0.0013979678042232,-1.3667937517166138,244.2035675048828,382.36724853515625,148.3286895751953
70,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray070_se3_log_map.csv,0.8341299295425415,0.8466498255729675,0.2705152630805969,1.43598473072052,0.24499034109563098,1.8698548078536987,1.5221422910690308,-0.0296780820935964,-1.4497301578521729,290.03887939453125,380.8772277832031,155.07879638671875
41,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray041_se3_log_map.csv,0.7507689595222473,0.8347029089927673,0.364468902349472,1.1999623775482178,0.3496884627139222,2.506919384002685,1.5565760135650637,0.050791285932064,-1.5780761241912842,173.39059448242188,339.48809814453125,154.7111358642578
95,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray095_se3_log_map.csv,0.8126376867294312,0.7810701727867126,0.3588055074214935,1.2427219152450562,0.5066443616719809,3.435538053512573,1.5244741439819336,-0.0446357205510139,-1.448833465576172,315.1039733886719,382.3290100097656,152.73411560058594
58,/home/zsr/project/diffpose/ours/deepfluoro/runs/mask/1/specimen01_xray058_se3_log_map.csv,0.8103487491607666,0.8802851438522339,0.321499228477478,1.6588915586471558,0.22993172928480937,1.9051724672317505,1.291194200515747,-0.0090199736878275,-1.4752719402313232,260.7143859863281,421.7296142578125,126.8124542236328
