id_number,file,ncc,ssim,mtre,mpd,geo_r,geo_t,alpha2,beta2,gamma2,bx2,by2,bz2
77,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray077_se3_log_map.csv,0.7990509271621704,0.7182597517967224,0.333791434764862,2.153095006942749,0.4457454843402579,2.2962634563446045,1.412784218788147,-0.0990468114614486,-1.644312620162964,93.3043975830078,339.8499755859375,250.39427185058597
75,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray075_se3_log_map.csv,0.7831990122795105,0.7117477655410767,0.2037460952997207,1.8476755619049072,0.38992516068457844,1.4401676654815674,1.5845550298690796,-0.0831409096717834,-1.6570754051208496,71.73495483398438,315.31170654296875,246.21517944335935
71,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray071_se3_log_map.csv,0.7208755016326904,0.8058322072029114,0.4064276218414306,1.987083077430725,0.46331476654975395,1.8225353956222532,1.53367018699646,-0.0009473563404753,-1.5834563970565796,199.48231506347656,294.9965515136719,248.05191040039065
67,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray067_se3_log_map.csv,0.7315942049026489,0.7755793929100037,0.3319161832332611,1.9416459798812866,0.18314380849788814,2.2037107944488525,1.611272931098938,0.0135280741378664,-1.5818967819213867,166.34188842773438,305.3348999023437,246.0786895751953
28,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray028_se3_log_map.csv,0.8421926498413086,0.80726158618927,1.0660090446472168,1.613132119178772,0.781830861948016,3.574471473693848,1.6664247512817385,0.004651385359466,-1.5531210899353027,196.3795166015625,261.2789611816406,237.52410888671875
60,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray060_se3_log_map.csv,0.7970481514930725,0.7872298359870911,0.3159796893596649,1.7951200008392334,0.22928618266054868,2.549438953399658,2.222350597381592,0.0155676649883389,-1.5685932636260986,68.95642852783203,368.3640747070313,244.43539428710935
34,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray034_se3_log_map.csv,0.7755187749862671,0.7214070558547974,0.994613230228424,1.3219116926193237,0.09519473033241332,5.115784645080566,1.6798686981201172,0.0024924902245402,-1.654023051261902,41.85466766357422,256.4156799316406,292.14715576171875
64,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray064_se3_log_map.csv,0.7705097794532776,0.8501530885696411,0.2731652855873108,1.4147567749023438,0.3098092648799411,1.93778133392334,1.8866620063781736,0.0157610736787319,-1.5761746168136597,126.86993408203124,339.8936767578125,245.42962646484372
37,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray037_se3_log_map.csv,0.7418137788772583,0.7759244441986084,0.3843859434127807,1.5815527439117432,0.41752531227926637,2.2383739948272705,1.7176413536071775,0.0067220549099147,-1.5821012258529663,177.14706420898438,321.7918395996094,247.30430603027344
100,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray100_se3_log_map.csv,0.754915714263916,0.8625706434249878,0.2689332664012909,2.0998647212982178,0.23164214257825844,1.4500398635864258,2.1095666885375977,-0.0274730343371629,-1.6773478984832764,34.5320930480957,223.60194396972656,234.9771423339844
86,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray086_se3_log_map.csv,0.7912019491195679,0.6877731084823608,0.407550185918808,1.6306861639022827,0.43172808799455753,1.7124900817871094,1.7724395990371704,-0.0641126558184623,-1.6650760173797607,50.53485107421875,284.6034240722656,260.9579162597656
97,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray097_se3_log_map.csv,0.7621597051620483,0.8447257280349731,0.4366968274116516,1.827683448791504,0.30191238765696127,1.9039313793182373,2.1938061714172363,-0.0180289074778556,-1.678341031074524,33.452083587646484,207.0538024902344,233.71165466308597
38,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray038_se3_log_map.csv,0.7775253057479858,0.7961059808731079,0.4792264103889465,1.7241483926773071,0.344254551705649,2.8098678588867188,1.8896613121032717,0.0103069879114627,-1.579960823059082,150.96536254882812,342.6828918457031,245.76174926757807
3,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray003_se3_log_map.csv,0.8022838234901428,0.680398166179657,0.5486575365066528,1.9055960178375244,0.5650796031626082,1.332284927368164,1.716163992881775,0.0035660937428474,-1.6759506464004517,66.2203140258789,251.87680053710935,249.3432159423828
48,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray048_se3_log_map.csv,0.7345801591873169,0.778391420841217,0.852886438369751,1.2479645013809204,0.45269411702599544,4.414441585540772,1.880350947380066,-0.2373499125242233,-1.612109661102295,152.98867797851562,337.0500183105469,292.1041564941406
53,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray053_se3_log_map.csv,0.6605329513549805,0.778145432472229,0.53504478931427,1.8227636814117432,0.47436660189805707,2.5656564235687256,1.529908537864685,-0.2384467124938964,-1.5316706895828247,197.908935546875,291.9808044433594,280.1780090332031
83,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray083_se3_log_map.csv,0.790258526802063,0.7671486139297485,0.1706836372613906,1.8209036588668823,0.09795099290559695,1.4701011180877686,2.02296781539917,-0.0373588651418685,-1.676341533660889,35.576210021972656,238.3677520751953,255.51959228515625
76,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray076_se3_log_map.csv,0.802300751209259,0.7343233823776245,0.2952541708946228,1.5915107727050781,0.2799403922935307,1.8464388847351076,1.5008167028427124,-0.0887965932488441,-1.6500920057296753,81.69489288330078,327.7268371582031,248.2353363037109
102,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray102_se3_log_map.csv,0.7903743982315063,0.8456829786300659,0.1627803593873977,1.8439662456512451,0.11747804839671873,1.494821548461914,1.9342204332351685,-0.0481916405260562,-1.6736918687820437,41.51129913330078,256.3666381835937,238.68756103515625
88,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray088_se3_log_map.csv,0.7994006276130676,0.7192610502243042,0.1824849843978881,2.138601779937744,0.24774063060142276,1.241219162940979,1.5855133533477783,-0.0814599990844726,-1.6535353660583496,70.26051330566406,314.98883056640625,264.6492919921875
21,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray021_se3_log_map.csv,0.847558856010437,0.7825877666473389,1.323099136352539,1.4488898515701294,0.8430251784426616,4.5961222648620605,1.6745110750198364,0.0005227625370025,-1.5669363737106323,221.92062377929688,267.6305847167969,268.8691101074219
33,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray033_se3_log_map.csv,0.7904968857765198,0.6886656284332275,0.8056948781013489,2.060518741607666,0.7697495697739863,1.9859377145767207,1.680162787437439,0.0002192854881286,-1.645424723625183,49.180511474609375,255.77865600585935,221.4317779541016
43,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray043_se3_log_map.csv,0.7912733554840088,0.774480938911438,0.7198951840400696,0.8407032489776611,0.29182851064679904,3.6058292388916016,1.971597909927368,0.0097725456580519,-1.5789861679077148,137.31581115722656,351.5594177246094,246.1969451904297
15,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray015_se3_log_map.csv,0.8632238507270813,0.8053170442581177,1.5530810356140137,1.55484938621521,0.9605299851098935,5.273497104644775,1.6837981939315796,0.0011513534700497,-1.581936955451965,215.0564727783203,266.7284240722656,270.6547241210937
27,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray027_se3_log_map.csv,0.8487359285354614,0.8039418458938599,1.0199068784713743,1.4489338397979736,0.6378168322143529,4.069813251495361,1.6654541492462158,0.0039774579927325,-1.5626386404037476,194.29405212402344,261.9176940917969,247.91207885742188
11,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray011_se3_log_map.csv,0.8489359021186829,0.7867517471313477,1.5841543674468994,1.8473469018936157,0.995098563546384,5.190479278564453,1.699800729751587,0.0037711947225034,-1.6378350257873535,216.17242431640625,269.3403625488281,278.405029296875
55,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray055_se3_log_map.csv,0.6811478137969971,0.7446383833885193,0.4543461203575134,1.7388200759887695,0.4241351943672267,2.0005760192871094,1.3720378875732422,-0.2223511040210724,-1.4992718696594238,213.91954040527344,269.21051025390625,273.1890869140625
2,/home/zsr/project/diffpose/ours/deepfluoro/runs/wsr/2/specimen02_xray002_se3_log_map.csv,0.7871212363243103,0.6924583315849304,0.4027759730815887,1.5284781455993652,0.4350174535287245,0.9544193148612976,1.6628434658050537,-0.0012916624546051,-1.6751775741577148,48.44294357299805,257.4660339355469,251.76611328125
