id_number,file,ncc,ssim,mtre,mpd,geo_r,geo_t,alpha2,beta2,gamma2,bx2,by2,bz2
10,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray010_se3_log_map.csv,0.8582465648651123,0.8639365434646606,0.4293517172336578,1.5500633716583252,0.5148356066556605,1.8988076448440552,1.6342767477035522,0.0537430942058563,-1.553866267204285,113.01060485839844,382.2973937988281,95.14075469970705
6,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray006_se3_log_map.csv,0.8574402332305908,0.8509350419044495,0.5629469156265259,2.047468900680542,0.4165067301861006,2.31467342376709,2.0607264041900635,0.0887726172804832,-1.523508071899414,24.437767028808597,301.709716796875,87.23546600341797
9,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray009_se3_log_map.csv,0.7853814959526062,0.8309824466705322,2.2306039333343506,2.793201208114624,1.3569260937991976,10.996689796447754,1.6333653926849363,0.0437289103865623,-1.561310887336731,53.86518478393555,384.9650573730469,85.99543762207031
14,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray014_se3_log_map.csv,0.8820878863334656,0.8972753882408142,0.1362476199865341,2.244023084640503,0.16082908495592846,1.0921586751937866,1.6393061876296997,0.1033496633172035,-1.555670976638794,150.3865966796875,179.78529357910156,122.42417907714844
16,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray016_se3_log_map.csv,0.8500780463218689,0.8578442335128784,0.3406657874584198,1.192720651626587,0.3788060412766868,1.5445034503936768,1.6395124197006226,0.1017541289329528,-1.5539073944091797,135.61181640625,380.652099609375,75.81714630126953
13,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray013_se3_log_map.csv,0.9070798754692078,0.8891482949256897,0.5426747798919678,2.7173140048980713,0.24957878182487883,2.101729154586792,1.6408579349517822,0.1037497743964195,-1.556629300117493,150.55738830566406,182.96807861328125,158.88058471679688
11,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray011_se3_log_map.csv,0.8271842002868652,0.8616434335708618,1.135312795639038,1.7697062492370605,0.4823890474615428,5.658843994140625,1.363609790802002,0.0576468780636787,-1.568689465522766,148.4202117919922,424.43603515625,91.82816314697266
3,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray003_se3_log_map.csv,0.86198890209198,0.8379709124565125,1.032121181488037,2.3759138584136963,0.7237687362814605,4.541754722595215,1.898815631866455,0.0927473083138465,-1.5389621257781982,30.711227416992188,334.0097351074219,84.6583251953125
15,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray015_se3_log_map.csv,0.8501886129379272,0.8644989728927612,0.439738929271698,2.1074905395507812,0.3574268527631021,0.9732031226158142,1.6389163732528689,0.1040517017245292,-1.5539965629577637,148.56517028808594,177.90777587890625,86.89128875732422
12,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray012_se3_log_map.csv,0.8511947989463806,0.8726975917816162,0.1795948445796966,2.144451141357422,0.24911020406276038,1.0211371183395386,1.6380352973937988,0.1051462441682815,-1.5555838346481323,149.48240661621094,177.06199645996094,83.50399780273438
18,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray018_se3_log_map.csv,0.8725491762161255,0.8811256885528564,0.2822411358356476,1.2710647583007812,0.25676695326256693,1.1387357711791992,1.6385444402694702,0.104576900601387,-1.5533407926559448,136.80609130859375,381.921142578125,93.31251525878906
2,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray002_se3_log_map.csv,0.8401676416397095,0.8577593564987183,1.8464250564575195,2.541706085205078,1.1646412154621089,8.545527458190918,1.8110193014144895,0.0928325206041336,-1.5462311506271362,36.11429977416992,351.4195861816406,83.93805694580078
8,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray008_se3_log_map.csv,0.7960596680641174,0.8807411789894104,2.451610565185547,3.4181156158447266,1.2078589026221702,11.44504451751709,1.6342893838882446,0.0930700153112411,-1.562421441078186,53.5395736694336,384.0715637207031,81.15103149414062
1,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray001_se3_log_map.csv,0.8162117004394531,0.8502162098884583,2.1194653511047363,2.909524917602539,1.0406623001535944,9.955750465393066,1.7171446084976196,0.0938591808080673,-1.5549037456512451,44.349388122558594,370.8369445800781,82.21946716308594
23,/home/zsr/project/diffpose/ours/deepfluoro/runs/6/norm/specimen06_xray023_se3_log_map.csv,0.7600516080856323,0.7718665599822998,5.978590488433838,4.749116897583008,3.1647734553664106,12.280598640441896,1.691498041152954,-0.4843583703041076,-1.697674036026001,147.36270141601562,58.497291564941406,66.51625061035156
