idx,ssim,ssim_ori,tre,mpd,geo_r,geo_t,geo_d,geo_se3,alpha,beta,gamma,bx,by,bz,alpha2,beta2,gamma2,bx2,by2,bz2
2,0.7777215838432312,0.7570669651031494,21.88324546813965,25.39622688293457,8.74499390835134,38.30464172363281,85.38819122314453,38.33597946166992,-0.9505695700645447,0.07393014430999756,1.8498536348342896,226.59930419921875,20.27532958984375,128.0876007080078,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,226.59930419921875,20.27532958984375,128.0876007080078
3,0.7848328351974487,0.7531945705413818,21.988737106323242,26.190338134765625,8.372336164442803,36.297672271728516,81.58209228515625,36.323760986328125,-0.9494804739952087,0.08563555777072906,1.8516523838043213,227.38528442382812,19.869796752929688,126.13704681396484,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,227.38528442382812,19.869796752929688,126.13704681396484
4,0.8079062700271606,0.7605563998222351,19.056230545043945,24.622718811035156,8.449103556524785,39.34865188598633,83.57495880126953,39.377525329589844,-0.9350833892822266,0.05990200862288475,1.8503541946411133,237.05615234375,8.246978759765625,131.0219268798828,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,237.05615234375,8.246978759765625,131.0219268798828
5,0.7921403050422668,0.7653673887252808,12.029709815979004,14.995156288146973,9.937631926724837,41.24312973022461,96.02986907958984,41.29280471801758,-0.9245692491531372,0.009740089066326618,1.8662124872207642,234.19654846191406,12.393333435058594,133.69601440429688,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,234.19654846191406,12.393333435058594,133.69601440429688
6,0.8061391115188599,0.7545554637908936,16.567338943481445,19.956377029418945,13.645572675565449,52.50267791748047,130.14068603515625,52.62173080444336,-0.9869996905326843,-0.021546034142374992,1.8701105117797852,226.0227813720703,5.310142517089844,140.52883911132812,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,226.0227813720703,5.310142517089844,140.52883911132812
7,0.7983778119087219,0.7547305226325989,15.985687255859375,19.36748695373535,12.811508878881005,48.52306365966797,121.87725067138672,48.61948013305664,-0.9806157350540161,-0.006627369672060013,1.8607856035232544,227.3846435546875,6.3875274658203125,136.90887451171875,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,227.3846435546875,6.3875274658203125,136.90887451171875
8,0.7863510847091675,0.7617150545120239,16.7645206451416,20.038652420043945,13.037375912770536,47.485801696777344,123.28462219238281,47.583675384521484,-0.9895656108856201,-0.0030597790610045195,1.8661627769470215,223.4605255126953,10.556297302246094,135.0043182373047,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,223.4605255126953,10.556297302246094,135.0043182373047
9,0.8080387115478516,0.7511096000671387,14.197638511657715,17.64832878112793,10.949124148535349,44.90126419067383,105.57347869873047,44.965980529785156,-0.947815477848053,0.006710878573358059,1.8614318370819092,231.97793579101562,8.850372314453125,135.75399780273438,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,231.97793579101562,8.850372314453125,135.75399780273438
10,0.8066822290420532,0.7549017071723938,18.75849151611328,20.154722213745117,12.66747035260692,50.3671989440918,121.47817993164062,50.46440887451172,-0.985881507396698,0.002464803634211421,1.8679736852645874,230.29820251464844,-1.313201904296875,136.53468322753906,1.8216999769210815,-0.6765000224113464,-0.6884999871253967,230.29820251464844,-1.313201904296875,136.53468322753906
11,0.8119989633560181,0.7367688417434692,11.694478034973145,14.676223754882812,5.794852266036103,18.56715965270996,53.870460510253906,18.57402992248535,-0.9224134683609009,0.10693654417991638,1.8605124950408936,233.6142120361328,13.950759887695312,128.91339111328125,1.7960000038146973,-0.6848999261856079,-0.6801999807357788,233.6142120361328,13.950759887695312,128.91339111328125
12,0.8074503540992737,0.7394415140151978,13.749420166015625,13.791996002197266,5.851101551285312,19.754777908325195,54.748748779296875,19.76286506652832,-0.9240776300430298,0.11026901751756668,1.8597562313079834,230.0160675048828,19.077476501464844,127.05995178222656,1.7960000038146973,-0.6848999261856079,-0.6801999807357788,230.0160675048828,19.077476501464844,127.05995178222656
13,0.8065770268440247,0.7376416325569153,15.865248680114746,15.68744945526123,5.731212825387967,24.99412727355957,55.911834716796875,25.00328826904297,-0.9138535261154175,0.08500339835882187,1.8520569801330566,230.4437713623047,20.926048278808594,136.1118927001953,1.7960000038146973,-0.6848999261856079,-0.6801999807357788,230.4437713623047,20.926048278808594,136.1118927001953
