geo_r_mean,geo_r_std,geo_t_mean,geo_t_std,geo_d_mean,geo_d_std,geo_se3_mean,geo_se3_std,ssim_mean,ssim_std,ssim_ori_mean,ssim_ori_std,tre_mean,tre_std,alpha_mean,alpha_std,beta_mean,beta_std,gamma_mean,gamma_std,bx_mean,bx_std,by_mean,by_std,bz_mean,bz_std,alpha2_mean,alpha2_std,beta2_mean,beta2_std,gamma2_mean,gamma2_std,bx2_mean,bx2_std,by2_mean,by2_std,bz2_mean,bz2_std,num_samples,parameterization
7.138200702118758,3.5914995863498156,27.31677994617196,16.65728565157364,68.16330687944279,35.21508765442898,27.356230014978454,16.75627972755246,0.8328270932962728,0.013106264526930613,0.7449740538763445,0.013652952873796169,15.718682638434476,12.661391273873997,-0.9258695535881575,0.0495711345261373,0.16303242565414242,0.045384519331973946,1.872604601604994,0.014358281594118165,224.6223593423533,14.831330810155059,20.815969555876976,8.62399776443731,111.35384981022325,6.382800104006483,1.8018245253452034,0.015699924428823963,-0.6801325457040653,0.017598974054979347,-0.6786732417206431,0.011324243863121973,224.6223593423533,14.831330810155059,20.815969555876976,8.62399776443731,111.35384981022325,6.382800104006483,86,se3_log_map
